factset_entity_id,total_aum,equity_aum
0CWX93-E,,2
0CWXH0-E,,
0CWXXT-E,,
0CWXZ1-E,,
0CWY3H-E,,
0CWZ0S-E,10,
0CWZM7-E,,
0GXBHN-E,,5701
0CWZR4-E,,
0CX06L-E,,
0CX07M-E,,
0CX096-E,75,
0CX0BV-E,,
0CWNP0-E,297,134
05LDB3-E,201,149
0CX1NX-E,,
0CX1W7-E,,
0CX1ZN-E,,
0CX253-E,,
0CX275-E,,153
0CX2N2-E,,
0CX2RJ-E,,
0CX3B0-E,,
0CX3K1-E,,
0CX4FH-E,,
0CX4QY-E,,
0CX562-E,,
0CX5HH-E,,
0CX5HM-E,,
0CX5J4-E,,
0CX5J8-E,,
0CWT1X-E,383,100
0CX5KZ-E,,
0CX5LT-E,,0
0CX5RC-E,,
0CX5SQ-E,,
0CWSLZ-E,334,149
0CX61T-E,,
0CX6YH-E,,
0CX77V-E,,
0CX7ZK-E,,
0CX89X-E,,
0CX8GL-E,,
0CX8GW-E,,
0CX8LS-E,11,
0CX8WY-E,,
0CX8YF-E,,7
0CX93X-E,,
0CX9FN-E,,
0CX9J5-E,398,22
0CXB2L-E,,68
0CXB9K-E,,
0CXC2K-E,,
0CXCF4-E,331,
0CXCN4-E,,
0CXD4H-E,,
0CX066-E,,
0CXDF7-E,,
0CXF9S-E,,
0CXFNB-E,,
0CXFV3-E,861,
0CXG2L-E,,
0CXG76-E,,
0CXH8P-E,,
0CXHC6-E,18300,
0CJH2F-E,,11
0B0YWC-E,,66
0CWTM4-E,,
0GXG8P-E,,333
0CXD9N-E,380,
0CRB2J-E,,84
062D2C-E,1555,
0GX5L3-E,26,10
0CK264-E,797,1723
0CWQ49-E,1382,130
0CWSLR-E,276,257
0CWT4K-E,374,188
0CWT86-E,4375,562
0CXHJX-E,,
0CXJ33-E,,
0CXJ38-E,,
0CXJ65-E,,
0CXJ7S-E,,
0CXJ7X-E,,
0CXJX4-E,,
0CXK8K-E,,
05V1DH-E,4400,845
0CXL9R-E,,
0CXLJ6-E,,
0CXLJK-E,,
0CXLR7-E,,
0CXLZC-E,,
0H1XDV-E,2442,0
0CXM29-E,,
0CXM9M-E,,
0CXMN4-E,,
0CXJCC-E,,1614
0CXNH3-E,,
0CXNHH-E,,
0CXNTR-E,142,36
0CXNXX-E,,
0CXV9C-E,234,156
0CXP7D-E,,
05V80J-E,10762,3180
0CXPQK-E,,
0CXPY3-E,,0
0CXQ0Z-E,,
0CXQ9M-E,,
0CXQSX-E,,
0CXQVZ-E,,
0CXQWM-E,,
0CXQZ9-E,,
0CXRF9-E,,
0CXRWJ-E,,113
0CXS51-E,50,
0CXS7K-E,,
0CXSP2-E,,
0CXSZ0-E,,
0H47JP-E,,12
0CXT7F-E,,
0CXTDS-E,,
0CXJ46-E,500,
0CXV6P-E,,
0CXVCJ-E,,
0CXVPW-E,,
0CXVYK-E,,
05WHGC-E,243,104
0CXWYW-E,,
0CXX18-E,635,
0CXXYB-E,,
0CXYK2-E,,
0CXZ8S-E,,
0CXZP2-E,,
0CXZYF-E,,
0CY1RJ-E,31,
0CY1S7-E,1400,
0CXNKT-E,1244,
0CY2D2-E,,
0H7Q22-E,391,0
0CY2GS-E,,
0CY2JN-E,,
0CY2JP-E,,134
0CY2Q9-E,,
0CY34C-E,9,
0CY34W-E,,
0CY3QP-E,,
0CY4B5-E,,
0CY4NG-E,,
060CW2-E,2769,1648
0CY5J4-E,28,
0CY5YK-E,,
0CY66J-E,,
0CXMX5-E,725,
0CXVDW-E,329,125
05V6VD-E,,602
0CY3S7-E,2200,
0CY3ST-E,1018,
0CY6WC-E,,
0CY737-E,,
0CY7J7-E,,
0CYFZ7-E,,
0CY93K-E,,
0CY943-E,,
0CY97D-E,,
0CY9J5-E,,
0G94Y4-E,120,2
0CYBHD-E,,
0CYBYT-E,,
0CYC4G-E,,
0CY92M-E,323,196
0CYCNB-E,,
0CYCR6-E,,
0CYD92-E,,
0CYDHW-E,,
0CYDK0-E,,
0CYDK9-E,,
0CYDW9-E,,
0CYF7Z-E,,
0CYFBJ-E,,
0CYFKQ-E,,
0CY87D-E,1801,
0CYG16-E,3700,
0CYG4B-E,,
0CYG6T-E,,23
0CYGB4-E,,
0CYGC3-E,,
0CYGHD-E,,
0CYGHQ-E,,
0CY9DS-E,23064,377
0CYGSH-E,,
0CYH8K-E,,
0CYHM5-E,,
0CYHV3-E,,
0CYFLL-E,1103,377
073Q04-E,600,310
0CYHXJ-E,,
0CYJ6S-E,,
0CY6BB-E,,2
0CYKJY-E,,
0CYL69-E,,
0CYL8D-E,,
0CYL9L-E,92,
0CYLGC-E,,
0CYLLT-E,,
0CYM12-E,69,
0CYM8J-E,,
0CYN10-E,,
0CYN4G-E,,
0CYNJY-E,4,
0CYNKL-E,,
0CYNVK-E,3,
0CYPQT-E,,
0CYQ2W-E,,
0CYQ9P-E,,
0CYQBB-E,,1
0CYQD0-E,,
0CYQF1-E,,
0CYQQW-E,,
0CYQWV-E,2630,2647
0CYR05-E,,
0CYRX5-E,,
0CYS9D-E,,
0CYSYP-E,,
0CYSYT-E,,
0CYT5V-E,,
0CYT5Y-E,,
0CYT64-E,,
0CYT8T-E,,
0CYTH7-E,,
0CYTKV-E,,
0CYTT0-E,,
0CYTXT-E,,
0CYV08-E,,
0CYV35-E,3000,203
0CYVYD-E,,
0CYW2T-E,,
0CYWL1-E,,
0CYWS9-E,,
0CYY8C-E,,
0CYYLM-E,,0
0CYZJL-E,,
0CYZNT-E,,
0CYZRS-E,,
0CYZVW-E,,
0CZ03S-E,,
0CZ07T-E,,
0CZ0M6-E,,
0CZ0Q6-E,,
0CYC21-E,239,0
0CZ1LC-E,,
0CYK69-E,,
0CYGSS-E,193,59
0CYB1Z-E,,
0CZ1MV-E,,
0CZ1PJ-E,,
0CZ1RW-E,,
0CZ1X8-E,,
0CZ2JR-E,,
0CZ39J-E,,
0CZ3DZ-E,,
0CZ3LX-E,,
0CZ3M3-E,,
0CZ438-E,,
0CZ43J-E,,
0CZ4WB-E,,
0CZ4XC-E,406,
0CZ4XJ-E,,
0CZ52N-E,,
0CZ53B-E,,
08HH49-E,,719
0CZ5R0-E,,
0CZ5RB-E,,
0CZ5XW-E,,
0CZ613-E,,
0CZ677-E,,
0CZ753-E,,
0CZ79C-E,,59
0CZ7DG-E,,
0CZ7HY-E,,
0CZ7NF-E,5400,255
0CZ7MM-E,,
0CZ7PY-E,,
0CZ1TQ-E,286,188
0CZ8D0-E,,
0CZ8J0-E,,
0CZ54L-E,438,285
0CZ8LJ-E,,
0CZ8LR-E,11,
0CZ8P7-E,,
0CZ8V5-E,,
0CZ91S-E,,
0CZ93N-E,,
0CZB6B-E,,116
0CZB93-E,,
0CZBQF-E,2200,120
0CZBW5-E,,
0CZBWP-E,,
0CZRW5-E,601,
0CZ2HG-E,,579
0CZCFK-E,,3
0CZCN4-E,,231
0CZCSZ-E,,
0CZCVK-E,,
0CZD33-E,,124
0CZD4B-E,,
0CZDJV-E,405,
0CZDK8-E,,
0CZDWD-E,,
0CZDYN-E,,
098YVF-E,19651,60
0CZ52X-E,,3
0CZFKW-E,4617,
0CZFQ7-E,163,
0CZGJT-E,,
0CZGNP-E,,
0CZGWJ-E,,
0CZHVZ-E,,15
0CZJM2-E,,
0CZJQP-E,,
0CZJSQ-E,,
0CZK21-E,,
0CZKFT-E,,
0CZKL1-E,,
0CZKZK-E,,
0CZLC2-E,,
0CZLFQ-E,,
0CZLKR-E,,
0CZLZ1-E,,
0CZM0C-E,,
0CZM8T-E,,130
0CZMBC-E,,
0CZMK5-E,,
0CZMXZ-E,,
0CZNC9-E,,
0CZNGR-E,,
0CZNXF-E,50,
0CZPLT-E,,
0CZPNK-E,755,
0CZPRT-E,,
0CZPSZ-E,,
0CZQBV-E,,
0CZQH7-E,,
0CZQMC-E,,
0CZQQX-E,,
0CZ1ZX-E,,
008DC6-E,,912
0B1FZP-E,,332
0CZBQ0-E,209,
0CZ1M7-E,990,118
0CZMQG-E,560,
0CZGC6-E,,3898
0CZ6P4-E,,
0CZRZD-E,,
0CZS1X-E,,
0CZS5L-E,,
0CZS8K-E,,
0CZSHS-E,,
0CZSTD-E,,
0CZSYV-E,,
0CZT16-E,,
0CZT3W-E,,
0CZV34-E,,
0CZV3T-E,,57
0CZVLX-E,,
0CZVPG-E,,
0CZW5P-E,,
0CZW77-E,,
0CZW7Q-E,500,
0CZWJZ-E,,
0CZWWY-E,,
0CZX1G-E,,
0CZXR5-E,,
0CZXYH-E,,
0CZY62-E,,
0CZYCJ-E,,
0CZYRX-E,,
0CZYTV-E,,
0CZZ79-E,,
0CZZKJ-E,,
0CZZQK-E,,
0CZW9Y-E,539,2
0D003V-E,,
0D00CX-E,,
0D00G5-E,,
0D00HL-E,,
0D00JL-E,383,
0D00NN-E,,
0D00Q6-E,,
0D01ZP-E,,
0D02BD-E,,
0D02BL-E,,
0D02H9-E,,
0CZW9C-E,,0
0D03DD-E,,
0D0407-E,,
0D06R4-E,2549,662
0D05C0-E,,
0D0605-E,100,
0D06D9-E,,
0D06N2-E,,
0D06Q9-E,,
0D06QF-E,,
0D06RB-E,,
0D06XW-E,,
0D06ZF-E,,
0D073K-E,,
0D07SG-E,,
07LZ4X-E,,24
0D089X-E,,
0D08DL-E,,
0D08NJ-E,,
0D08TC-E,,
0D08XZ-E,,
0D0995-E,,
0D09B7-E,100,
0D09F5-E,,
0D09Q1-E,,
0D0B59-E,,
0D0BDN-E,,
0D0BM7-E,,
0D0BNH-E,,
0D0BZN-E,,
0D0C35-E,,
0D0C6M-E,,
0D0CDV-E,,
0D0CPS-E,,
0D0DDN-E,,
0D0DGN-E,,
0D0DJ4-E,,
0D0F10-E,,
0D0F29-E,,
0D0F2H-E,,
0D0F33-E,,
0D0FP7-E,,
0D0FX9-E,,
0D0GMP-E,,
0D0GP4-E,,
0D0GSY-E,,
0D0H8N-E,,
0D0H9Q-E,,
0D0HG9-E,,
0D0HN1-E,,
0D0HN9-E,,
0D0J23-E,,
0D0J2W-E,250,
0D0J70-E,,
0D0J8Z-E,33,
0D0JN6-E,,
0D0JW7-E,,
0D0K9N-E,,
0D0KFL-E,,
0D0KPH-E,,
0D0KS5-E,,
0D0KVR-E,,
0D0KX9-E,,5
0D0L21-E,,
0D0L2J-E,,
0D0L4X-E,,
0D0L9W-E,,
0D0LH7-E,,
0D0LKD-E,,
0D0LWP-E,,
0D0MC6-E,,
0D0MDL-E,,
0D0MFP-E,,
0D0MLG-E,,
0D0MP2-E,,
0D0MQ5-E,,
0CZV8H-E,541,16
0D0KRP-E,786,147
0D0N0K-E,,
0CZXJS-E,19085,
07PLRH-E,6500,1105
0D05B3-E,2810000,1907
0D0MQM-E,,
0D0N1S-E,,
0D0NWK-E,,
0D0P2H-E,,2
0D0Q65-E,,
0D0QZ3-E,,
0D0R2N-E,,
0D0R5B-E,,
0D0R61-E,,
0D0RC7-E,,
080Y7S-E,,1
0D0S02-E,,
0D0SG3-E,,
0D0T6S-E,1030,3
0D0T95-E,,
0D0TCX-E,,
0D0TH5-E,3200,94
0D0TJ7-E,,
080X2R-E,,361
0D0V3R-E,,
0D0VBJ-E,,
0D0VXC-E,,
0D0W1S-E,,
0D0WPN-E,,
0D0WR5-E,,
0D0WVF-E,,
0D0X0Y-E,,
0D0X18-E,,
0D0XHX-E,,
0D0YGT-E,,
0D0YP1-E,,
0D0YTZ-E,,
0D0Z7F-E,,
0D0ZM5-E,,
0D0ZNG-E,,
0D0ZVD-E,,
0D10WK-E,,
0D1190-E,,
0D1197-E,,
0D11RL-E,,0
0D128D-E,,
0D13GZ-E,,
0D13ZR-E,,
0D140K-E,,
0D149D-E,,
0D14GB-E,,
0D14P6-E,,
0C3H65-E,1048,147
0D150V-E,,
0D1570-E,,
0D15BZ-E,,
0D15CM-E,,
0D15DL-E,,
0D15FK-E,,
0D15K6-E,,
0D10B0-E,,182
0D1670-E,,
0C3HH8-E,276,141
0D17G1-E,,
0D0ZGS-E,,12
0D17LH-E,2297,
0C6FLL-E,553,6
0D18HH-E,,
0D18JH-E,,
0D18T3-E,,
0D18YD-E,,
0D197C-E,,
0D199V-E,,
0D19C8-E,,
0D1B16-E,,
0D1D1T-E,,
0D1D24-E,,
0D1D96-E,,
0D1DG7-E,,
0D1DJ7-E,,
0D1DL4-E,,
0D1DT9-E,,
0D1F0B-E,,
0D1F5V-E,,
0D1FDR-E,,
0D1FL7-E,,
0D1GQM-E,,
0D1H46-E,,
0D1H54-E,,
0D1JCG-E,,
0D1JFK-E,,0
0D1MLX-E,,
0D1NKQ-E,,
0D1NLC-E,,
0D1PJ3-E,,
0D1PSW-E,,
0D1R2W-E,,
0D1SPQ-E,,2
0D1VW4-E,,
0D1WRM-E,,
0D1X3T-E,,
0D1X47-E,,
0D1XLM-E,,
0D1YFL-E,247,
0D1YJQ-E,,
0D1YK1-E,,
0D1YRQ-E,73,
0D1ZH4-E,,
0D1ZJT-E,,
0D1ZTH-E,,
0D1ZYW-E,,
0D1ZZR-E,,
0D2014-E,,
0D208K-E,22,
0D210N-E,,17
0D0PV0-E,,
0D0QGM-E,,
0D215G-E,,
0D2163-E,,
0D218V-E,,
0D21BQ-E,,
0D21LH-E,,
0D21Q2-E,,
0D21T8-E,,
0D21V5-E,,
0D21YX-E,,
0D221R-E,,
0D223K-E,,
0D2244-E,,
0D224P-E,,
0D2250-E,,
0D225H-E,91,
0D22DW-E,,18
0D22N6-E,,
0D22PR-E,,
0D233V-E,,
0D235P-E,,
0D23LL-E,,
0D23RV-E,,
0D23SH-E,,
0D24V0-E,,
0D250C-E,,
0D250P-E,,59
0D2585-E,,
0D2588-E,,
0D25BB-E,,
0D25H0-E,,
0D25KZ-E,,
0D25R0-E,,
0D25R3-E,,
0D269G-E,,
0D26CR-E,,
0D21DW-E,,5666
0D291S-E,,
0D292C-E,,
0D293M-E,,
0D295N-E,,
0D2BJ8-E,,
0D2BT9-E,,
0D2BZ2-E,,
0D2CL8-E,,
0D2CSQ-E,,
0D2CW1-E,,
0D2D6Q-E,,
0D2DQC-E,,
0D2DR1-E,,
0D2DX9-E,,
0D2DYF-E,,
0D2F08-E,,
0C7SC1-E,512,162
0D2GYY-E,,
0D23M0-E,,30
0D2H0J-E,,
0D2H75-E,,
0D2J8Z-E,,
0D2J9Q-E,,
0D2JPZ-E,,58
0D2K8D-E,,
0D2KXY-E,,
0D2L3W-E,,
0CTG0T-E,154,
0D2LW2-E,375,
0D2LWY-E,,175
0D2MBC-E,,
0HFPTC-E,,
0D2MW5-E,,
0D2MWN-E,,
0D2NBZ-E,,
0D2NLV-E,,
0D2PTK-E,,
0D2PTZ-E,,
0D2PWH-E,,
0D2Q7V-E,,
0D2QGC-E,,
0D2QKD-E,22,
0D2QNF-E,,
0D2QP2-E,,
0D2QVN-E,,
0D2QWJ-E,,
0D2RDF-E,,
0D2RFB-E,,
0D2RGD-E,,
0D2RY9-E,,
0D2SYC-E,,
0D2T0N-E,,
0C7Z5F-E,510,284
0D2TJ2-E,,
0D2V9N-E,,
0D2VD4-E,,
0D2VG2-E,,
0D2VKY-E,,
0D2VLD-E,,
0D2VRX-E,,
0D25CK-E,1800,
0D2WTY-E,,
0D2WYQ-E,,
0D2X96-E,,
0D2X9X-E,,
0D2XD5-E,,
0D2XGS-E,,
0D2XMS-E,,
0D2XQ6-E,,
0D2XZH-E,,
0HHQQJ-E,122,0
0D2M62-E,2752,
0D2Y7Z-E,,
0D2ZN7-E,,
0D2ZNX-E,,
0D3XM1-E,2600,
0D30QD-E,,
0D312P-E,,
0D320M-E,27,
0D32TG-E,326,
0D32TN-E,,
0D3VKH-E,,19
0D3334-E,,
0D336M-E,,
0D3380-E,,
0D33CT-E,,
0D33NK-E,,
0D33SB-E,,
0D33T0-E,,
0D33WS-E,,
0D33Y2-E,,
0D34HN-E,,
0D311C-E,2224,25
0D34JJ-E,,
0D356Z-E,,
0D35NQ-E,1000,122
0D3622-E,,
0D36NQ-E,,
0D3732-E,,
0D37CC-E,,
0D386R-E,,
0D38DY-E,,
0D38X9-E,,
0D38XB-E,,
0D391G-E,,
0D3938-E,,
0D397C-E,,
0D39CT-E,,
0CQ9MJ-E,1221,260
0D3NV0-E,2401,
0D3B7H-E,,
0D3BXZ-E,,
0D30G9-E,,144
0D3C36-E,,
0D3CHG-E,,
0D3CHQ-E,,
0D3J5S-E,,447
0D3CKT-E,,
0D3D32-E,,
0D3D4J-E,,
0D3H0J-E,,
0D3HDK-E,,
0D3HPH-E,,
0D3HVQ-E,,
0D3HX6-E,,
0CRRN6-E,,0
0D3J27-E,,
0D3J84-E,,
0D3J8M-E,,
0D3JLZ-E,,0
0D331R-E,,
0D3JT7-E,,
0D3LQ0-E,,
0D3MN9-E,,
0D3MY9-E,,
0D3N08-E,,
0D3N1B-E,,
0D3NP9-E,,
0D3P7Z-E,,
0D3PDT-E,,
0D3Q05-E,,
0D3QDM-E,,
0D3QJY-E,,
0D3R7N-E,,
0D3RDB-E,,
0D3RNP-E,,
0D3SBJ-E,,
0D3SPN-E,,7
0D3TPC-E,,
0D3TQC-E,,
0D3TYP-E,,
0D3VLX-E,,
0D3VPL-E,,
0D3VPW-E,,
0D3VTX-E,,
0D3VW2-E,,
0D3W2S-E,,
0D3W2Y-E,,
0D3WB6-E,,
0D3WNT-E,,
0D3WRK-E,,
0D3WYY-E,,
0D3X3B-E,,
0D3X85-E,,
0D3XYJ-E,,
0D3Y01-E,193,
0D3Y24-E,,
0D3Y2L-E,,
0D3Y97-E,,
0D3Y9S-E,127,
0D3YF5-E,,
0D3YNL-E,,
0D3YPB-E,,
0D3YV9-E,,
0D3YX2-E,,
0D3ZK8-E,,
0D3ZRR-E,,
0D402V-E,,
0D4063-E,,
0D40JW-E,,
0D40T7-E,,
0D40VV-E,,
0D40Y2-E,,
0D412L-E,,
0D41PQ-E,,
0D424W-E,,
0D42JB-E,,
0D42KT-E,,
0D42ZJ-E,,
0D430P-E,,
0D4348-E,,
0D44XX-E,,
0D44TK-E,,22
0D46BK-E,,
0D46J8-E,,
0D46KN-E,,
0D46KW-E,,
0D46TQ-E,,
0D46TS-E,150,
0D4779-E,,
0D47HG-E,,
0D48CC-E,,
0D48PZ-E,,
0D48X9-E,,
0D490N-E,,
0D491Y-E,,
0D49P8-E,,
0D49S7-E,,
0D4B4K-E,,
0D4BHY-E,,
0D4BQL-E,,
0D4C0J-E,,
0D4C83-E,,
0D4CBQ-E,,
0D4CCQ-E,,
0D4CZ0-E,,
0D4D3G-E,,
0D4D6V-E,,
0D4D8J-E,,
0D4DGL-E,,
0D4DND-E,,
0D4DP5-E,,
0D4F28-E,,
0D4F8N-E,,
0D4FXT-E,,
0D4C9Y-E,,0
0D4G4X-E,,
0D4ZTX-E,,12558
0D4GPB-E,,
0CY11L-E,770,341
0D4H5V-E,,
0D4H7Y-E,,
0D4HF9-E,,
0D4HJ3-E,,
0D4HWF-E,,
0D4HZ6-E,,
0D4J2K-E,,
0D4J4N-E,,
0D4J70-E,,
0D4J76-E,,
0D4JB0-E,,
0D4JBX-E,,
0D4JSP-E,,
0D47MS-E,45,
0D4KMV-E,,
0D4L30-E,,
0D4LCY-E,,
0D4LPS-E,,
0D49NY-E,1556,669
0D4MQG-E,,
0D4MRH-E,,
0D4F92-E,1197,13
0D4NNS-E,,
0D4P81-E,,
0D4P8J-E,,
0D4PCK-E,,
0D4QFL-E,,
0D4QLJ-E,,
0D4QP6-E,,
0D4QPJ-E,,
0D4QTG-E,,
0D4QWJ-E,,
0D4R4W-E,,16
0D4RCB-E,49,
0D4S9M-E,,
0D4SM3-E,,
0D4SRC-E,,37
0D4T6V-E,,
0D4TW4-E,,
0D4VGP-E,,
0D4VMW-E,,
0D4VPT-E,,
0D4WBC-E,,
0D4WBS-E,,
0D4X14-E,,
0D4X85-E,,
0D4XKT-E,,
0D4XV8-E,65,
0D4YB3-E,,
0D4ZCS-E,,
0D4N0V-E,10,
0D411B-E,39503,
0D4YN5-E,53,
0D4YF3-E,3,
0CY37V-E,500,47
0CXSQ6-E,,6
0D4BZ5-E,,15
0D4344-E,,194
0D4BYK-E,1700,
0D506B-E,,
0D50M8-E,,
0D516S-E,,
0D538G-E,,
0D53BL-E,,
0D53Y1-E,,
0D54DV-E,,
0D54Q7-E,,3
0D54RX-E,208,
0D55BM-E,,
0D5618-E,,
0D562Q-E,,
0D56SX-E,,
0D5736-E,,
0D57PN-E,,
0D584P-E,,
0D5451-E,16286,2533
0D58BQ-E,,
0D58F6-E,,
0D58G1-E,,
0D58GL-E,,
0D59HY-E,,
0D59QX-E,,
0D59XF-E,,
0D5BB1-E,,
0D5BGR-E,,
0D5BL6-E,,656
0D5BL7-E,,
0D5BNK-E,344,
0D5BV4-E,,
0D5C5Z-E,,
0D5CLW-E,,
0D5DT6-E,,
0D5DZ3-E,,
0D5F0F-E,,
0D5F0V-E,,
0D5F9K-E,,
0D5FHJ-E,,
0D5FJN-E,,
0D5FLR-E,,
0D5BTZ-E,347,
0D5GHR-E,,
0D5GL9-E,,
0D5GP6-E,,
0D57W9-E,955,651
0D5GZD-E,,
0D5HBF-E,,
0D5HJ7-E,,
0D5HJK-E,,
0D5HXB-E,,
0D5J46-E,,
0D5J7F-E,400,
0D5JB6-E,,
0D5JFR-E,,
0D5JJR-E,186,
0D5JSC-E,,
0D5K5Y-E,,
0D5K72-E,,
0D5KBV-E,,
0D5KCJ-E,,
0D5LC8-E,,
0D5LMY-E,,
0D5LW9-E,,
0D563P-E,259,
0CTL06-E,,15
0D5M7K-E,,
0D290M-E,,218
0D5MN2-E,,
0D5N6F-E,,
0D5NTQ-E,,
0D5NYD-E,,
0D5P36-E,,
0D5PG4-E,,
0D5PV8-E,,
0D5PZ0-E,,
0D5Q04-E,,
0D5Q0R-E,,
0D5QH8-E,,
0D5QJ4-E,,
0D5QJS-E,,
0D5R99-E,,
0D5RTB-E,,
0D5RY2-E,,
0D5SD1-E,,
0D5ST4-E,,
0D5T93-E,,
0D5TGB-E,28,
0D5TP2-E,,
0D5V1R-E,,
0D5V48-E,,
0D5W94-E,,
0D5WL8-E,,
0D5X1F-E,,
0D5XDF-E,,
0D5XMP-E,2000,
0D5XWM-E,,
0D5XYS-E,,
0D5Y03-E,,
0D5Y8G-E,,
0D5Y9Z-E,,
0D5G7H-E,,
0D5RZ8-E,,
0D530K-E,500,
0CFDYM-E,,7
0D5TNF-E,14,
0D51TH-E,2135,39
0D54ZX-E,,32
0D5DJD-E,,
0D5YD1-E,,0
0D5YD4-E,,11
0D5YDK-E,,
0D5YHX-E,,
0D5YJC-E,,
0D5YPY-E,,
0D5YVB-E,,
0D5Z4R-E,,
0D5ZTF-E,,
0D609G-E,,
0D60TR-E,,
0D60W9-E,,
0D60WD-E,,32
0D6H8K-E,,1
0D61DZ-E,,
0D61N2-E,,
0D61S4-E,,
0D6208-E,,
0D625P-E,,
0D62WK-E,,
0D62ZY-E,,
0D633M-E,,
0D63BF-E,345,
0D63G8-E,,
0D63HC-E,,
0D63JN-E,,
0D63K8-E,,
0HMKKB-E,,202
0D63X5-E,,
0D641L-E,,
0D642V-E,,
0D646C-E,,
0D6504-E,,
0D655Y-E,,
0D5ZBK-E,794,60
0CVMMB-E,217284,181
0D65WB-E,,
0D6655-E,,
0D666P-E,,
0D66Y5-E,,
0D66Z1-E,,
0D67G6-E,,
0D5Z50-E,,20
0D6445-E,,2
0D67VL-E,,
0D6817-E,,
0D682M-E,,
0D6833-E,,
0D684N-E,,
0D68GJ-E,,
0D692V-E,,
0D69B6-E,,
0D69DP-E,,
0D69F0-E,,
0D69N1-E,,
0D69WB-E,,
0D6K6D-E,,17
0D6B84-E,,9
0D6BB9-E,,
0D6BVR-E,,
0DG4FB-E,,8
0D6BWW-E,,
0D6BXR-E,,
0D6CCF-E,,
0D6CCR-E,,
0D6CTD-E,,
0D6D73-E,,
0D6DLZ-E,,
0D6DPW-E,,
0D6DX4-E,,
0D6DXQ-E,,
0D6DY9-E,,
0D6F6C-E,,
0D6FMB-E,,
0D6FSQ-E,,
0D6G2P-E,,
0D6G4V-E,,
0D6GDT-E,,
0D6GGG-E,,
0D6GJW-E,,
0D6GNG-E,,
0D6GTJ-E,,
0D6H1T-E,,
0D6HMG-E,,
0D6HWS-E,,
0D6J2Q-E,,955
0D6JCB-E,,
0D6JH0-E,,
0D6JQG-E,,
0D6JR1-E,,
0D6JSH-E,,
0D6K02-E,,
0D6K3J-E,,
0D6K7J-E,,
0D6KGZ-E,,6
0D6KMW-E,,
0D6KTS-E,,
0D6L7H-E,,
0D6L7X-E,,
0D6LTZ-E,,
0D6M1B-E,,
0D6M4C-E,,
0D6M5Z-E,,
0D6MD3-E,,
0D6MKX-E,223,
0D6N3S-E,6,
0D6N56-E,,
0D6ND5-E,,
0D6NG5-E,,
0D5Z40-E,593,8
0D64W2-E,49,0
0D6NL2-E,,
0D6NWS-E,,
0D6P0K-E,446,
0D6PB2-E,,14
0D6TX0-E,,107
0D6P37-E,,
0D6P92-E,,
0D6PBK-E,,
0D6PC7-E,,
0D71TT-E,,129
0D6PPG-E,,
0D6PT6-E,,
0D6Q3N-E,,
0D6Q7Z-E,,
0D6PCG-E,172,
0D6QMD-E,,
0D799Q-E,,569
0D6QNF-E,,39
0D6QRH-E,,
0D6QSZ-E,,
0D6RJD-E,,
0D6RTJ-E,,
0D6RXY-E,,
0D6SFN-E,,
0D6SFS-E,,
0D6SP6-E,,
0DYHY3-E,,
0D6SV5-E,,
0D6SVR-E,,
0D6SYW-E,,
0D6T9Y-E,,
0D6TV0-E,,
0D6TW3-E,,
0D6TXP-E,,
0D6TYP-E,,
0D6V7W-E,,
0D6VDC-E,,
0D6VGR-E,,
0D6VKX-E,,8
0D6VL7-E,,
0D6VLC-E,,
0D6VMN-E,,
0D6VMP-E,,
0D6VN8-E,,
0D6VPS-E,,
0D6VQF-E,,
0D6VT3-E,,
0D6VYK-E,,
0D6W9T-E,,
0D6WY7-E,,
0D6WYF-E,,
0D6X47-E,,
0D6XK9-E,,
0D6XPZ-E,,
0D6XVQ-E,,
0D6XXT-E,,
0D6YGS-E,,19
0D6YH5-E,,
0D6YL6-E,,
0D6YLM-E,,
0D6YRQ-E,,
0D6YSR-E,,
0D6YSW-E,,
0D6YV4-E,,124
0D6YX8-E,,
0D6ZCD-E,,
0D6ZM8-E,2,
0D705Y-E,,
0D70R0-E,,
0D70SV-E,,
0D71F4-E,,
0D71P3-E,,
0D7246-E,,
0D72G7-E,,
0D72LJ-E,,
0D6QM8-E,,4
0D736F-E,,
0D744Z-E,,
0D754X-E,1567,
0D74HT-E,,
0D74RN-E,,
0D6P61-E,,0
0D7566-E,500,95
0D757W-E,,
0D75NP-E,,
0D760W-E,,
0D763J-E,,
0D7642-E,,
0D76DR-E,,
0D76S8-E,,
0D76Z5-E,,25
0D773S-E,,
0D7762-E,,
0D77F9-E,,
0D7809-E,,
0D780R-E,,
0D786J-E,,
0D78D3-E,,
0D78Y5-E,,
0D78YW-E,,
0D790V-E,,
0D792N-E,,
0D799W-E,,
0D79G7-E,,
0D7B83-E,,
0D6QW8-E,484,
0HV4SB-E,,
0D7BGD-E,,
0D7BJ8-E,,
0D7BKN-E,,
0D7BLM-E,,
0D7CBF-E,,
0D7CG6-E,,
0D7CNW-E,,
0D7CV8-E,,
0D7D3S-E,,
0D7D4P-E,,
0D7D8B-E,,
0D7D9P-E,,87
0D7DCG-E,,
0D7DFB-E,,
0D7DFH-E,,
0D7DKD-E,,
0D7F17-E,,
0D7FDP-E,,
0D7FWP-E,27,
0D7G68-E,,
0D7GFR-E,,
0D7H9W-E,,
0D7HF0-E,,
0D7HSP-E,,
0D83Y5-E,,2120
0D7J20-E,,
0D7J65-E,6,
