factset_entity_id,total_aum,entity_sub_type,fds_13f_flag
0BH7B9-E,NULL,IA,0
0BH7ML-E,NULL,BR,0
0BH7X6-E,NULL,VC,0
0BH871-E,NULL,VC,0
0BH977-E,NULL,VC,0
0862V4-E,NULL,IA,0
0BHCRY-E,NULL,IA,0
0BHCTN-E,NULL,IA,0
0BHD05-E,NULL,VC,0
0BHD9S-E,NULL,BR,0
0BHDGW-E,NULL,VC,0
0BHDKF-E,NULL,IA,0
0BHDKZ-E,14916,VC,1
0BHGHQ-E,NULL,VC,0
0BHHJ6-E,220,IA,0
0BHHRY-E,NULL,IA,0
0BHJ36-E,NULL,BR,0
0BHJ7R-E,NULL,IA,0
0BHJKQ-E,NULL,IA,0
0BHJQ7-E,NULL,BR,0
0BHJQZ-E,NULL,BR,0
0BHKY7-E,NULL,VC,0
0BHMLZ-E,NULL,IA,0
085TFY-E,NULL,MF,1
0BMK92-E,58,HF,0
085YB9-E,3161,IA,1
085TCH-E,19495,IA,1
0BMVSP-E,NULL,PP,0
0L4XN6-E,NULL,VC,0
0862L8-E,7636,IA,0
0BH9XD-E,NULL,IA,0
0BHMNJ-E,NULL,BR,0
0BHMSP-E,NULL,IA,0
0BHMZP-E,NULL,IA,0
0BHNFZ-E,129,IA,0
0BHNH9-E,NULL,IA,0
0BHNK1-E,NULL,BR,0
0BHNRG-E,NULL,BR,0
0BHP83-E,NULL,IA,0
0BHP8N-E,2700,VC,0
0BHP9S-E,NULL,IA,0
0BHPDJ-E,NULL,VC,0
0BHPRQ-E,NULL,HF,0
0BHPT8-E,NULL,VC,0
0BHY84-E,NULL,IA,0
0BHPVF-E,21,HF,0
0BHQPX-E,NULL,VC,0
0BHRYQ-E,NULL,IA,0
0BHS58-E,NULL,VC,0
0BHSKJ-E,NULL,VC,0
0BHSTP-E,NULL,VC,0
09X3QH-E,NULL,FF,1
0BHV2N-E,2945,PB,0
0BHV7Y-E,541,IA,0
0BHVK3-E,NULL,IA,1
0BHVKN-E,NULL,HF,0
0BHVMQ-E,NULL,BR,0
0BHXN7-E,NULL,VC,0
0BHXWH-E,NULL,VC,0
0BHZJ9-E,NULL,BR,0
0BHZLG-E,NULL,PB,0
0BHZY2-E,NULL,IA,0
0BJ04P-E,NULL,BR,0
0BJ0FD-E,NULL,VC,0
0BJ0FL-E,NULL,IA,0
09X54T-E,10442,IA,0
0BJ0JH-E,NULL,BR,0
0BJ23R-E,NULL,VC,0
0BJ3CZ-E,314,HF,0
0BJ3Z6-E,NULL,BR,0
0BJ4T6-E,NULL,IA,0
0BJ531-E,NULL,RE,0
0BJ5BJ-E,NULL,HF,0
0BJ5BS-E,323,IA,1
09X22J-E,NULL,BR,0
0BJ7M2-E,NULL,BR,0
0BJ8P5-E,NULL,VC,0
0BJ9LQ-E,NULL,IA,0
0BJ9WK-E,NULL,MF,0
0BJB0R-E,NULL,HF,0
0BJB6D-E,NULL,VC,0
0BJBV7-E,2000,VC,0
0BJCPX-E,NULL,BR,0
0BJ83R-E,NULL,IA,0
0BJDHK-E,NULL,VC,0
0BJDQB-E,NULL,VC,0
0BJDSG-E,NULL,BR,0
0BJDSY-E,NULL,IA,0
0BJFG9-E,NULL,IA,0
0BJFP2-E,NULL,VC,0
0BJFPG-E,390,VC,0
0BJFPK-E,NULL,PB,0
09X23P-E,1000,VC,0
09X295-E,135,VC,0
09X2BW-E,NULL,RE,0
09X2F0-E,NULL,VC,0
09X2HB-E,NULL,VC,0
09X2P6-E,NULL,BR,0
09X3ZX-E,NULL,BR,0
09X47D-E,NULL,BR,0
09X5V1-E,NULL,BR,0
09X67G-E,NULL,BR,0
09X6RF-E,NULL,IA,0
09X74X-E,NULL,MF,0
09X7JJ-E,NULL,HF,0
09X7KG-E,NULL,RE,0
09X7PV-E,NULL,VC,0
09X7ZC-E,NULL,VC,0
09X82N-E,NULL,PB,0
09X87L-E,NULL,VC,0
09X8H2-E,NULL,HF,0
09X8LK-E,NULL,VC,0
09X9H6-E,NULL,VC,0
09XCCW-E,NULL,FY,0
09XCYT-E,NULL,VC,0
09XD55-E,NULL,VC,0
09XDHQ-E,NULL,VC,0
09XDJ9-E,NULL,VC,0
09XF21-E,NULL,VC,0
09XFCZ-E,NULL,BR,0
09XFFP-E,NULL,VC,0
09XGJK-E,NULL,VC,0
09XH8M-E,NULL,VC,0
09XHD5-E,NULL,RE,0
09XHH4-E,NULL,RE,0
09XHMD-E,NULL,RE,0
09XHPD-E,NULL,RE,0
09XHQF-E,NULL,RE,0
09XHRP-E,NULL,BR,0
09XHSK-E,NULL,RE,0
09XHTC-E,NULL,RE,0
09XHXP-E,NULL,VC,0
09XHYP-E,NULL,RE,0
09XHZ3-E,NULL,RE,0
09XJ0Q-E,NULL,RE,0
09XJ17-E,NULL,VC,0
09XJ5X-E,NULL,RE,0
09XJ6B-E,NULL,RE,0
09XJ6H-E,NULL,RE,0
09XJ7F-E,NULL,RE,0
09XJ8J-E,NULL,RE,0
09XJ8V-E,NULL,RE,0
09XJJZ-E,NULL,RE,0
09XJKL-E,NULL,RE,0
09XJL1-E,NULL,RE,0
09XJR3-E,NULL,VC,0
09XJS1-E,NULL,IA,0
09XK2S-E,NULL,VC,0
000BJZ-E,NULL,FY,0
09X55R-E,27761,IA,1
09X83T-E,NULL,MF,1
0BJ0LD-E,209000,IA,1
00FXLV-E,NULL,VC,0
09X66N-E,2473,PB,1
067BN5-E,NULL,IA,0
07GX34-E,NULL,IA,1
0BHPSY-E,NULL,HF,0
09XK8X-E,2700,VC,0
09XKK9-E,NULL,VC,0
09XM53-E,NULL,VC,0
09XMGV-E,NULL,VC,0
09XML1-E,NULL,VC,0
09XMQW-E,NULL,RE,0
09XMXB-E,NULL,IA,0
09XN54-E,NULL,PB,0
09XN5Z-E,NULL,BR,0
09XNCK-E,NULL,RE,0
09XNFT-E,NULL,RE,0
09XNGX-E,NULL,IA,0
09XNKR-E,NULL,VC,0
09XNL4-E,NULL,BR,0
09XNNS-E,NULL,IA,0
09XNNV-E,NULL,RE,0
09XNQ8-E,NULL,VC,0
09XNYN-E,NULL,VC,0
09XP09-E,NULL,RE,0
09XQ56-E,NULL,VC,0
09XQM0-E,NULL,VC,0
09XR4Z-E,NULL,VC,0
09XR76-E,NULL,VC,0
09XRKW-E,NULL,RE,0
09XS18-E,NULL,VC,0
09XS6D-E,NULL,IA,0
09XS9X-E,NULL,RE,0
09XSHN-E,NULL,PB,0
09XSQK-E,NULL,MF,0
09XSV6-E,NULL,RE,0
09XSZK-E,NULL,VC,0
09XW52-E,NULL,HF,0
09XWCV-E,NULL,IA,0
09XWJZ-E,NULL,VC,0
09XX0V-E,NULL,BR,0
09XX72-E,NULL,VC,0
09XXH2-E,NULL,VC,0
09XY2K-E,NULL,VC,0
09XYJW-E,38722,IA,0
09XP0D-E,NULL,IA,0
09XYV2-E,NULL,RE,0
09XZ09-E,NULL,PB,0
09XZ1S-E,NULL,IA,0
09XZC9-E,NULL,IA,0
09XZCX-E,NULL,IA,0
09XZD1-E,NULL,IA,0
09XZGD-E,NULL,IA,0
09XZTZ-E,NULL,IA,0
09XZWY-E,NULL,RE,0
09Y01P-E,NULL,VC,0
09Y0R8-E,43000,VC,1
09Y0S6-E,NULL,VC,0
09Y126-E,833,VC,0
09XSJN-E,NULL,MF,0
09Y7JW-E,NULL,HF,1
09Y2D8-E,385,IA,1
09Y2DC-E,NULL,VC,0
09JWHQ-E,2522,IA,0
09Y2XX-E,NULL,PB,1
09Y38V-E,NULL,IA,0
09Y39J-E,NULL,BR,0
09Y3L9-E,NULL,VC,0
09Y4W4-E,NULL,VC,0
09Y4ZL-E,NULL,VC,0
09Y59C-E,NULL,IA,0
09Y5L7-E,NULL,HF,0
09Y5WS-E,NULL,VC,0
09Y6H3-E,NULL,VC,0
09Y6M1-E,NULL,VC,0
09Y6NM-E,4867,IA,1
09Y6PS-E,NULL,BR,0
09Y788-E,NULL,VC,0
09Y7JS-E,1400,VC,0
09Y7L4-E,NULL,HF,0
09Y7WB-E,NULL,HF,0
09Y7YS-E,NULL,VC,0
09Y80X-E,NULL,VC,0
076H0F-E,NULL,HF,0
076H2K-E,NULL,VC,0
076H41-E,NULL,PB,0
076H7H-E,NULL,HF,1
076H7K-E,NULL,HF,0
076HHB-E,NULL,HF,0
076HHW-E,NULL,HF,0
076HJL-E,NULL,IA,0
076HK3-E,NULL,HF,0
076HKG-E,NULL,HF,0
076HKT-E,NULL,IA,0
076HLM-E,NULL,FH,0
076HMB-E,NULL,PB,0
076HMF-E,NULL,PB,0
076HMT-E,4000,VC,0
076HNK-E,NULL,VC,0
076HNW-E,NULL,VC,0
076HPF-E,NULL,HF,0
076HPK-E,NULL,HF,0
076HQ1-E,NULL,HF,0
076HRN-E,NULL,HF,0
076HST-E,NULL,HF,0
076HT1-E,NULL,VC,0
076HT4-E,NULL,HF,0
076HTV-E,NULL,HF,0
076HWS-E,NULL,IA,0
076HWW-E,NULL,HF,0
076HXX-E,NULL,IA,0
076HY4-E,NULL,HF,0
076J9P-E,NULL,VC,0
076JF2-E,NULL,VC,0
076JJ2-E,NULL,VC,0
076JNW-E,NULL,VC,0
076JT8-E,NULL,PB,0
076JZM-E,NULL,IA,0
076K1K-E,NULL,IA,0
076K2N-E,43,VC,0
076K3G-E,NULL,HF,0
076K5G-E,NULL,HF,0
076K5J-E,NULL,HF,0
076K7Q-E,NULL,MF,0
076KC1-E,NULL,BR,0
076KDV-E,NULL,PB,0
076KGP-E,NULL,HF,0
076KGS-E,NULL,IA,0
076KH6-E,NULL,MF,0
09XNDV-E,NULL,IA,0
076HTS-E,560,IA,1
09XNBL-E,NULL,IA,0
076H9T-E,NULL,BR,0
085HDR-E,NULL,IA,0
076KJR-E,NULL,BR,0
076KKC-E,NULL,HF,0
076KKW-E,NULL,HF,0
076KL1-E,NULL,HF,0
0B82NX-E,NULL,MF,0
076KMP-E,NULL,VC,0
076KMV-E,NULL,PB,0
076KN4-E,NULL,IA,0
076KNF-E,NULL,HF,0
076KP3-E,NULL,BR,0
076KP7-E,NULL,HF,0
076KPD-E,NULL,HF,0
076KPS-E,NULL,HF,0
076KQR-E,NULL,VC,0
076KR6-E,NULL,VC,0
076KRH-E,NULL,HF,0
076KVJ-E,NULL,IA,0
076KWG-E,NULL,HF,0
076KXF-E,NULL,HF,0
076KXX-E,NULL,BR,0
076L2J-E,NULL,VC,0
076L6M-E,NULL,VC,0
076LBX-E,NULL,VC,0
076LJB-E,NULL,VC,0
076LJL-E,NULL,VC,0
076LXW-E,NULL,VC,0
076M4F-E,NULL,BR,0
076MCJ-E,NULL,HF,0
076MCM-E,NULL,BR,0
076MCP-E,NULL,RE,0
076MD0-E,NULL,HF,0
076MDX-E,NULL,PB,0
076MFL-E,1463,VC,0
076MFP-E,NULL,VC,0
076MGJ-E,NULL,HF,0
076MGM-E,NULL,HF,0
076MHJ-E,NULL,HF,0
076MJF-E,NULL,IA,0
076MK0-E,NULL,BR,0
076MKD-E,NULL,HF,0
076ML5-E,NULL,IA,0
076ML9-E,NULL,PB,0
076MLQ-E,NULL,PB,0
076MLS-E,NULL,VC,0
076MM9-E,NULL,HF,0
076MN5-E,NULL,HF,0
076MNX-E,NULL,IA,0
076MPF-E,NULL,HF,0
076MR6-E,NULL,VC,0
076MRB-E,NULL,HF,0
076N39-E,NULL,VC,0
076N4C-E,165,VC,0
076N9T-E,NULL,BR,0
076NGY-E,NULL,VC,0
076NH4-E,NULL,VC,0
076NHK-E,NULL,VC,0
076NPD-E,395,VC,0
076NQP-E,NULL,IA,0
076NRD-E,NULL,PB,0
076NRY-E,NULL,HF,0
076NS4-E,NULL,VC,0
076NSQ-E,NULL,VC,0
076NTH-E,NULL,IA,0
076NVV-E,NULL,IA,0
076NWM-E,NULL,HF,0
076NWP-E,NULL,CP,0
076NYW-E,NULL,HF,0
076P39-E,NULL,HF,0
076P3F-E,NULL,HF,0
076P5C-E,NULL,IA,0
076P63-E,NULL,HF,1
076P6Q-E,NULL,IA,0
076P7P-E,NULL,BR,0
076P8C-E,NULL,VC,0
076PB2-E,NULL,HF,0
076PB3-E,NULL,IA,0
076PBF-E,NULL,PB,0
076PBH-E,NULL,HF,0
076PBM-E,NULL,VC,0
076PC5-E,NULL,BR,0
076PCC-E,NULL,VC,0
076PF1-E,NULL,HF,0
076PFR-E,NULL,IA,0
076PH0-E,NULL,HF,0
076PHW-E,3,HF,0
076PKG-E,NULL,VC,0
076PPV-E,NULL,BR,0
076PQ4-E,NULL,HF,0
076PH5-E,NULL,PB,0
076PV8-E,NULL,IA,0
076Q44-E,NULL,VC,0
0B7ZK0-E,NULL,HF,0
0B7ZP8-E,NULL,RE,0
0B7ZQ2-E,NULL,IA,0
0B7ZQ4-E,NULL,HF,0
0B7ZQL-E,NULL,HF,0
0B7ZQN-E,NULL,VC,0
0B7ZR3-E,NULL,IA,0
0B7ZRG-E,NULL,VC,0
0B7ZRK-E,NULL,VC,0
0B7ZRS-E,NULL,HF,0
0B807W-E,NULL,BR,0
0B81WG-E,NULL,VC,0
0BMMW3-E,NULL,IA,0
0B8248-E,NULL,VC,0
0CYDKS-E,NULL,FO,0
0B82JC-E,NULL,IA,0
0B82JZ-E,NULL,VC,0
0B82QJ-E,NULL,VC,0
0B82R1-E,NULL,IA,0
0B82T4-E,NULL,HF,0
0B82TW-E,NULL,IA,0
0B82VC-E,NULL,VC,0
0B82VT-E,NULL,VC,0
0B82ZN-E,NULL,RE,0
0B83CR-E,NULL,VC,0
0B84D4-E,NULL,VC,0
0B84V7-E,NULL,VC,0
0B8745-E,NULL,VC,0
0B87B2-E,NULL,HF,0
0B87N2-E,NULL,HF,0
076KVY-E,148285,IA,0
076MJJ-E,NULL,IA,0
0B82N1-E,NULL,IA,0
0B7ZTZ-E,1987,HF,1
0G09CB-E,NULL,MF,0
0G0RTB-E,NULL,IA,0
0HJ36C-E,NULL,IA,0
076MMP-E,37100,VC,0
076MP4-E,NULL,IA,0
076QSX-E,NULL,IA,0
0B87R0-E,NULL,IA,0
0B87S1-E,NULL,IA,0
0B88MZ-E,NULL,VC,0
0B891B-E,NULL,VC,0
0B8B7S-E,NULL,VC,0
0B8BDD-E,NULL,VC,0
0B8BLV-E,NULL,IA,0
0B8BZP-E,NULL,VC,0
0B8CN5-E,NULL,VC,0
0B8CP0-E,NULL,IA,0
0B8CPW-E,NULL,HF,0
0B8CWK-E,NULL,BR,0
0B8F70-E,7600,VC,0
0B8FH3-E,NULL,VC,0
0JNLQG-E,NULL,VC,0
0B8J09-E,NULL,BR,0
0B8J2D-E,NULL,VC,0
0B8J5Q-E,NULL,BR,0
0B8J78-E,NULL,HF,0
0B8JFF-E,NULL,HF,0
0B8JS1-E,494,PB,0
0B8K7Y-E,NULL,VC,0
0B8KHY-E,NULL,VC,0
0B8KMQ-E,NULL,VC,0
0B8L7P-E,NULL,IA,0
0B8LRZ-E,200,VC,0
0B8MVP-E,111895,PF,0
0B8MYQ-E,NULL,RE,0
0B8N17-E,NULL,RE,0
0B8N45-E,2400,VC,0
0B8NCR-E,NULL,HF,0
0B8NFL-E,NULL,VC,0
0B8NHQ-E,NULL,VC,0
0B8NZ6-E,NULL,VC,0
0B8P7J-E,NULL,VC,0
0B8QZ6-E,NULL,VC,0
0B8S0Z-E,NULL,VC,0
0B8S6N-E,NULL,IA,0
0B8S6R-E,30252,VC,0
0B8SBV-E,NULL,IA,0
0B8SDS-E,NULL,HF,0
0B8SFD-E,NULL,IA,0
0B8SGF-E,200,VC,0
0B8SGY-E,NULL,PB,0
0B8SH7-E,NULL,IA,0
0B8TD0-E,NULL,VC,0
0B8TSH-E,NULL,VC,0
0B8W61-E,NULL,VC,0
0B8WQ3-E,NULL,IA,0
0B8WQJ-E,NULL,IA,0
0B8WW1-E,NULL,RE,0
0B8XD0-E,NULL,BR,0
0B8XF3-E,NULL,IA,0
0B8XFL-E,NULL,IA,0
0B8XHH-E,NULL,BR,0
0B8XKF-E,NULL,HF,0
0B8XLH-E,NULL,IA,1
0B8XLS-E,NULL,PB,0
0B8Y3M-E,NULL,VC,0
0B906T-E,NULL,HF,0
0B90R6-E,NULL,VC,0
0B926J-E,NULL,VC,0
0B92F3-E,NULL,BR,0
0B92NQ-E,NULL,VC,0
0KHS0W-E,NULL,VC,0
0B8VYV-E,NULL,IA,0
0B94XY-E,NULL,PP,0
0B954J-E,NULL,IA,0
0B9588-E,NULL,VC,0
0B958G-E,NULL,IA,0
0B95DL-E,NULL,HF,0
0B95DY-E,300,IA,0
0B95JL-E,NULL,RE,0
0B971N-E,NULL,VC,0
0B97R0-E,NULL,VC,0
0B984W-E,NULL,VC,0
0B989W-E,NULL,VC,0
0B99G3-E,NULL,BR,0
0B99LV-E,NULL,BR,0
0B99Q8-E,NULL,BR,0
0B9B28-E,NULL,MF,0
0B9BRP-E,NULL,VC,0
0B9D2K-E,NULL,VC,0
0B9DCG-E,60,VC,0
0B9DLV-E,NULL,MF,0
0B9DTK-E,NULL,BR,0
0B9DYR-E,NULL,BR,0
0B9F3Z-E,250,VC,0
0B9F42-E,NULL,BR,0
0B9F8P-E,NULL,BR,0
0B9H40-E,NULL,VC,0
0B9HPN-E,NULL,RE,0
0B9K28-E,NULL,IA,0
0B9K90-E,NULL,VC,0
0B9KBC-E,NULL,PF,0
0B9KCK-E,NULL,VC,0
0B9KL4-E,NULL,BR,0
0BJFPS-E,NULL,PB,0
0BJFS4-E,NULL,BR,0
0BJG02-E,NULL,IA,0
0BJG7G-E,NULL,VC,0
0BJGW8-E,NULL,IA,0
0BJL2K-E,NULL,PB,0
0BJL2M-E,NULL,VC,0
0BJL5L-E,NULL,IA,0
0BJL71-E,NULL,VC,0
0B8HWW-E,NULL,PB,0
0BJLKX-E,NULL,BR,0
0BJMP0-E,1100,VC,0
0BJMST-E,55,VC,0
0BJN1H-E,NULL,VC,0
0BJNFF-E,NULL,VC,0
0BJP73-E,NULL,IA,0
0BJPG6-E,NULL,VC,0
0BJPWQ-E,NULL,BR,0
0BJPX7-E,NULL,IA,0
0BJQCR-E,NULL,VC,0
0BJQFP-E,NULL,IA,0
0BJQK5-E,NULL,VC,0
0B8L5G-E,10560,IA,0
0B8LW0-E,138206,IA,0
0B8HNJ-E,398,HF,1
0B8XD6-E,NULL,MF,0
0B99NB-E,323889,HF,0
0L4LDZ-E,NULL,RE,0
0B95F0-E,4828,HF,1
0L4RSL-E,NULL,VC,0
0L4VFC-E,NULL,VC,0
0BJQYG-E,NULL,VC,0
0BJQYP-E,NULL,IA,0
0BJR8C-E,NULL,IA,0
0BJRKF-E,NULL,HF,0
0BJRW8-E,NULL,VC,0
0BJSNH-E,NULL,VC,0
0BJT0M-E,NULL,VC,0
0BJT22-E,NULL,VC,0
0BJTVB-E,NULL,VC,0
0BJTVW-E,NULL,IA,0
0BJVW0-E,NULL,IA,0
09M6J8-E,1935,IA,0
0BJWNN-E,NULL,VC,0
0BJX20-E,NULL,VC,0
0BJX26-E,NULL,VC,0
0BJX4H-E,NULL,BR,0
0BJX4J-E,NULL,IA,0
0BJX4P-E,NULL,HF,0
0BJYHC-E,NULL,VC,0
0BJZZG-E,NULL,VC,0
0BK05K-E,NULL,VC,0
0BK06W-E,NULL,IA,0
0BKNQ9-E,NULL,IA,0
0BK0BY-E,NULL,VC,0
0BK0SH-E,NULL,BR,0
0BK14W-E,NULL,IA,0
0BK18X-E,5524,IA,0
0BK9QY-E,NULL,MF,0
0BK1H1-E,NULL,BR,0
0BK1HD-E,NULL,VC,0
0L4WJV-E,NULL,VC,0
0BK1JK-E,NULL,HF,1
0BK4JX-E,NULL,RE,0
0BK4RL-E,NULL,IA,0
0BK4RY-E,NULL,PB,0
0BK5B8-E,NULL,IA,0
0BK5BC-E,NULL,IA,0
0BK5F7-E,NULL,HF,0
0BK5GP-E,NULL,HF,0
0BK5JT-E,256,VC,0
0BK5KT-E,1000,VC,0
0BK5PN-E,NULL,VC,0
0BK5PP-E,NULL,VC,0
0BK5Q1-E,NULL,VC,0
0BK6LR-E,NULL,VC,0
0BK77T-E,500,HF,0
09M5VX-E,NULL,IA,0
0BK8CJ-E,NULL,VC,0
0BK8FV-E,NULL,BR,0
0BK8HN-E,NULL,BR,0
0BK8L7-E,NULL,BR,0
0BK8NS-E,NULL,VC,0
0BK8PS-E,NULL,BR,0
09M6F7-E,NULL,IA,0
0BK4Q0-E,NULL,IA,0
0BKB27-E,NULL,BR,0
0BKBY6-E,72000,VC,1
0BKDKC-E,NULL,VC,0
0BKDXF-E,NULL,BR,0
0BKDXR-E,NULL,VC,0
0BKF4M-E,NULL,VC,0
0BKF4X-E,NULL,VC,0
0L4WS5-E,NULL,VC,0
0BKFBJ-E,NULL,VC,0
0BKFNW-E,30,VC,0
0BKFWY-E,4209,IA,0
0BKFYJ-E,NULL,VC,0
0BKG04-E,NULL,VC,0
0BKHMW-E,NULL,HF,0
0BKHN2-E,NULL,HF,0
0BKK1H-E,NULL,BR,0
0BKK9X-E,NULL,VC,0
0BKKSM-E,NULL,HF,0
0BKL0C-E,NULL,VC,0
0BKL35-E,171,VC,0
0BKL7X-E,NULL,RE,0
0BKL9T-E,NULL,HF,0
0BKLCG-E,NULL,HF,0
0BKLDN-E,NULL,VC,0
0BKMWD-E,330,VC,0
0BKN5X-E,NULL,VC,0
0L4XQR-E,NULL,VC,0
0BKNLS-E,NULL,VC,0
0BKP2M-E,NULL,SV,0
0BKP65-E,NULL,RE,0
0BKP6Q-E,NULL,SV,0
0BKPGN-E,NULL,BR,0
0BKPQ9-E,NULL,VC,0
0BKPRN-E,NULL,RE,0
0BKPSK-E,NULL,HF,0
0BKPSL-E,NULL,HF,0
0BKPSM-E,NULL,BR,0
0BKPSQ-E,NULL,BR,0
0BKPSR-E,NULL,IA,0
0BKQVS-E,NULL,VC,0
0BKQXK-E,NULL,VC,0
0BKRHR-E,5000,VC,0
0BKRJ3-E,NULL,HF,0
0L4XXT-E,NULL,VC,0
0BKSHX-E,NULL,IA,0
0BKSJC-E,NULL,VC,0
0BKSLV-E,NULL,BR,0
0BKSPK-E,NULL,VC,0
0L4Y5H-E,NULL,VC,0
0BKT5J-E,NULL,RE,0
0BKTGV-E,NULL,HF,0
0BKTKK-E,NULL,SV,0
0L4Y5W-E,NULL,VC,0
09M3KK-E,NULL,VC,0
09M3MS-E,NULL,HF,0
09M3SV-E,NULL,RE,0
09M57Z-E,NULL,VC,0
09M5Y2-E,NULL,VC,0
09M61K-E,NULL,BR,0
09M68G-E,NULL,VC,0
09M6D2-E,NULL,BR,0
09M6JH-E,NULL,RE,0
09M6JN-E,NULL,RE,0
09M6L4-E,NULL,VC,0
0L4Y74-E,NULL,VC,0
0BK3Y9-E,77300,VC,0
0L4YBZ-E,NULL,VC,0
0L4YCB-E,NULL,VC,0
0L4YHW-E,NULL,VC,0
0L4YJW-E,NULL,VC,0
0BKPLM-E,4038,HF,1
0BK5D1-E,686,HF,1
09M819-E,NULL,VC,0
09M8FS-E,NULL,VC,0
09M990-E,NULL,RE,0
09M9CZ-E,NULL,VC,0
09M9QL-E,NULL,BR,0
09M9SM-E,NULL,IA,0
09MM6M-E,NULL,IA,0
09M9VD-E,1148,VC,0
09M9ZS-E,NULL,IA,0
09MB1M-E,4,VC,0
09MBGX-E,NULL,VC,0
09MCC1-E,NULL,VC,0
09MCRH-E,NULL,VC,0
09MD1X-E,250,VC,0
09MD47-E,NULL,VC,0
09MDQW-E,NULL,VC,0
09MDS5-E,NULL,BR,0
09MDSJ-E,NULL,VC,0
09MDST-E,NULL,IA,0
09MDWR-E,NULL,BR,0
09MDWY-E,NULL,IA,0
09MDYR-E,137,HF,0
09MG0C-E,NULL,VC,0
09MG2B-E,NULL,VC,0
09MGMV-E,NULL,IA,0
09MGPB-E,NULL,VC,0
09MGPV-E,NULL,VC,0
09MGSB-E,NULL,VC,0
09MHR1-E,5,VC,0
09MHYR-E,NULL,BR,0
09MJ00-E,NULL,IA,0
09MJ3B-E,NULL,RE,0
09MJ3T-E,NULL,VC,0
09MJ6K-E,NULL,IA,0
09MKB4-E,NULL,BR,0
09ML4C-E,NULL,FO,0
09ML6B-E,NULL,BR,0
09ML7P-E,NULL,BR,0
09ML9P-E,2,VC,0
09MM26-E,395,VC,0
09MM3X-E,NULL,PB,0
09MM4B-E,14,VC,0
09MM6K-E,NULL,PB,0
09MM8T-E,NULL,VC,0
09MMFH-E,NULL,VC,0
09MNM4-E,NULL,PF,0
09MP66-E,NULL,VC,0
09MPG6-E,NULL,IA,0
09MPQW-E,NULL,PB,0
09MPWW-E,NULL,IA,0
09MPXY-E,NULL,BR,0
09MQ0B-E,NULL,IA,0
09MQ7G-E,NULL,IA,0
09MQ7L-E,439,VC,0
09MQHQ-E,NULL,VC,0
09MQJ9-E,NULL,BR,0
0BWKXD-E,NULL,BR,0
0BWLQN-E,NULL,VC,0
0BWM06-E,NULL,IA,0
0BWM7W-E,NULL,BR,0
0BWM9M-E,NULL,IA,0
0BWMBS-E,NULL,BR,0
0BWMC5-E,186,IA,0
0BWMC6-E,46,PB,0
0BWMC9-E,6364,HF,0
0BWMHH-E,NULL,VC,0
0BWML5-E,NULL,VC,0
0BWN5N-E,NULL,VC,0
0BWNC2-E,NULL,VC,0
0BWNYG-E,NULL,VC,0
0BWP2D-E,NULL,IN,0
0BWP53-E,NULL,HF,0
0BWPLD-E,NULL,BR,0
0BWPRX-E,366,IA,0
0BWQ05-E,NULL,HF,0
0BWQ33-E,NULL,IA,0
0BWQ3Y-E,NULL,VC,0
0BWQ65-E,NULL,IA,0
0BWQ7J-E,NULL,VC,0
0BWQMP-E,NULL,BR,0
0BWQMQ-E,NULL,RE,0
0BWS6D-E,NULL,IA,0
0BWSL3-E,NULL,IA,0
0BWSQX-E,NULL,HF,0
0BWSRY-E,NULL,BR,0
0BWSS9-E,NULL,IA,0
0BWSWY-E,NULL,RE,0
0BWT4N-E,NULL,BR,0
0BWTV8-E,NULL,VC,0
0BWV1D-E,NULL,FY,0
0BWVVW-E,NULL,VC,0
0BWW5K-E,NULL,VC,0
0BWWNF-E,NULL,VC,0
0BWWPY-E,NULL,VC,0
0BWX2Q-E,NULL,BR,0
0BWX5X-E,NULL,VC,0
0BWX6D-E,NULL,RE,0
0BWXL7-E,NULL,BR,0
0BWY49-E,NULL,BR,0
0BWY8Y-E,NULL,VC,0
0BWYCQ-E,NULL,BR,0
0BWYF6-E,NULL,PB,0
0BWYRF-E,NULL,VC,0
0BWZST-E,NULL,VC,0
0BX0TZ-E,NULL,HF,0
0BX14H-E,NULL,VC,0
0BX1CC-E,1175,VC,0
0BX1CZ-E,76,IA,0
0BX1JV-E,NULL,BR,0
0BX1KN-E,NULL,IA,0
0BX1RK-E,NULL,VC,0
0BX1YY-E,NULL,VC,0
0BX28K-E,NULL,IA,0
0BX2HX-E,NULL,VC,0
0BX4JM-E,567,IA,0
0BX5D4-E,NULL,IA,0
0BX5ZD-E,NULL,HF,0
09Y856-E,NULL,BR,0
09Y8C4-E,686,VC,0
09Y8JK-E,NULL,BR,0
0BWYJ5-E,2474,HF,1
09M9D1-E,NULL,IA,0
09M7N1-E,NULL,HF,0
09Y8MJ-E,NULL,VC,0
09Y8MV-E,NULL,VC,0
09Y8NY-E,NULL,VC,0
09Y8Q7-E,NULL,BR,0
09Y8YK-E,NULL,VC,0
09Y8ZV-E,3762,VC,0
09Y98G-E,NULL,IA,0
09Y9LB-E,NULL,RE,0
09Y9M3-E,NULL,IA,0
09YJCF-E,NULL,PB,1
09Y9SB-E,NULL,IA,0
09Y9SG-E,NULL,VC,0
09Y9XL-E,NULL,HF,0
09YJRD-E,8941,IA,0
09YBM0-E,1522,VC,0
09YBQ8-E,1282,VC,0
09YBQQ-E,460,VC,0
