factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM,Difference AUM,Difference Equity AUM
09S82D-E ,,88,,88,0,0
09S87C-E ,,146,,146,0,0
005XV3-E ,,376,,376,0,0
09S8RB-E ,,20,,20,0,0
006DX0-E ,3870,248,3870,248,0,0
09S988-E ,,505,,505,0,0
09S99D-E ,,2,,2,0,0
09SCX6-E ,,1541,,1541,0,0
006N8Q-E ,940,349,940,349,0,0
09SD3Q-E ,,0,,0,0,0
006YGC-E ,,363,,363,0,0
09SJS1-E ,35570,6191,35570,6191,0,0
09SM6X-E ,,366,,366,0,0
09SPCS-E ,,12,,12,0,0
09STC2-E ,,55,,55,0,0
09SV76-E ,5761,40,5761,40,0,0
09SY75-E ,,0,,0,0,0
09SYJ8-E ,,10,,10,0,0
09SZZM-E ,,17,,17,0,0
09T040-E ,13700,49,13700,49,0,0
09T08G-E ,,110,,110,0,0
09T09X-E ,,34,,34,0,0
09T0GS-E ,707,663,707,663,0,0
00CZN8-E ,,2666,,2666,0,0
09T0KR-E ,23300,1780,23300,1780,0,0
09T1BJ-E ,,3,,3,0,0
09T4YL-E ,228,14,228,14,0,0
09T4YV-E ,6368,5936,6368,5936,0,0
09TK0L-E ,231,156,231,156,0,0
09TKQB-E ,,65,,65,0,0
09TVNP-E ,,1760,,1760,0,0
09TY9R-E ,,554,,554,0,0
09W02N-E ,1385,253,1385,253,0,0
007HYP-E ,203,137,203,137,0,0
0091Z1-E ,,3,,3,0,0
09VBJW-E ,,0,,0,0,0
09VFCX-E ,,1,,1,0,0
009XY7-E ,89600,5393,89600,5393,0,0
09VK2K-E ,,378,,378,0,0
09VW93-E ,1020,501,1020,501,0,0
00DLS5-E ,2203,2234,2203,2234,0,0
00DRTS-E ,,2780,,2780,0,0
09W0W8-E ,3354,567,3354,567,0,0
00FRKJ-E ,,1,,1,0,0
05FFH1-E ,,2148,,2148,0,0
09W4DY-E ,46684,4228,46684,4228,0,0
09W4JX-E ,,844,,844,0,0
09W4LS-E ,1386,293,1386,293,0,0
09W4Q4-E ,324,120,324,120,0,0
05FWJH-E ,9156,863,9156,863,0,0
09WD45-E ,1932,0,1932,0,0,0
09WJ8Q-E ,,103,,103,0,0
09WJMM-E ,,3,,3,0,0
09WJW5-E ,,3,,3,0,0
09WJWC-E ,,9,,9,0,0
09WJXH-E ,363,15,363,15,0,0
05G5RC-E ,23771,11400,23771,11400,0,0
09WP75-E ,,0,,0,0,0
09WS70-E ,4000,5,4000,5,0,0
09WWD3-E ,,0,,0,0,0
09WXBP-E ,,45,,45,0,0
09X1PC-E ,,111,,111,0,0
09X3QH-E ,,2499,,2499,0,0
09X55R-E ,27761,21307,27761,21307,0,0
09X66N-E ,2473,1407,2473,1407,0,0
09X83T-E ,,864,,864,0,0
09XDJ9-E ,,155,,155,0,0
05G875-E ,14096,5418,14096,5418,0,0
09XMGV-E ,,142,,142,0,0
09XNBL-E ,,3,,3,0,0
09XNDV-E ,,28,,28,0,0
09XP0D-E ,,155,,155,0,0
09YCR9-E ,,84,,84,0,0
05HDD6-E ,,460,,460,0,0
05HGMT-E ,,1,,1,0,0
09XZCX-E ,,5,,5,0,0
09Y0R8-E ,43000,10403,43000,10403,0,0
05HMGN-E ,,1,,1,0,0
09Y21B-E ,,169,,169,0,0
09Y2D8-E ,385,210,385,210,0,0
05HN1B-E ,,82,,82,0,0
09Y5WS-E ,,10,,10,0,0
09Y6J6-E ,,461,,461,0,0
09Y6NM-E ,4867,2211,4867,2211,0,0
09Y7JW-E ,,278,,278,0,0
09Y9MP-E ,,5802,,5802,0,0
09Y9SB-E ,,1,,1,0,0
09YBFH-E ,1023,198,1023,198,0,0
09YBQ8-E ,1282,0,1282,0,0,0
09YBQQ-E ,460,318,460,318,0,0
09YD5G-E ,,50,,50,0,0
05J84P-E ,,138,,138,0,0
09YDKP-E ,,4,,4,0,0
09YDLF-E ,,181,,181,0,0
09YDZ6-E ,,6380,,6380,0,0
09YGD2-E ,,575,,575,0,0
09YHPP-E ,3956,361,3956,361,0,0
09YJCF-E ,,0,,0,0,0
09YJRD-E ,8941,1266,8941,1266,0,0
09YJTS-E ,,0,,0,0,0
09YKTJ-E ,,1578,,1578,0,0
05JKF4-E ,,3127,,3127,0,0
05KBVJ-E ,,4,,4,0,0
05KQW8-E ,,21563,,21563,0,0
09YPCP-E ,,9,,9,0,0
09YQL5-E ,257,156,257,156,0,0
05L46N-E ,12366,304,12366,304,0,0
09YS3R-E ,,0,,0,0,0
09YSCX-E ,31581,13,31581,13,0,0
09YSYX-E ,,224,,224,0,0
09YXXM-E ,5500,1514,5500,1514,0,0
09Z00S-E ,1016,114,1016,114,0,0
09Z2RT-E ,,13,,13,0,0
09Z2SZ-E ,,90,,90,0,0
05MBW5-E ,392,300,392,300,0,0
09Z70X-E ,492,218,492,218,0,0
05MJ20-E ,217,178,217,178,0,0
05NHGV-E ,199,157,202,157,-3,0
09Z9MP-E ,,127,,127,0,0
09ZB07-E ,835,314,835,314,0,0
05NSK3-E ,183895,1409,183895,1409,0,0
09ZH3Y-E ,419,373,419,373,0,0
05NVP2-E ,,16,,16,0,0
05NWYY-E ,,13,,13,0,0
09ZNK8-E ,13861,162,13861,162,0,0
09ZPDJ-E ,,8,,8,0,0
05SJTT-E ,,945,,945,0,0
09ZPR7-E ,,168,,168,0,0
09ZQ2B-E ,1142,672,1142,672,0,0
09ZS6H-E ,,27,,27,0,0
09ZSBF-E ,269,173,269,173,0,0
05SK12-E ,,11,,11,0,0
09ZTCJ-E ,,0,,0,0,0
09ZTH9-E ,47593,34371,47593,34371,0,0
09ZZQC-E ,381,194,381,194,0,0
0B02JT-E ,,0,,0,0,0
0B07QP-E ,788,0,788,0,0,0
0B0G09-E ,,16,,16,0,0
0B0H10-E ,,35,,35,0,0
0B0K5Y-E ,,195,,195,0,0
05SZ0S-E ,,58,,58,0,0
0B0SZF-E ,,4,,4,0,0
0B0TWH-E ,,5521,,5521,0,0
0B0W4N-E ,923,344,923,344,0,0
0B0XY4-E ,,17,,17,0,0
0B0YHV-E ,,41,,41,0,0
05TW3B-E ,11221,7447,11221,7447,0,0
0B1588-E ,,3,,3,0,0
0B15FM-E ,,33,,33,0,0
05V28X-E ,42590,22621,42590,22621,0,0
0B16B1-E ,,1,,1,0,0
0B17H2-E ,,4,,4,0,0
0B1CM3-E ,152,101,152,101,0,0
0B1CN4-E ,,190,,190,0,0
0B1DRX-E ,125,10,125,10,0,0
05V7Z4-E ,,1766,,1766,0,0
05V7Y0-E ,,2039,,2039,0,0
0B1QL1-E ,902,66,902,66,0,0
0B1QQT-E ,239,41,239,41,0,0
0B1R8V-E ,,12,,12,0,0
0B1VL7-E ,,257,,257,0,0
0B1W7T-E ,107788,28910,107788,28910,0,0
0B1YSR-E ,,5,,5,0,0
0B1Z1C-E ,,25583,,25583,0,0
0B22WF-E ,,7,,7,0,0
0B23F7-E ,,107,,107,0,0
0B24WB-E ,789,464,789,464,0,0
0B278X-E ,,388,,388,0,0
0B27BJ-E ,,8,,8,0,0
0B2BH9-E ,,118,,118,0,0
0B2BJR-E ,64485,11,64485,11,0,0
0B2BZH-E ,156,85,156,85,0,0
0B2CD1-E ,,22,,22,0,0
0B2F7B-E ,,57,,57,0,0
05V8D1-E ,,3,,3,0,0
05X6XR-E ,15022,4912,15022,4912,0,0
0B2MJT-E ,12314,120,12314,120,0,0
0B2ML5-E ,,161,,161,0,0
0B2QFT-E ,,446,,446,0,0
05YWBZ-E ,,57,,57,0,0
0B2RDV-E ,,293,,293,0,0
0B2VV0-E ,5827,153,5827,153,0,0
0B2VZK-E ,,209,,209,0,0
0B2YY0-E ,,0,,0,0,0
0B2ZG0-E ,,37,,37,0,0
0B24M1-E ,46,45,46,45,0,0
05V7ZP-E ,,112,,112,0,0
0B307D-E ,,0,,0,0,0
0B31JX-E ,,107,,107,0,0
0B3321-E ,1502,187,1502,187,0,0
05YXMP-E ,3945,349,3945,349,0,0
05ZY5D-E ,,1591,,1591,0,0
0B36B7-E ,,9,,9,0,0
0B36BS-E ,,20,,20,0,0
0B3BS6-E ,,154,,154,0,0
0B3GP4-E ,,551,,551,0,0
0B3K89-E ,,106,,106,0,0
0B3KT9-E ,,20,,20,0,0
0B3KZV-E ,,274,,274,0,0
0B3PDW-E ,1350,463,1350,463,0,0
0601YV-E ,,72,,72,0,0
060F27-E ,,7,,7,0,0
0611HY-E ,,66,,66,0,0
0613Y6-E ,,27557,,27557,0,0
0B3WX3-E ,,11,,11,0,0
0B3YB9-E ,516,212,516,212,0,0
0B40W6-E ,,4,,4,0,0
062JQB-E ,,0,,0,0,0
0B43PP-E ,,26,,26,0,0
0B3D4B-E ,23000,48,23000,48,0,0
0B45RK-E ,1605,3,1605,3,0,0
0B45TX-E ,,2,,2,0,0
0B474J-E ,,14,,14,0,0
0670LN-E ,,1651,,1651,0,0
0670SV-E ,,10,,10,0,0
067FFQ-E ,,12,,12,0,0
067R2Q-E ,,815,,815,0,0
06877W-E ,,42,,42,0,0
0B4DPV-E ,8550,4766,8550,4766,0,0
0B4F65-E ,,26,,26,0,0
068R31-E ,,5,,5,0,0
0B4JPW-E ,,0,,0,0,0
0B4JWT-E ,,55,,55,0,0
0B4JZK-E ,,1,,1,0,0
0B4L8D-E ,,0,,0,0,0
06BHZM-E ,16345,5942,16345,5942,0,0
0B4RZ5-E ,,11326,,11326,0,0
0B4SB5-E ,,28,,28,0,0
0B4SD5-E ,6633,106,6633,106,0,0
0B4YXJ-E ,9100,1051,9100,1051,0,0
0B4ZMY-E ,,3,,3,0,0
0B4ZR8-E ,3897,5,3897,5,0,0
0B525X-E ,,5,,5,0,0
0B5539-E ,,5,,5,0,0
0B55XD-E ,,1,,1,0,0
0B56QM-E ,9,75,9,75,0,0
0B57LH-E ,,531,,531,0,0
0B59F1-E ,,56,,56,0,0
066BY9-E ,,13628,,13628,0,0
0B5B7V-E ,2809,1219,2809,1219,0,0
0B5L0Z-E ,112696,756,112696,756,0,0
0B5L63-E ,,4,,4,0,0
0B5NL9-E ,968,500,968,500,0,0
0B5SGL-E ,168,43,168,43,0,0
0B5W6Z-E ,,140,,140,0,0
06FX4X-E ,,4,,4,0,0
06GQJC-E ,23156,9348,23156,9348,0,0
06HP3S-E ,,53,,53,0,0
0B5XJ4-E ,,718,,718,0,0
0B61N6-E ,4008,1546,4008,1546,0,0
0B654D-E ,,27,,27,0,0
0B6B7N-E ,6403,5400,6403,5400,0,0
0B6BB9-E ,,17,,17,0,0
0B6CCD-E ,,523,,523,0,0
0B6GBD-E ,,0,,0,0,0
0B6K6D-E ,,38,,38,0,0
0B6K88-E ,921,926,921,926,0,0
06KP88-E ,,440,,440,0,0
0B6N4L-E ,609,270,609,270,0,0
0B6QLG-E ,,292,,292,0,0
06L3KR-E ,3013,182,3013,182,0,0
0B6RFM-E ,,1418,,1418,0,0
0B6TMW-E ,,1056,,1056,0,0
06LQ71-E ,,898,,898,0,0
0B6XPJ-E ,16000,2914,16000,2914,0,0
0B82NX-E ,,49,,49,0,0
06M5NX-E ,,6,,6,0,0
0B6YFL-E ,,49,,49,0,0
06MH9S-E ,,5,,5,0,0
06MN2Y-E ,,1,,1,0,0
06MXD8-E ,,1341,,1341,0,0
0B77GY-E ,,32,,32,0,0
0B77K4-E ,,0,,0,0,0
06QS2J-E ,6817,125,6817,125,0,0
0B7KMX-E ,156,0,156,0,0,0
0B7VGR-E ,755,3,755,3,0,0
0B7VRZ-E ,,927,,927,0,0
06S7H6-E ,33056,2,33056,2,0,0
0B7ZQN-E ,,44,,44,0,0
0B7ZTZ-E ,2363,357,2363,357,0,0
06TH4G-E ,,1,,1,0,0
0B82N1-E ,,324,,324,0,0
0B82VT-E ,,26,,26,0,0
06V6HH-E ,,5185,,5185,0,0
0B8HNJ-E ,398,81,398,81,0,0
0B8HWW-E ,,5,,5,0,0
0B8HZ2-E ,18039,16285,18039,16285,0,0
0B8JKY-E ,,1,,1,0,0
06W19P-E ,,4516,,4516,0,0
06W24L-E ,,51,,51,0,0
06ZM8D-E ,,293,,293,0,0
0B8XF3-E ,,3,,3,0,0
070BX0-E ,38455,1386,38455,1386,0,0
0B94WT-E ,,313,,313,0,0
0B95F0-E ,4828,3439,4828,3439,0,0
0B9F3Z-E ,250,150,250,150,0,0
0B9K28-E ,,25,,25,0,0
0B9PSY-E ,,56,,56,0,0
071HZ0-E ,,10,,10,0,0
0B9QV2-E ,421,178,421,178,0,0
0739XC-E ,4753,13,4753,13,0,0
0BB1HF-E ,,42,,42,0,0
0BB1M9-E ,144,4,144,4,0,0
0BB22W-E ,112,200,112,200,0,0
0BB6Z3-E ,27400,875,27400,875,0,0
0BB72S-E ,,0,,0,0,0
073ZQR-E ,,1344,,1344,0,0
0BBC2F-E ,,24,,24,0,0
0BBC6B-E ,,24,,24,0,0
0BBCFK-E ,,20,,20,0,0
075JJP-E ,7487,362,7487,362,0,0
0BBQ67-E ,,26,,26,0,0
0BBQV4-E ,,33,,33,0,0
075Z7Q-E ,,1,,1,0,0
0BBXPT-E ,7131,400,7131,400,0,0
0BBYXP-E ,,24,,24,0,0
0BBZXN-E ,23814,1265,23814,1265,0,0
0BC071-E ,,594,,594,0,0
0BC07G-E ,,10,,10,0,0
077WXZ-E ,57727,2175,57727,2175,0,0
0BC1X3-E ,792,577,792,577,0,0
0BC222-E ,,230,,230,0,0
0BC39B-E ,,361,,361,0,0
0BC4TP-E ,1557,644,1557,644,0,0
079K65-E ,,6,,6,0,0
079V0S-E ,268,6,268,6,0,0
07CJW0-E ,,0,,0,0,0
0BCGM7-E ,,47,,47,0,0
0BCGNK-E ,,5,,5,0,0
0BCNBH-E ,174382,20809,174382,20809,0,0
0BCHJ9-E ,742,181,742,181,0,0
0BCRPZ-E ,2261,276,2261,276,0,0
0BCTNT-E ,21865,4150,21865,4150,0,0
0BCTSM-E ,,152,,152,0,0
0BCYM4-E ,445,353,445,353,0,0
0BF4JV-E ,,60,,60,0,0
0BD4SB-E ,,2687,,2687,0,0
0BD76W-E ,132,13,132,13,0,0
0BDBBF-E ,,48,,48,0,0
0BDJTB-E ,6000,0,6000,0,0,0
0BDK96-E ,,11,,11,0,0
07DP44-E ,,84,,84,0,0
0BDTX4-E ,,57,,57,0,0
0BDW6Z-E ,10,9,10,9,0,0
0BDXS3-E ,,4,,4,0,0
0BDXZ1-E ,,73,,73,0,0
07F3S0-E ,,12,,12,0,0
07F4SC-E ,85,1,85,1,0,0
0BF5FX-E ,,17,,17,0,0
0BF9WT-E ,,298,,298,0,0
07FLWG-E ,,3664,,3664,0,0
07K679-E ,,7559,,7559,0,0
0BFB0V-E ,,5,,5,0,0
0BFB9P-E ,313,131,313,131,0,0
0BFFN3-E ,6562,20,6562,20,0,0
0BFGBY-E ,,1,,1,0,0
0BFJN5-E ,10736,118,10736,118,0,0
0BFS1Y-E ,,26049,,26049,0,0
0BFWZM-E ,,239,,239,0,0
07L1Q3-E ,,1733,,1733,0,0
0BG47B-E ,,93,,93,0,0
0BG4Y3-E ,,203,,203,0,0
07N12P-E ,,75,,75,0,0
0BG6YQ-E ,3523,3155,3523,3155,0,0
07N61S-E ,,1,,1,0,0
0BGC5C-E ,,67,,67,0,0
0BGDHC-E ,,6,,6,0,0
0BGDWM-E ,,34,,34,0,0
0BGF0G-E ,,4,,4,0,0
080LDM-E ,3599,1615,3599,1615,0,0
07KW7X-E ,180274,3677,180274,3677,0,0
0BGJS9-E ,,126,,126,0,0
0BGJXJ-E ,,7,,7,0,0
0BGM8X-E ,162,0,162,0,0,0
0BGPS9-E ,,159,,159,0,0
0BGQSS-E ,927,148,927,148,0,0
0BGQTB-E ,,6,,6,0,0
084SXD-E ,,609,,609,0,0
0BGVPH-E ,,199,,199,0,0
0BGWSJ-E ,,9,,9,0,0
0BGWTZ-E ,,69,,69,0,0
0BGX06-E ,,75,,75,0,0
086XV5-E ,,2,,2,0,0
08B1W5-E ,,0,,0,0,0
0BH871-E ,,93,,93,0,0
0BH977-E ,,48,,48,0,0
0BHC31-E ,26365,3528,26365,3528,0,0
095714-E ,,7,,7,0,0
0BHDKZ-E ,14916,318,14916,318,0,0
0BHJKC-E ,,83,,83,0,0
0BHP8N-E ,2700,847,2700,847,0,0
0BHPDJ-E ,,322,,322,0,0
09HLPM-E ,,1122,,1122,0,0
09LG9C-E ,2390,1432,2390,1432,0,0
0BHTNB-E ,30228,3076,30228,3076,0,0
0BHVMQ-E ,,0,NO DATA,NO DATA,---,---
0BHY84-E ,,6,,6,0,0
0BJ0LD-E ,209000,84940,209000,84940,0,0
0BJL96-E ,,1165,,1165,0,0
09M7N1-E ,,239,,239,0,0
0BJ5BS-E ,323,171,323,171,0,0
09Q2SL-E ,,16,,16,0,0
09SHL3-E ,254,116,254,116,0,0
0BJB6D-E ,,14,,14,0,0
0BJBV7-E ,2000,162,2000,162,0,0
0BJFPG-E ,390,131,390,131,0,0
0BJMP0-E ,1100,1777,1100,1777,0,0
0BJQXK-E ,5270,908,5270,908,0,0
0BJQYG-E ,,0,,0,0,0
0BJRW8-E ,,86,,86,0,0
09VG9Y-E ,213,67,213,67,0,0
0BJZZG-E ,,37,,37,0,0
0BK1F1-E ,,30,,30,0,0
0BK1HD-E ,,637,,637,0,0
09W3H0-E ,,8,,8,0,0
0BK3Y9-E ,77300,1516,77300,1516,0,0
0B23VC-E ,180,168,180,168,0,0
0BK5D1-E ,686,456,686,456,0,0
0BK5Q1-E ,,0,,0,0,0
0BK87R-E ,6845,671,6845,671,0,0
0BK8CJ-E ,,66,,66,0,0
0BK8X0-E ,238,118,238,118,0,0
0B29BF-E ,,480,,480,0,0
0BK9QY-E ,,352,,352,0,0
0BKBY6-E ,72000,9341,72000,9341,0,0
0B56P2-E ,,7,,7,0,0
0BKFNW-E ,30,0,30,0,0,0
0BKLDN-E ,,37,,37,0,0
0B5WDN-E ,,63,,63,0,0
0BKNQ9-E ,,144,,144,0,0
0BKPLM-E ,4038,2825,4038,2825,0,0
0BKSCJ-E ,,259,,259,0,0
0BKSJC-E ,,212,,212,0,0
0BKT0H-E ,,38,,38,0,0
0BKTLN-E ,463,250,463,250,0,0
0BFG3W-E ,,25,,25,0,0
0BKYQB-E ,,166,,166,0,0
0BGFY6-E ,,1452,,1452,0,0
0BL2J7-E ,384,20,384,20,0,0
0BL4JP-E ,,171,,171,0,0
0BL5MB-E ,,89,,89,0,0
0BL72Y-E ,,117,,117,0,0
0BL82G-E ,,42,,42,0,0
0BHCV7-E ,,40,,40,0,0
0BLC1B-E ,,0,,0,0,0
0B7XC8-E ,,255,,255,0,0
0BM7YJ-E ,,547,,547,0,0
0BLL9W-E ,1499,232,1499,232,0,0
0BLLHR-E ,,39,,39,0,0
0BLTL2-E ,2658,24,2658,24,0,0
0C39DH-E ,130,97,130,97,0,0
0BLV9N-E ,,44,,44,0,0
0C3H65-E ,1048,146,1048,146,0,0
0C6TC0-E ,142,19,142,19,0,0
0BLXP1-E ,,12,,12,0,0
0BLZ5S-E ,,37,,37,0,0
0BM0SH-E ,,110,,110,0,0
0C8KJ4-E ,191,170,191,170,0,0
0C8WNF-E ,1421,577,1421,577,0,0
0BM50C-E ,,225,,225,0,0
0CFJ6P-E ,,20,,20,0,0
0BM53X-E ,5014,819,5014,819,0,0
0BM5F6-E ,,248,,248,0,0
0BM7JV-E ,,16,,16,0,0
0CFJ8L-E ,,38,,38,0,0
0BM8D6-E ,11773,84,11773,84,0,0
0C3RQJ-E ,,512,,512,0,0
0BM8VZ-E ,1922,41,1922,41,0,0
0BMCZ8-E ,,2301,,2301,0,0
0BMRTG-E ,,178,,178,0,0
0BMSHN-E ,,3,,3,0,0
0BNB9X-E ,,15,,15,0,0
0BN07S-E ,,695,,695,0,0
0BN0PP-E ,,2,,2,0,0
0BN151-E ,,21,,21,0,0
0BN1DX-E ,,1,,1,0,0
0CFRWV-E ,158,2,158,2,0,0
0BN4M6-E ,,466,,466,0,0
0BNBY1-E ,,72,,72,0,0
0CVTPJ-E ,,154,,154,0,0
0CX0LK-E ,299,33,299,33,0,0
0CY08N-E ,327,0,327,0,0,0
0BNHZW-E ,,1,,1,0,0
0BNJ2G-E ,16413,2284,16413,2284,0,0
0BNK71-E ,,487,,487,0,0
0BNKBQ-E ,,42,,42,0,0
0CZ1JM-E ,,673,,673,0,0
0BNVFY-E ,382,157,382,157,0,0
0BNVY2-E ,,96,,96,0,0
0BNXX3-E ,7091,19,7091,19,0,0
0BP08V-E ,,88,,88,0,0
0BP6HK-E ,138,39,138,39,0,0
0BP1WY-E ,,2901,,2901,0,0
0BP3M3-E ,,5,,5,0,0
0BPF4Z-E ,,72,,72,0,0
0BPK0X-E ,,52,,52,0,0
0BPKDZ-E ,315,271,315,271,0,0
0BPNWN-E ,525,127,525,127,0,0
0BPP0Q-E ,2373,130,2373,130,0,0
0BPQNK-E ,,20,,20,0,0
0BPRXT-E ,,4,,4,0,0
0D7RX7-E ,87,41,87,41,0,0
0BPVGW-E ,,225,,225,0,0
0BPWR0-E ,600,94,600,94,0,0
0BPXHK-E ,462,50,462,50,0,0
0BPXJW-E ,,4,,4,0,0
0BQ0NT-E ,126,33,126,33,0,0
0D7RQJ-E ,,6,,6,0,0
0BQ44C-E ,,3,,3,0,0
0BQ4DH-E ,373,0,373,0,0,0
0BQ4FJ-E ,2417,1310,2417,1310,0,0
0BQ5DC-E ,,59,,59,0,0
0BQC95-E ,17590,2141,17590,2141,0,0
0BQCLM-E ,1768,1394,1768,1394,0,0
0BQGC3-E ,,96,,96,0,0
0BQHBQ-E ,,5,,5,0,0
0BQDKZ-E ,214,193,214,193,0,0
0DKP8Z-E ,,30,,30,0,0
0BQN9K-E ,,3,,3,0,0
0BQW61-E ,,209,,209,0,0
0BQZ98-E ,,6,,6,0,0
0BR0JV-E ,,3004,,3004,0,0
0F0PH0-E ,,791,,791,0,0
0BR844-E ,,1,,1,0,0
0FFGYW-E ,,34,,34,0,0
0BR93Q-E ,1813,1485,1813,1485,0,0
0BRBRT-E ,,56,,56,0,0
0FJ6KQ-E ,,4,,4,0,0
0BRGJK-E ,,280,,280,0,0
0BRLSQ-E ,,5,,5,0,0
0BS4Y9-E ,,28,,28,0,0
0BRMVJ-E ,,18,,18,0,0
0BRRBX-E ,433,100,433,100,0,0
0BRTHF-E ,,28,,28,0,0
0H67PH-E ,,51,,51,0,0
0BRVV5-E ,,309,,309,0,0
0BRZ55-E ,,9,,9,0,0
0BSB46-E ,,10,,10,0,0
0BSGPZ-E ,3574,98,3574,98,0,0
0BSJ43-E ,,38,,38,0,0
0BSJTB-E ,16811,57,16811,57,0,0
0BSMQ1-E ,,6,,6,0,0
0BT985-E ,,11824,,11824,0,0
0BSPCD-E ,1011,8,1011,8,0,0
0BSPHC-E ,,28,NO DATA,NO DATA,---,---
0BSPHK-E ,,51,,51,0,0
0BSSKH-E ,,109,,109,0,0
0BSYCS-E ,83,26,83,26,0,0
0BSZRW-E ,,18,,18,0,0
0BT29K-E ,309,118,309,118,0,0
0BT49Y-E ,29151,2554,29151,2554,0,0
0BT5GP-E ,,102,,102,0,0
0BT5QW-E ,,18,,18,0,0
0BT6B1-E ,,27,,27,0,0
0BT7R4-E ,750,45,750,45,0,0
0BTD27-E ,,393,,393,0,0
0BTDX9-E ,,605,,605,0,0
0BTHPT-E ,617,404,617,404,0,0
0BVK8W-E ,435,184,435,184,0,0
0BTK0H-E ,,1473,,1473,0,0
0BTNH5-E ,,12,,12,0,0
0BTNQD-E ,,190,,190,0,0
0BTPDF-E ,,11,,11,0,0
0BTPZX-E ,,4,,4,0,0
0BTWW3-E ,,40,,40,0,0
0BTZ68-E ,,7,,7,0,0
0BV705-E ,,2,,2,0,0
0BVDSB-E ,,66,,66,0,0
0BVJFK-E ,,3534,,3534,0,0
0BVVVP-E ,,32,,32,0,0
0BW5G9-E ,,62,,62,0,0
0BW62V-E ,,0,,0,0,0
0BWYJ5-E ,,2274,,2274,0,0
0BWD1G-E ,,173,,173,0,0
0BWHP9-E ,1324,424,1324,424,0,0
0BWM9M-E ,,8,,8,0,0
0BWPJF-E ,54,3,54,3,0,0
0BWQ65-E ,,8,,8,0,0
0BWT48-E ,,8,,8,0,0
0BX9HV-E ,,56,,56,0,0
0BWW5K-E ,,84,,84,0,0
0BWYRF-E ,,298,,298,0,0
0BX1CZ-E ,66,57,60,57,6,0
0BX8SL-E ,,62,,62,0,0
0BXCW6-E ,,7,,7,0,0
0BXF85-E ,19270,3011,19270,3011,0,0
0BXH9H-E ,700,17,700,17,0,0
0BXJYD-E ,,1710,,1710,0,0
001NP4-E ,,136429,,136429,0,0
0BXQ89-E ,1890,108,1890,108,0,0
0BXRH6-E ,,192,,192,0,0
0BXYVL-E ,214,84,214,84,0,0
0BXJBG-E ,,605,,605,0,0
0BY0TH-E ,,14,,14,0,0
0BY1VP-E ,,2674,,2674,0,0
001Y4H-E ,2004,1482,2004,1482,0,0
001YT0-E ,,19810,,19810,0,0
0BY966-E ,,14,NO DATA,NO DATA,---,---
002HY2-E ,,305,,305,0,0
0BYGWD-E ,,5,,5,0,0
002N8C-E ,5500,3731,5500,3731,0,0
0BYMT9-E ,,0,,0,0,0
0BYQR2-E ,,129,,129,0,0
0BYRGS-E ,10536,9386,10536,9386,0,0
003C5M-E ,33943,2693,33943,2693,0,0
0BYVX5-E ,213,148,213,148,0,0
0BYXKM-E ,,5,,5,0,0
0BZ084-E ,,479,,479,0,0
0BZ0TV-E ,458,31,458,31,0,0
0BZ6W8-E ,,16,,16,0,0
0BZ1LR-E ,12917,1263,12917,1263,0,0
0BZ1S1-E ,,11,,11,0,0
0BZ6Z8-E ,,217,,217,0,0
0BZ707-E ,,264,,264,0,0
0041LW-E ,25690,5273,25690,5273,0,0
0BZ80L-E ,,8,,8,0,0
0BZ9QX-E ,,4,,4,0,0
0BZC4V-E ,,4,,4,0,0
0BZK50-E ,,26,,26,0,0
0BZLM6-E ,,15,,15,0,0
0BZLWL-E ,1000,26,1000,26,0,0
0BZM7P-E ,,346,,346,0,0
0BZMDF-E ,,77,,77,0,0
0BZMF0-E ,,1131,,1131,0,0
0089LJ-E ,3095,1162,3095,1162,0,0
0BZMHB-E ,213,22,213,22,0,0
0BZPM6-E ,8406,4,8406,4,0,0
008DC6-E ,,1276,,1276,0,0
0BZSR4-E ,,120,,120,0,0
0BZV4N-E ,71,31,71,31,0,0
0BZXLJ-E ,,1446,,1446,0,0
0090NQ-E ,3097,2226,3097,2226,0,0
0090Q3-E ,,5,,5,0,0
0BZXNJ-E ,,12,,12,0,0
0090RC-E ,2037,373,2037,373,0,0
0BZXX2-E ,16381,572,16381,572,0,0
0BZYBY-E ,,42,,42,0,0
0BZZV6-E ,,981,,981,0,0
0BZZY0-E ,,170,,170,0,0
0C12SW-E ,,3,,3,0,0
0C00S9-E ,,3,,3,0,0
0C02Q7-E ,,51,,51,0,0
0C03MZ-E ,38,4,38,4,0,0
0C043F-E ,336,420,336,420,0,0
0C04RY-E ,,26,,26,0,0
0C04W4-E ,,61,,61,0,0
0C04XM-E ,10085,3609,10085,3609,0,0
0C04XZ-E ,,141,,141,0,0
0C076W-E ,,2058,,2058,0,0
0092M8-E ,188,181,188,181,0,0
0C08J3-E ,692,208,692,208,0,0
0C0BKC-E ,,19,,19,0,0
05G975-E ,,12596,,12596,0,0
05H2NN-E ,,5723,,5723,0,0
0C0FS7-E ,36007,0,36007,0,0,0
0C0GG0-E ,,42,,42,0,0
0C0GTF-E ,,156,,156,0,0
05HNL1-E ,,8022,,8022,0,0
05JLK4-E ,14749,80,14749,80,0,0
05JZ3L-E ,,1924,,1924,0,0
0C0R20-E ,176,43,176,43,0,0
05K08Q-E ,12080,2299,12080,2299,0,0
