FactSetEntityId,Style,TurnoverLabel,TotalAUM
0DDTN5-E,,,NULL
0DDV2H-E,,,NULL
0DDVC8-E,,,NULL
0DDVG8-E,,Very Low,NULL
0DDVJM-E,Aggressive Growth,High,198
0DDVJS-E,Yield,,NULL
0DDVKB-E,GARP,Very Low,264
0DDVPV-E,,Very Low,388
0DDVSC-E,Growth,,1469
0DDWS0-E,,,NULL
0DDX2F-E,,,NULL
0DDX47-E,,,NULL
0DDXF5-E,,,238
0DDXJ6-E,,,2378
0DDXJR-E,,,NULL
0DDXLT-E,,,NULL
0DDXP5-E,Growth,Low,312
0DDXRX-E,,Very Low,278
0DDXTY-E,,Very Low,4248
0DDXZ6-E,Growth,,198
0DDYCZ-E,,,NULL
0DDYN0-E,Growth,Very Low,NULL
0DDYQZ-E,Growth,Very Low,NULL
0DDYXY-E,,,NULL
0DDYYP-E,,,NULL
0DDZ1K-E,,,NULL
0DDZ4F-E,,,NULL
0DDZ92-E,,,NULL
0DDZBH-E,,,NULL
0DDZBT-E,,,NULL
0DDZCK-E,,,NULL
0DDZDB-E,,,NULL
0DDZF3-E,,,2357
0DDZYN-E,,,NULL
0DF074-E,,,29
0DF07J-E,,,NULL
0DF07Y-E,,,NULL
0DF089-E,Yield,Very Low,1288
0DF0B1-E,,,NULL
0DF0CQ-E,,,44
0DF0D2-E,,,NULL
0DF0D3-E,,High,470
0DF0GJ-E,,,NULL
0DF0JX-E,,,NULL
0DF0KN-E,,,NULL
0DF0LR-E,,,NULL
0DF0NM-E,,,NULL
0DF0NT-E,,,NULL
0DF1FH-E,,,NULL
0DF1JP-E,,,NULL
0DF1QG-E,,,NULL
0DF1QL-E,,,NULL
0DF1VF-E,,,NULL
0DF1WP-E,,,782
0DF1WW-E,,,NULL
0DF1XQ-E,GARP,Very Low,393
0DF1Z9-E,Growth,Low,1706
0DF26R-E,Growth,Very Low,777
0DF27P-E,,,NULL
0DF2GS-E,,,NULL
0DF2QB-E,Aggressive Growth,Medium,NULL
0DF2R6-E,,,NULL
0DF2VL-E,,,NULL
0DF2YJ-E,,,NULL
0DF31M-E,,,NULL
0DF37S-E,,,NULL
0DF37V-E,,,NULL
0DF3B0-E,,,NULL
0DF3F0-E,,,NULL
0DF3QN-E,,,NULL
0DF3X9-E,,,NULL
0DF40Z-E,,,1561
0DF450-E,,,NULL
0DF45L-E,,,NULL
0DF45Q-E,,,NULL
0DF462-E,,,NULL
0DF469-E,,,NULL
0DF4FT-E,,,260
0DF4GN-E,,,NULL
0DF4K6-E,,,NULL
0DF4QN-E,,,NULL
0DF4SZ-E,,,NULL
0DF4TR-E,,,NULL
0DF528-E,,,NULL
0DF533-E,Yield,Very Low,NULL
0DF53F-E,Growth,Medium,NULL
0DF5RX-E,,,NULL
0DF5WQ-E,Deep Value,,180
0DF67Y-E,Yield,,NULL
0DF69M-E,,,55
0DF6GM-E,,,NULL
0DF6JF-E,,,NULL
0DF6Y7-E,,,NULL
0DF6YL-E,,,NULL
0DF723-E,,,NULL
0DF74T-E,,,NULL
0DF763-E,,,101
0DF7LX-E,,,NULL
0DF7M4-E,,,NULL
0DF7TG-E,,,NULL
0DF816-E,,,NULL
0DF8M3-E,Yield,,NULL
0DF8MF-E,,,561
0DF8MJ-E,Growth,Very Low,NULL
0DF92R-E,,,NULL
0DF9QM-E,,,NULL
0DF9TK-E,,,NULL
0DFB5G-E,,,NULL
0DFB5M-E,,,NULL
0DFBJK-E,,,173
0DFBNS-E,,,97
0DFBV0-E,,,NULL
0DFC5G-E,,,NULL
0DFCRC-E,,,NULL
0DFCSD-E,,,NULL
0DFD0J-E,,,NULL
0DFD6S-E,,,NULL
0DFDCG-E,,,NULL
0DFDDK-E,,,NULL
0DFDLX-E,,,NULL
0DFDNN-E,,,NULL
0DFDQV-E,,,NULL
0DFDSC-E,,,NULL
0DFDSD-E,,,NULL
0DFF0Y-E,,Very Low,609
0DFF1R-E,,,NULL
0DFF5R-E,,,NULL
0DFFQ1-E,,,NULL
0DFG7H-E,,,NULL
0DFGB5-E,,,NULL
0DFGC0-E,,,NULL
0DFGFX-E,,,NULL
0DFGJT-E,,,NULL
0DFGLM-E,,,NULL
0DFGQD-E,,,NULL
0DFGR3-E,Yield,Low,3585
0DFGRT-E,,,NULL
0DFGS2-E,Growth,Low,NULL
0DFGZB-E,,,NULL
0DFH3R-E,GARP,,1749
0DFH7P-E,,,NULL
0DFH8Y-E,Growth,,227
0DFHC3-E,,,NULL
0DFHF4-E,,,NULL
0DFHHS-E,,,NULL
0DFHJ2-E,,,204
0DFHLP-E,,,NULL
0DFHXZ-E,,,200
0DFJKZ-E,,,NULL
0DFJNV-E,Deep Value,Very Low,355
0DFJR0-E,,,NULL
0DFK4T-E,,,NULL
0DFK55-E,,,NULL
0DFKG7-E,,,NULL
0DFKVR-E,,,NULL
0DFL8L-E,,,NULL
0DFLHL-E,,,NULL
0DFLNT-E,,,NULL
0DFLVR-E,,,NULL
0DFM4D-E,,,NULL
0DFMC2-E,,,NULL
0DFMFL-E,,,NULL
0DFMNZ-E,,,NULL
0DFMVM-E,,,NULL
0DFMX3-E,,,NULL
0DFMY6-E,Aggressive Growth,Low,2476
0DFMYB-E,,,NULL
0DFMYD-E,,,NULL
0DFMYG-E,GARP,Medium,40515
0DFMYH-E,,,NULL
0DFMYJ-E,,,NULL
0DFN48-E,,,NULL
0DFN98-E,,,1000
0DFNC3-E,,,NULL
0DFNK5-E,,,NULL
0DFP02-E,,High,NULL
0DFP0D-E,GARP,,NULL
0DFP2S-E,,,NULL
0DFP6T-E,,,NULL
0DFPJT-E,Growth,Very Low,NULL
0DFPJV-E,Aggressive Growth,Medium,NULL
0DFPMX-E,Aggressive Growth,Low,NULL
0DFPNX-E,,,NULL
0DFPP5-E,Yield,,NULL
0DFPXQ-E,Growth,High,1651
0DFQ48-E,,,NULL
0DFQ6M-E,,,NULL
0DFQMN-E,,,NULL
0DFQVL-E,,,NULL
0DFR8W-E,Yield,,NULL
0DFRC0-E,,,NULL
0DFRDQ-E,,,NULL
0DFRHH-E,,,NULL
0DFRV9-E,,,NULL
0DFRWM-E,Growth,Very High,3278
0DFRXD-E,,,NULL
0DFRXQ-E,GARP,Very Low,834
0DFRYB-E,,,NULL
0DFSBR-E,,,NULL
0DFSFD-E,,,NULL
0DFSMX-E,,,NULL
0DFSWB-E,,,207
0DFT4C-E,,,NULL
0DFTCH-E,,,NULL
0DFTHX-E,,,500
0DFTPF-E,,,NULL
0DFTQP-E,,,NULL
0DFV81-E,,,NULL
0DFV9Z-E,,,NULL
0DFVLH-E,,,NULL
0DFVSP-E,,,NULL
0DFVTQ-E,,,NULL
0DFVVJ-E,,,NULL
0DFVX5-E,,,NULL
0DFVYH-E,,,NULL
0DFW5G-E,,,NULL
0DFW94-E,,,NULL
0DFWGT-E,,,NULL
0DFWGV-E,,,NULL
0DFWH2-E,,,23006
0DFWHV-E,Aggressive Growth,,NULL
0DFX41-E,,,NULL
0DFX48-E,,,NULL
0DFXGP-E,,,NULL
0DFXHM-E,,,NULL
0DFXN3-E,,,NULL
0DFXSM-E,,,NULL
0DFXWZ-E,,,NULL
0DFY5D-E,,,NULL
0DFY9L-E,,,NULL
0DFYL4-E,,,NULL
0DFYQ6-E,,,NULL
0DFYR0-E,,,NULL
0DFYYY-E,,,263
0DFZRS-E,,,NULL
0DG00D-E,,,NULL
0DG0CY-E,GARP,Medium,NULL
0DG1CD-E,,,NULL
0DG1QN-E,,,NULL
0DG1SS-E,,,300
0DG28Z-E,,,NULL
0DG29L-E,Growth,Medium,NULL
0DG2K2-E,,,NULL
0DG2ZV-E,,,NULL
0DG38J-E,,,NULL
0DG3NM-E,,,NULL
0DG3QY-E,,,NULL
0DG3SQ-E,,,NULL
0DG43C-E,,,NULL
0DG47S-E,,,NULL
0DG4B3-E,,,NULL
0DG4FB-E,Growth,Very Low,NULL
0DG4HQ-E,,,NULL
0DG4JG-E,,,NULL
0DG4KH-E,,,NULL
0DG4PN-E,,,NULL
0DG5NY-E,Growth,Very Low,NULL
0DG5WF-E,,,NULL
0DG62B-E,,,NULL
0DG67X-E,,,82
0DG6C7-E,Growth,Very Low,NULL
0DG6R4-E,,,NULL
0DG71J-E,,,NULL
0DG74P-E,,,NULL
0DG81N-E,,,74
0DG82V-E,,,79
0DG8N0-E,Value,High,NULL
0DG9TX-E,,,NULL
0DGBST-E,,,NULL
0DGC3R-E,,,NULL
0DGCS4-E,,,NULL
0DGCZW-E,Growth,High,5378
0DGDJS-E,,,287
0DGDW6-E,,,NULL
0DGF2K-E,,,NULL
0DGFFT-E,Growth,Medium,221
0DGFHK-E,,,NULL
0DGFJ8-E,,,2744
0DGG0S-E,,,10435
0DGG6L-E,Growth,,NULL
0DGGBH-E,,,NULL
0DGGKG-E,,,NULL
0DGHWW-E,Value,Medium,NULL
0DGJ3N-E,,Medium,NULL
0DGK60-E,,,NULL
0DGKDR-E,,,NULL
0DGKFB-E,Growth,Low,1480
0DGKZX-E,,,NULL
0DGL8R-E,,,NULL
0DGL93-E,,,NULL
0DGLC6-E,,,NULL
0DGLJP-E,,,NULL
0DGLW5-E,,,NULL
0DGM4K-E,GARP,,NULL
0DGMBH-E,Growth,,NULL
0DGMCC-E,,,NULL
0DGMVT-E,,,NULL
0DGMX8-E,,,424
0DGMYJ-E,Growth,Very Low,NULL
0DGN40-E,,,NULL
0DGN4G-E,,,NULL
0DGNSY-E,,,211
0DGPJV-E,,,NULL
0DGPNX-E,,,NULL
0DGPY2-E,,,NULL
0DGQJ1-E,,,NULL
0DGQJ2-E,Aggressive Growth,,NULL
0DGQL9-E,,,NULL
0DGQPX-E,,,NULL
0DGS42-E,,,NULL
0DGSP9-E,,,NULL
0DGTFM-E,,,NULL
0DGTYK-E,,,NULL
0DGV3C-E,,,NULL
0DGV6N-E,GARP,Very Low,NULL
0DGV71-E,Growth,Very Low,NULL
0DGVJ9-E,,,1689
0DGWQ3-E,,,NULL
0DGWQJ-E,,,NULL
0DGX9T-E,,,NULL
0DGXJH-E,,,1395
0DGXVT-E,,,NULL
0DGXXX-E,,,NULL
0DGXZ0-E,,,686
0DGY51-E,,,NULL
0DGY61-E,,,NULL
0DH0HB-E,,,NULL
0DH163-E,,,NULL
0DH16Y-E,Growth,High,870
0DH18G-E,Value,Very Low,392
0DH18H-E,Growth,Very Low,1374
0DH19N-E,,Very Low,175
0DH1B2-E,,,120
0DH1BD-E,,,NULL
0DH1C3-E,,Very Low,236360
0DH1CJ-E,,,NULL
0DH1MG-E,,,NULL
0DH1Q5-E,,,64
0DH1XN-E,Aggressive Growth,,NULL
0DH227-E,,,NULL
0DH2NF-E,Growth,Medium,55751
0DH2SK-E,,,3716
0DH327-E,,,700
0DH38C-E,,,NULL
0DH3CY-E,,,NULL
0DH3Y6-E,Value,Low,NULL
0DH3Z6-E,Aggressive Growth,Medium,1385
0DH422-E,,,NULL
0DH4RP-E,,,NULL
0DH4W8-E,Growth,Low,3103
0DH4WH-E,,,NULL
0DH51V-E,,,NULL
0DH5JD-E,,,NULL
0DH5SC-E,,,NULL
0DH5SG-E,,,NULL
0DH6G8-E,Value,Medium,336
0DH77K-E,,,NULL
0DH7Q0-E,,,NULL
0DH85L-E,,,NULL
0DH85Q-E,,,NULL
0DH8SC-E,Growth,High,11016
0DH8Z3-E,,,NULL
0DH91G-E,,,NULL
0DH9BV-E,,,NULL
0DH9HZ-E,,,NULL
0DH9PR-E,,,NULL
0DH9PW-E,,,NULL
0DHBH4-E,,,NULL
0DHBWV-E,Growth,Medium,4115
0DHBYF-E,,,1023
0DHC2J-E,,,NULL
0DHCXF-E,Growth,High,NULL
0DHDKH-E,,,NULL
0DHDKS-E,,,NULL
0DHDP1-E,,,NULL
0DHDVY-E,Growth,Low,130305
0DHFF8-E,,,NULL
0DHFGV-E,,,NULL
0DHG4Q-E,,,NULL
0DHGV7-E,,,NULL
0DHGV8-E,Growth,Very Low,89644
0DHGXN-E,Growth,,NULL
0DHH18-E,,,NULL
0DHHHT-E,,,NULL
0DHJJS-E,Value,,19
0DHJML-E,,,NULL
0DHJY1-E,,,NULL
0DHK78-E,,,NULL
0DHK8M-E,,,NULL
0DHKNJ-E,Growth,Medium,NULL
0DHKV4-E,Aggressive Growth,Very Low,NULL
0DHKXK-E,,,NULL
0DHL04-E,,,NULL
0DHL2N-E,,,NULL
0DHL3J-E,,,NULL
0DHL7X-E,,,NULL
0DHLCT-E,,,NULL
0DHLHM-E,,,NULL
0DHM2B-E,,,NULL
0DHM46-E,,,NULL
0DHMB4-E,GARP,Very Low,377
0DHMH8-E,,,NULL
0DHMS4-E,,,NULL
0DHMS8-E,,,NULL
0DHN35-E,,,NULL
0DHNPY-E,,,NULL
0DHP61-E,,,NULL
0DHPHM-E,,,NULL
0DHPJM-E,,,NULL
0DHPM7-E,,,NULL
0DHPYH-E,GARP,,NULL
0DHPYT-E,,,NULL
0DHQ3F-E,,,NULL
0DHQ6X-E,,,699
0DHQ89-E,,,NULL
0DHQFK-E,,,NULL
0DHR05-E,,,NULL
0DHR7C-E,,,NULL
0DHRP7-E,,,NULL
0DHSXC-E,,,NULL
0DHT19-E,Growth,High,1417
0DHTSR-E,,,NULL
0DHWJD-E,GARP,Low,NULL
0DHWMS-E,,,NULL
0DHX4P-E,,,NULL
0DHXFJ-E,,,NULL
0DHXWC-E,,,NULL
0DHY6C-E,,Very Low,124
0DHYKC-E,,,NULL
0DHYSM-E,,,NULL
0DHZ0F-E,,,NULL
0DJ00P-E,,,NULL
0DJ03L-E,,,NULL
0DJ0D6-E,,,NULL
0DJ0RD-E,,,NULL
0DJ0YZ-E,,,NULL
0DJ13S-E,,,NULL
0DJ1D7-E,,,NULL
0DJ1RM-E,,,NULL
0DJ205-E,,,NULL
0DJ236-E,Yield,,NULL
0DJ2B3-E,,,NULL
0DJ44S-E,Yield,,NULL
0DJ45N-E,,,NULL
0DJ4SM-E,,,NULL
0DJ4VP-E,,,NULL
0DJ5GM-E,,,NULL
0DJ6LP-E,,,NULL
0DJ6PV-E,,,NULL
0DJ74W-E,,,75
0DJ766-E,,,NULL
0DJ76J-E,,,NULL
0DJ7XV-E,,,NULL
0DJ845-E,,,NULL
0DJ88N-E,,,NULL
0DJ8BD-E,,,NULL
0DJ8TV-E,,,NULL
0DJ8V8-E,,,NULL
0DJ91R-E,,,NULL
0DJ92G-E,Growth,Very Low,NULL
0DJ9K5-E,,,NULL
0DJ9KP-E,,,NULL
0DJB2V-E,,,NULL
0DJBFQ-E,,,NULL
0DJBHV-E,,,NULL
0DJBJ7-E,Yield,,NULL
0DJBLZ-E,Yield,High,NULL
0DJBPN-E,,,NULL
0DJBTB-E,,,NULL
0DJBVQ-E,,,NULL
0DJBZR-E,,,630
0DJC0L-E,,,NULL
0DJCKR-E,,,NULL
0DJDN6-E,Yield,Low,NULL
0DJDN9-E,,,NULL
0DJDPS-E,,,NULL
0DJDRF-E,Aggressive Growth,,NULL
0DJDS3-E,Growth,Very Low,NULL
0DJF4L-E,Growth,Medium,NULL
0DJF53-E,,,NULL
0DJF5B-E,Yield,,NULL
0DJFH4-E,,,NULL
0DJFMK-E,,,NULL
0DJFV4-E,,,NULL
0DJG3F-E,Yield,Very Low,NULL
0DJG9R-E,,,NULL
0DJGVC-E,,Low,NULL
0DJH00-E,,,NULL
0DJH2K-E,,,NULL
0DJH5D-E,,,NULL
0DJH6S-E,,,NULL
0DJHJ9-E,,,NULL
0DJHML-E,,,NULL
0DJJ00-E,,,NULL
0DJJ1V-E,,,NULL
0DJJ5K-E,,,NULL
0DJJBM-E,,,NULL
0DJJCR-E,,,NULL
0DJJD2-E,,,NULL
0DJJQD-E,,,NULL
0DJJTD-E,,,NULL
0DJJV8-E,,,NULL
0DJK42-E,,,NULL
0DJK6J-E,,,NULL
0DJKFS-E,,,NULL
0DJKY6-E,,Very Low,NULL
0DJKYH-E,,,NULL
0DJL2Q-E,,,NULL
0DJL5P-E,,,NULL
0DJL6G-E,,,NULL
0DJLBC-E,,,NULL
0DJLND-E,,,NULL
0DJLPB-E,,,NULL
0DJLQ1-E,Value,High,8946
0DJLR4-E,,,NULL
0DJLRL-E,,,NULL
0DJM0C-E,,,NULL
0DJM5Z-E,,,NULL
0DJM7M-E,,,NULL
0DJM97-E,,,NULL
0DJMBS-E,Yield,Medium,NULL
0DJMMM-E,,,NULL
0DJMPK-E,Growth,High,NULL
0DJN56-E,Growth,Very Low,10802
0DJN8T-E,,,NULL
0DJNJS-E,,,NULL
0DJNMP-E,,,NULL
0DJNPX-E,,,NULL
0DJNQ2-E,GARP,Very Low,NULL
0DJNQD-E,Yield,Very Low,NULL
0DJP21-E,Yield,High,NULL
0DJP58-E,,,NULL
0DJPD7-E,,,NULL
0DJPLB-E,,,NULL
0DJPM4-E,,,NULL
0DJPS0-E,Value,,NULL
0DJPV0-E,,,NULL
0DJQ5Q-E,GARP,,NULL
0DJQBS-E,Growth,Very Low,NULL
0DJRX7-E,,,NULL
0DJS0H-E,,,NULL
0DJS0N-E,,,NULL
0DJS69-E,,,NULL
0DJS70-E,,,NULL
0DJT2H-E,,Low,NULL
0DJT52-E,,,NULL
0DJT56-E,,,NULL
0DJTHK-E,,,NULL
0DJV2H-E,Growth,Low,44281
0DJVJN-E,,,NULL
0DJVL1-E,,,NULL
0DJVMM-E,,,NULL
0DJVNF-E,,,NULL
0DJW5G-E,,,NULL
0DJWB8-E,,,NULL
0DJWD3-E,,,NULL
0DJWG6-E,,,NULL
0DJX1C-E,,,NULL
0DJX5X-E,Growth,Medium,NULL
0DJXH6-E,,,NULL
0DJXKF-E,GARP,Low,NULL
0DJY1P-E,,,NULL
0DJY3Y-E,Deep Value,Very Low,8
0DJYF9-E,,,NULL
0DJYTP-E,,,NULL
0DJYZ3-E,,,NULL
0DJZCQ-E,Growth,,NULL
0DK05R-E,,,NULL
0DK064-E,,,NULL
0DK074-E,GARP,Medium,791
0DK09Z-E,,,NULL
0DK0FQ-E,,,NULL
0DK0HJ-E,,,NULL
0DK0R8-E,,,NULL
0DK1V2-E,,,NULL
0DK237-E,Growth,Low,NULL
0DK23G-E,GARP,,NULL
0DK24P-E,GARP,Very Low,NULL
0DK2MH-E,,,NULL
0DK2YK-E,,,NULL
0DK3L3-E,Growth,Low,NULL
0DK3MM-E,,,NULL
0DK3QB-E,,Very Low,459
0DK3VW-E,,,NULL
0DK431-E,,,NULL
0DK471-E,,,NULL
0DK47G-E,Growth,Very Low,NULL
0DK47V-E,,,NULL
0DK47X-E,,,NULL
0DK49R-E,,,NULL
0DK4C2-E,GARP,Low,702
0DK4FF-E,,,NULL
0DK4T1-E,,,NULL
0DK4V3-E,,,NULL
0DK4YH-E,,,NULL
0DK5S1-E,,,NULL
0DK5S9-E,,,NULL
0DK5V6-E,,,NULL
0DK5VZ-E,Growth,Very Low,NULL
0DK64L-E,,,NULL
0DK64V-E,,,NULL
0DK6LV-E,,,NULL
0DK6LX-E,,,NULL
0DK6M5-E,,,NULL
0DK6ND-E,,,NULL
0DK6NF-E,,,NULL
0DK6Q9-E,,,NULL
0DK755-E,,,NULL
0DK77L-E,Growth,,NULL
0DK7D6-E,Growth,Very Low,NULL
0DK7HB-E,,,NULL
0DK7K4-E,,,126350
0DK7TD-E,,,NULL
0DK7VZ-E,Aggressive Growth,Very Low,NULL
0DK8PG-E,Growth,Very Low,NULL
0DK8YL-E,,,NULL
0DK90B-E,,,NULL
0DK92P-E,,,NULL
0DK9HF-E,,,NULL
0DK9MM-E,,,NULL
0DK9Z4-E,,,NULL
0DKB68-E,,,450
0DKBN8-E,,,NULL
0DKC5W-E,Yield,,NULL
0DKC68-E,,,NULL
0DKCDR-E,,,46
0DKCHW-E,Growth,Very Low,NULL
0DKCRB-E,,,2333
0DKD3Y-E,,,40
0DKDH8-E,,,NULL
0DKDTH-E,Growth,Medium,NULL
0DKF1T-E,,,NULL
0DKF4G-E,GARP,,NULL
0DKF7K-E,,,NULL
0DKFB8-E,,,NULL
0DKFSD-E,,,NULL
0DKFXN-E,,,NULL
0DKGBH-E,Growth,Medium,NULL
0DKGCP-E,,,NULL
0DKGDB-E,,,NULL
0DKGJ3-E,,,NULL
0DKGJS-E,,,NULL
0DKGKZ-E,,,NULL
0DKGL1-E,,,NULL
0DKGQZ-E,,,NULL
0DKGY0-E,,,NULL
0DKGZ7-E,,,NULL
0DKGZC-E,,,NULL
0DKH08-E,GARP,Very Low,NULL
0DKH5P-E,,,NULL
0DKHYH-E,,,NULL
0DKJ9V-E,,Medium,NULL
0DKJC7-E,Aggressive Growth,High,370
0DKJCW-E,Yield,,NULL
0DKJDY-E,GARP,,NULL
0DKJKR-E,,,NULL
0DKJYN-E,,,NULL
0DKKBZ-E,,,NULL
0DKKMP-E,,,NULL
0DKKPD-E,,,NULL
0DKKW0-E,,,NULL
0DKL5N-E,,,NULL
0DKLLP-E,,,NULL
0DKLXD-E,,,NULL
0DKLZ6-E,,,100
0DKM1C-E,,,NULL
0DKM1H-E,,,NULL
0DKM59-E,,,NULL
0DKM6P-E,,,NULL
0DKM6Y-E,,,NULL
0DKM72-E,Growth,Very Low,NULL
0DKM9K-E,,Very High,141
0DKMGL-E,,,NULL
0DKMK7-E,,,NULL
0DKMML-E,,,NULL
0DKMTS-E,,,NULL
0DKN1Z-E,,,NULL
0DKNBX-E,,,NULL
0DKNKX-E,,,NULL
0DKNMG-E,,,NULL
0DKP5V-E,Yield,,NULL
0DKP8Z-E,Yield,,NULL
0DKPYH-E,,,NULL
0DKQ0J-E,,,NULL
0DKQ2S-E,,,NULL
0DKQLD-E,,,NULL
0DKQTP-E,,,NULL
0DKR5W-E,,,NULL
0DKR9B-E,,,NULL
0DKRCZ-E,,,NULL
0DKSQS-E,,,NULL
0DKT3N-E,,,NULL
0DKT8M-E,,,NULL
0DKT8S-E,,,NULL
0DKTNQ-E,,,NULL
0DKTSD-E,,,NULL
0DKV2J-E,,,NULL
0DKVFF-E,,,NULL
0DKVKZ-E,,,NULL
0DKW0P-E,Deep Value,,30918
0DKWWX-E,,,NULL
0DKXBD-E,,,NULL
0DKXN7-E,,,NULL
0DKXPT-E,,,NULL
0DKXZ5-E,,,NULL
0DKY8V-E,,,NULL
0DKYD7-E,,,NULL
0DKYYS-E,,,NULL
0DKZ3Y-E,,,NULL
0DKZMV-E,,,NULL
0DKZNY-E,,,NULL
0DKZQW-E,,,NULL
0DKZTL-E,,,NULL
0DL0PN-E,,,NULL
0DL0TV-E,,,NULL
0DL23J-E,,,NULL
0DL23L-E,,,NULL
0DL30L-E,,,NULL
0DL3FP-E,,,NULL
0DL3LR-E,,,NULL
0DL3SG-E,,,NULL
0DL426-E,Aggressive Growth,,NULL
0DL4DG-E,,,NULL
0DL4F5-E,,,NULL
0DL4FJ-E,,,NULL
0DL4ZN-E,,,385
0DL54Y-E,,,NULL
0DL6LD-E,,,NULL
0DL6MN-E,,,NULL
0DL6N9-E,Growth,High,NULL
0DL6VH-E,,,NULL
0DL773-E,,,NULL
0DL7BJ-E,,,NULL
0DL7WZ-E,,,NULL
0DL8BJ-E,,,NULL
0DL8CX-E,,,NULL
0DL8D7-E,,,NULL
0DL8DR-E,,,NULL
0DL8FC-E,,Very High,NULL
0DL8FJ-E,GARP,Low,NULL
0DL8G0-E,,,NULL
0DL8PJ-E,,,NULL
0DL8PN-E,Growth,Very Low,NULL
0DL8QB-E,Growth,Low,NULL
0DL94G-E,,,617
0DL94W-E,Aggressive Growth,Medium,NULL
0DL95K-E,GARP,Medium,2287
0DL968-E,,,413
0DL96M-E,,,247
0DL98H-E,,Very Low,3039
0DL98T-E,Growth,Very Low,259
0DL993-E,,,NULL
0DL998-E,Yield,Very Low,174
0DL9B5-E,,,NULL
0DL9B6-E,,,NULL
0DL9BX-E,,,NULL
0DL9C6-E,,,NULL
0DL9F0-E,,Very Low,241
0DL9FD-E,,,NULL
0DL9FH-E,,,NULL
0DL9FR-E,Growth,,280
0DL9GK-E,,Very Low,248
0DL9GN-E,Aggressive Growth,,280
0DL9H6-E,,,NULL
0DL9HC-E,,,NULL
0DL9MD-E,Value,Very Low,170
0DL9NP-E,,,NULL
0DL9P7-E,,,450
0DL9PF-E,,,NULL
0DL9TZ-E,Deep Value,Very Low,4685
0DL9V2-E,Value,Medium,NULL
0DL9WD-E,Growth,Very Low,NULL
0DL9WX-E,GARP,Very Low,221
0DLB1H-E,,,NULL
0DLB41-E,,,NULL
0DLB4Z-E,,,NULL
0DLB5Q-E,,,NULL
0DLB6C-E,Growth,Very Low,NULL
0DLBF5-E,Deep Value,Medium,207
0DLBFG-E,Growth,Very Low,2055
0DLBFJ-E,,,NULL
0DLBGB-E,Growth,High,589
0DLBGG-E,Value,Very Low,224256
0DLBHF-E,,Low,908
0DLBHG-E,,Low,331
0DLBHP-E,,Low,64
0DLBJJ-E,GARP,Medium,342
0DLBJQ-E,Growth,Medium,409
0DLBL1-E,,,NULL
0DLBLC-E,Aggressive Growth,,NULL
0DLBMZ-E,Deep Value,,149
0DLBNH-E,,,1969
0DLBNX-E,GARP,,1134
0DLBPK-E,,Medium,619
0DLBPQ-E,,,NULL
0DLBR3-E,Growth,Medium,769
0DLBS3-E,,,NULL
0DLBSK-E,,,NULL
0DLBTC-E,,,NULL
0DLBTJ-E,,,NULL
0DLBTY-E,,,NULL
0DLBV9-E,,Low,1650
0DLBVB-E,Growth,Very Low,9731
0DLBW7-E,,,NULL
0DLBWL-E,,,NULL
0DLBWY-E,Aggressive Growth,,NULL
0DLBX1-E,,,22200
0DLBY0-E,,,NULL
0DLC1X-E,,,NULL
0DLC2G-E,,,NULL
0DLC2L-E,,,NULL
0DLC31-E,,,NULL
0DLC3Y-E,,Very Low,200
0DLC3Z-E,,,NULL
0DLC4M-E,,,513
0DLC4Q-E,,,NULL
0DLC64-E,Aggressive Growth,,874
0DLC7K-E,,,NULL
0DLC7T-E,,,2556
0DLC8B-E,GARP,Very Low,2842
0DLC9V-E,,,NULL
0DLCDF-E,,,NULL
0DLCDX-E,,,NULL
0DLCF7-E,,,NULL
0DLCFC-E,,,NULL
0DLCLP-E,,,NULL
0DLCMS-E,Value,Medium,8810
0DLCS0-E,,,NULL
0DLCSF-E,,Very Low,NULL
0DLCY7-E,,,NULL
0DLCZ8-E,,,NULL
0DLD33-E,,,NULL
0DLD3S-E,,,NULL
0DLD54-E,,Low,1188
0DLD74-E,,,NULL
0DLD7K-E,,,NULL
0DLD7R-E,Aggressive Growth,Very Low,579
0DLD8V-E,,,NULL
0DLD97-E,,,NULL
0DLD9J-E,,,NULL
0DLDB0-E,,,14
0DLDDH-E,,,NULL
0DLDFB-E,,,122
0DLDGD-E,,,NULL
0DLDH8-E,,,NULL
0DLDLQ-E,,,NULL
0DLDLY-E,,,533
0DLDMB-E,,,NULL
0DLDNG-E,Growth,Very High,NULL
0DLDPL-E,,,NULL
0DLDPT-E,,,NULL
0DLDPY-E,,,NULL
0DLDQX-E,,,99
0DLDRH-E,GARP,Very Low,2806
0DLDRS-E,,,NULL
0DLDSC-E,,Medium,157
0DLDVR-E,,,NULL
0DLDWR-E,Growth,Very Low,415
0DLDXL-E,,Low,195
0DLDYC-E,Growth,Very High,1210
0DLF05-E,Deep Value,,NULL
0DLF0C-E,,,NULL
0DLF1P-E,,,NULL
0DLF2C-E,,,NULL
0DLF2X-E,,,NULL
0DLF30-E,,,NULL
0DLF4G-E,,,280
0DLF52-E,,,NULL
0DLF58-E,,,NULL
0DLF6N-E,,,NULL
0DLF6R-E,,,NULL
0DLF8J-E,,,NULL
0DLF8P-E,,,NULL
0DLF90-E,,,NULL
0DLF9F-E,,Low,2295
0DLFMW-E,,,NULL
0DLFRP-E,,,NULL
0DLFTD-E,,,NULL
0DLFZ0-E,,,7898
