FactSetEntityId,Style,TurnoverLabel,TotalAUM
05KZ4Q-E,,,NULL
05KZ7X-E,,,137
05KZ9T-E,,,1779
05KZCR-E,,,NULL
05KZGN-E,,,1096
05KZHQ-E,,,NULL
05KZJN-E,,,NULL
05KZLT-E,,,NULL
05KZN7-E,Aggressive Growth,Low,NULL
05KZRD-E,,,850
05KZRG-E,Aggressive Growth,Low,1129
05KZSB-E,,,NULL
05KZV2-E,,,NULL
05L02N-E,,,NULL
05L030-E,,,11408
05L05W-E,,,35000
05L06G-E,,,NULL
05L07D-E,,,NULL
05L08J-E,,,61000
05L08L-E,,,NULL
05L08V-E,,,NULL
05L08X-E,,,NULL
05L09W-E,,,NULL
05L0C3-E,,,NULL
05L0DL-E,,,3759
05L0DY-E,,,213
05L0KJ-E,,,NULL
05L0KV-E,,,NULL
05L0N5-E,,,NULL
05L0NV-E,Yield,,NULL
05L0T5-E,Yield,,NULL
05L111-E,,,NULL
05L11J-E,,,9824
05L146-E,,,NULL
05L15Z-E,,,NULL
05L1CT-E,,,NULL
05L1DW-E,,,NULL
05L1HT-E,,,NULL
05L1JM-E,,,184
05L1K1-E,,,NULL
05L1KT-E,,,NULL
05L1QS-E,,,NULL
05L1RS-E,,,NULL
05L1TX-E,,,4936
05L1Y5-E,,,NULL
05L1ZQ-E,Value,,NULL
05L1ZW-E,,,NULL
05L23X-E,,Medium,NULL
05L289-E,,,NULL
05L28P-E,,,NULL
05L29L-E,Yield,,NULL
05L29P-E,,,NULL
05L29Q-E,,,NULL
05L2H0-E,,,NULL
05L2H3-E,,,NULL
05L2JD-E,,,NULL
05L2L7-E,,,NULL
05L2MW-E,,,NULL
05L2P4-E,,,NULL
05L2P7-E,,,NULL
05L2XZ-E,,,NULL
05L2YC-E,,,NULL
05L2YF-E,,,NULL
05L2YP-E,,,NULL
05L2Z9-E,,,NULL
05L2ZP-E,,,NULL
05L310-E,,,5500
05L316-E,,,NULL
05L332-E,,,164
05L354-E,,,NULL
05L363-E,,,NULL
05L36R-E,,,10
05L370-E,,,NULL
05L379-E,,,NULL
05L3G8-E,,,NULL
05L3HN-E,,,NULL
05L3L2-E,,,NULL
05L3MF-E,,,NULL
05L3P4-E,,,40
05L3P8-E,,,19703
05L3Q3-E,,,NULL
05L42M-E,,,NULL
05L43M-E,,,NULL
05L45B-E,,,NULL
05L46N-E,Value,,12366
05L4G9-E,,,NULL
05L4GZ-E,,,NULL
05L4JT-E,,,NULL
05L4KX-E,,,109
05L4MZ-E,,,NULL
05L4N9-E,,,NULL
05L4QC-E,,,NULL
05L4XR-E,,,NULL
05L50C-E,,,10695
05L54G-E,,,NULL
05L54W-E,,,NULL
05L562-E,,,NULL
05L565-E,,,NULL
05L56M-E,,,NULL
05L57M-E,,,12029
05L58C-E,,,NULL
05L597-E,,,NULL
05L59V-E,,,NULL
05L5BS-E,,,NULL
05L5Y0-E,,,1739
05L5Y9-E,,,NULL
05L64R-E,,,NULL
05L67K-E,,,NULL
05L6BY-E,,,669
05L6HT-E,,,NULL
05L6MN-E,,,NULL
05L6S1-E,,,200
05L6S9-E,,,NULL
05L6TP-E,,,NULL
05L6VQ-E,,,NULL
05L6Y8-E,,,1049
05L73C-E,,,223
05L79N-E,,,NULL
05L7D1-E,,,NULL
05L7D5-E,,,NULL
05L7MH-E,,,NULL
05L7PX-E,,,NULL
05L7QR-E,,,NULL
05L7TW-E,,,8000
05L7VT-E,,,NULL
05L7YW-E,,,NULL
05L7ZM-E,,,NULL
05L80N-E,Growth,Very Low,NULL
05L85Y-E,,,NULL
05L8BJ-E,Growth,Low,4000
05L8DC-E,,,NULL
05L8J6-E,Growth,Very Low,19800
05L8KG-E,,,NULL
05L8MH-E,,,NULL
05L8MX-E,,,NULL
05L8NW-E,Aggressive Growth,Medium,NULL
05L8SM-E,Value,High,20363
05L8V9-E,,,4862
05L8Z9-E,,,NULL
05L90Y-E,,,NULL
05L96B-E,,,NULL
05L97T-E,,,NULL
05L98Q-E,Yield,,NULL
05L9DB-E,,,NULL
05L9F4-E,,,NULL
05L9H2-E,,,NULL
05L9X7-E,,,2200
05L9XV-E,Yield,Low,251023
05L9YJ-E,,,NULL
05L9YM-E,,,216
05L9YS-E,,,NULL
05L9ZN-E,,,NULL
05LB0Z-E,,,NULL
05LB20-E,,,8806
05LB2Z-E,Growth,Very Low,1596
05LB41-E,,,NULL
05LB55-E,,,NULL
05LBGQ-E,,,461
05LBJ9-E,,,NULL
05LBN4-E,,,NULL
05LBV3-E,,,NULL
05LC25-E,,,NULL
05LC4L-E,,,NULL
05LC5Z-E,,,NULL
05LC6V-E,,,NULL
05LC88-E,,,NULL
05LC8Q-E,,,NULL
05LCB2-E,,,700
05LCFS-E,,,NULL
05LCFZ-E,,,NULL
05LCG7-E,,,NULL
05LCM7-E,,,NULL
05LCPC-E,Deep Value,Low,144636
05LCRJ-E,,,NULL
05LCS0-E,Growth,Low,NULL
05LCSP-E,,,NULL
05LCXL-E,,,NULL
05LCY7-E,,,29
05LCY9-E,,,NULL
05LCYG-E,,,275
05LCZN-E,,,NULL
05LD0P-E,,,NULL
05LD0Q-E,,,NULL
05LD1B-E,,,3000
05LD2Z-E,,,NULL
05LD3Y-E,,,1300
05LD6G-E,,Very Low,111
05LD8J-E,,,NULL
05LD9H-E,,,508
05LDB3-E,GARP,Very Low,221
05LDJG-E,GARP,Medium,NULL
05LDL8-E,,,NULL
05LDLJ-E,,,NULL
05LDN2-E,,,NULL
05LDNG-E,,,NULL
05LDQK-E,,,NULL
05LDR6-E,,,NULL
05LDSR-E,,,NULL
05LDWY-E,,,NULL
05LDX9-E,,,594
05LF1M-E,,,NULL
05LF4Q-E,,,NULL
05LF5D-E,,,NULL
05LF7M-E,,,NULL
05LFBZ-E,,,86
05LFDJ-E,,,NULL
05LFGR-E,,,92
05LFHN-E,,,NULL
05LFPN-E,,,NULL
05LFPY-E,,,NULL
05LFT4-E,,,NULL
05LFWD-E,,,NULL
05LFWJ-E,,,NULL
05LFWM-E,,,NULL
05LFYW-E,Yield,Very Low,303
05LG0Z-E,,,92
05LG15-E,,,NULL
05LG1W-E,,,NULL
05LG4Y-E,,,NULL
05LG6K-E,,,NULL
05LG6T-E,,Very Low,218
05LG7D-E,,,NULL
05LGC7-E,GARP,,8645
05LGDN-E,,,14000
05LGJN-E,Growth,Low,13252
05LGN4-E,,,NULL
05LGP3-E,,,NULL
05LGPB-E,,,NULL
05LGPF-E,,,NULL
05LGTQ-E,Growth,Low,NULL
05LGVK-E,Yield,Medium,NULL
05LH4K-E,,,NULL
05LH63-E,,Very Low,NULL
05LH85-E,,,NULL
05LH9R-E,,,NULL
05LHCY-E,,,NULL
05LHMV-E,,,NULL
05LHQ0-E,,,NULL
05LHTK-E,,,NULL
05LHV6-E,,,NULL
05LHVN-E,,,NULL
05LHVW-E,,,NULL
05LHW0-E,,,3138
05LHWD-E,,,NULL
05LHWV-E,,,NULL
05LHYG-E,,,NULL
05LJ0B-E,,,NULL
05LJ0G-E,,,8262
05LJ1N-E,,,NULL
05LJ35-E,,,248
05LJ4G-E,,,NULL
05LJ4M-E,,,NULL
05LJ53-E,,,NULL
05LJ68-E,,,NULL
05LJ6W-E,,,NULL
05LJDR-E,,,NULL
05LJFN-E,,,NULL
05LJJ2-E,,,NULL
05LJKH-E,,,NULL
05LJND-E,,,NULL
05LJQV-E,,,NULL
05LJQW-E,,,NULL
05LJS9-E,,,NULL
05LJY7-E,,,NULL
05LJYS-E,,,NULL
05LJZP-E,,,NULL
05LK21-E,,,NULL
05LK43-E,Yield,Low,28296
05LK9B-E,,,NULL
05LKB7-E,,,NULL
05LKDR-E,,,NULL
05LKFM-E,,,NULL
05LKFV-E,,,NULL
05LKNS-E,Yield,Low,133895
05LKRM-E,,,NULL
05LKS7-E,,,NULL
05LKTL-E,,,NULL
05LKWH-E,,,NULL
05LKXG-E,GARP,,NULL
05LL20-E,,,NULL
05LLHD-E,,,518
05LLJN-E,,,NULL
05LLK7-E,Growth,Low,4866
05LLKG-E,,,NULL
05LLKN-E,,,10
05LLL1-E,GARP,,NULL
05LLL3-E,Growth,Very Low,NULL
05LLLG-E,,,NULL
05LLLQ-E,Aggressive Growth,Very Low,711
05LLNS-E,,,243
05LLR2-E,,,NULL
05LLW5-E,,,NULL
05LLWK-E,,,NULL
05LLZ0-E,,,NULL
05LLZG-E,Growth,Very Low,NULL
05LM0H-E,,,NULL
05LM15-E,,,NULL
05LM5C-E,,,NULL
05LM5Y-E,,,NULL
05LM6H-E,Growth,Very Low,294
05LM8Y-E,Yield,Low,NULL
05LMBJ-E,,,NULL
05LMCY-E,,,NULL
05LMDN-E,,,NULL
05LMDR-E,,,NULL
05LMDV-E,,,NULL
05LMDX-E,,,589
05LMFH-E,Aggressive Growth,Very Low,NULL
05LMFL-E,Growth,Medium,NULL
05LMK8-E,,,25430
05LMKK-E,GARP,Very High,283
05LMMM-E,,,NULL
05LMT8-E,,,915
05LMTR-E,,,NULL
05LMVL-E,Deep Value,,NULL
05LMXG-E,,,NULL
05LMXJ-E,Growth,Low,47501
05LN0W-E,,,NULL
05LN0Y-E,,,NULL
05LN3X-E,,,NULL
05LN5N-E,,,NULL
05LN5W-E,,,NULL
05LN6K-E,,,90955
05LN8P-E,,,NULL
05LN8V-E,,,NULL
05LN9S-E,,,NULL
05LNBT-E,GARP,Very Low,177
05LNKV-E,,,NULL
05LNNV-E,,,NULL
05LNPF-E,,,NULL
05LNZ2-E,,,NULL
05LP1G-E,Aggressive Growth,,63900
05LP2W-E,,,2147
05LP3J-E,,,NULL
05LP44-E,,,NULL
05LP7P-E,,,NULL
05LPB1-E,,,NULL
05LPCP-E,,,NULL
05LPDQ-E,,,NULL
05LPG0-E,,,NULL
05LPHY-E,,,NULL
05LPJF-E,,,NULL
05LPKB-E,,,NULL
05LPKS-E,,,NULL
05LPLX-E,,,NULL
05LPMN-E,,,NULL
05LPMR-E,,,NULL
05LPNY-E,,,NULL
05LPPB-E,Aggressive Growth,Low,165
05LPQ9-E,,,NULL
05LPR9-E,,,NULL
05LPS2-E,,,NULL
05LPSP-E,,,NULL
05LPVC-E,,,NULL
05LPW4-E,,,NULL
05LPX4-E,,,NULL
05LPXW-E,,,NULL
05LPY3-E,,,NULL
05LPY9-E,,,NULL
05LQ03-E,,,NULL
05LQ04-E,Growth,Very Low,NULL
05LQ0N-E,,,NULL
05LQ2B-E,,,NULL
05LQ4P-E,,,NULL
05LQ5B-E,,,NULL
05LQ6T-E,,,NULL
05LQ74-E,,,NULL
05LQ87-E,,,NULL
05LQ9F-E,,,600
05LQC6-E,,,NULL
05LQCQ-E,,,NULL
05LQD8-E,,,NULL
05LQDX-E,,,NULL
05LQG2-E,,,NULL
05LQG8-E,,,NULL
05LQGQ-E,,,NULL
05LQH6-E,,,232
05LQLM-E,,,NULL
05LQN3-E,,,NULL
05LQPK-E,,,NULL
05LQS4-E,,,NULL
05LQTZ-E,,,NULL
05LQW5-E,Growth,High,2393
05LQW9-E,,,NULL
05LQX3-E,,,NULL
05LQYM-E,,,254
05LQZ5-E,,,NULL
05LQZW-E,,,NULL
05LR04-E,,,NULL
05LR0B-E,,,NULL
05LR3L-E,,,NULL
05LR3V-E,,,NULL
05LR40-E,Growth,Very Low,833
05LR45-E,Growth,,48922
05LR4G-E,,,NULL
05LR9R-E,,,NULL
05LR9X-E,Value,Low,2984
05LRBB-E,,,NULL
05LRCL-E,,,227
05LRDM-E,,,NULL
05LRG0-E,,,NULL
05LRG4-E,Growth,Very Low,750
05LRH0-E,,,58
05LRJS-E,,,NULL
05LRJV-E,,,NULL
05LRM4-E,,,NULL
05LRPY-E,,,NULL
05LRQ2-E,,,NULL
05LRR6-E,,,4314
05LRRY-E,GARP,,NULL
05LRSR-E,,,NULL
05LRST-E,,,NULL
05LRZB-E,,,NULL
05LRZR-E,,,NULL
05LS40-E,,,107
05LS56-E,,,103
05LS61-E,,,NULL
05LS8S-E,GARP,Medium,1393
05LS9L-E,,,NULL
05LSB3-E,,,NULL
05LSBD-E,,High,6800
05LSHY-E,,,NULL
05LSKQ-E,,,NULL
05LSNM-E,,,NULL
05LSP6-E,,,NULL
05LSPP-E,,,9
05LSQ9-E,Value,Very Low,342
05LSR1-E,,,NULL
05LSSK-E,,,NULL
05LSSY-E,,,NULL
05LSTL-E,,,NULL
05LSYX-E,,,NULL
05LSZG-E,,,NULL
05LSZM-E,GARP,,1
05LT0X-E,,,NULL
05LT16-E,,,NULL
05LT39-E,Growth,Very Low,1942
05LT4N-E,GARP,High,133
05LT6S-E,,,1
05LT9Y-E,Yield,Very Low,296
05LTBC-E,,,16
05LTBV-E,,,NULL
05LTCD-E,,,94
05LTFD-E,,Very Low,283
05LTLB-E,,,NULL
05LTMR-E,,,289
05LTNY-E,,,NULL
05LTRR-E,,,NULL
05LTS5-E,,,168
05LTV2-E,,,NULL
05LTXY-E,,,41
05LTZ8-E,,,NULL
05LTZJ-E,Growth,High,1487
05LV4J-E,Growth,Low,3769
05LV52-E,,,482
05LV5B-E,,Low,10808
05LV6G-E,,,139
05LV6H-E,,,NULL
05LV6M-E,,,NULL
05LV86-E,GARP,Very Low,13092
05LVBC-E,Value,Low,2324
05LVDS-E,,,NULL
05LVH4-E,,,30
05LVJ3-E,,,71
05LVK2-E,Growth,Very Low,254
05LVNC-E,Value,Very Low,6337
05LVW3-E,,,NULL
05LVY7-E,Growth,Low,3316
05LVZL-E,,,NULL
05LW02-E,,,186
05LW1G-E,,,NULL
05LW1H-E,,,NULL
05LW9V-E,,,NULL
05LWBB-E,,,NULL
05LWBP-E,Growth,High,14234
05LWBR-E,,,1000
05LWJ2-E,,,NULL
05LWJW-E,,,NULL
05LWM9-E,,,31
05LWP2-E,,,121
05LWQS-E,,,NULL
05LWQW-E,,,NULL
05LWWG-E,,,NULL
05LWWK-E,,,54
05LX11-E,,,NULL
05LX1D-E,,,21000
05LX27-E,,,NULL
05LX59-E,,,NULL
05LX5Z-E,,,1400
05LX7C-E,GARP,Low,827
05LX9F-E,,,NULL
05LXGF-E,,,NULL
05LXLP-E,,,NULL
05LXLZ-E,,,1493
05LXMQ-E,,,31
05LXPB-E,,,NULL
05LXQ0-E,Yield,High,235
05LXW1-E,,,NULL
05LXWH-E,,,148
05LXXC-E,,,NULL
05LXXM-E,,,NULL
05LXYQ-E,,,NULL
05LY1Q-E,,,254
05LY54-E,,,NULL
05LY5Y-E,,,NULL
05LY68-E,,,NULL
05LY6L-E,,,NULL
05LYG4-E,,,23
05LYGJ-E,,,NULL
05LYGR-E,,,NULL
05LYK8-E,,,NULL
05LYLQ-E,,,70
05LYND-E,,,NULL
05LYQC-E,Yield,Medium,NULL
05LYRL-E,,,NULL
05LYT6-E,,,NULL
05LYW6-E,,,338
05LYWX-E,GARP,Very Low,NULL
05LYZ4-E,,,NULL
05LYZG-E,,,38
05LZ0F-E,,,NULL
05LZ0L-E,,Very Low,861
05LZ1H-E,,,84
05LZ1J-E,,Medium,10601
05LZ2T-E,,,NULL
05LZ3T-E,,,NULL
05LZ44-E,Value,Very Low,NULL
05LZ6B-E,,,NULL
05LZ7M-E,,,NULL
05LZ8H-E,,,NULL
05LZBJ-E,,,NULL
05LZC0-E,,,NULL
05LZGF-E,,,NULL
05LZJ9-E,,,600
05LZN1-E,,,400
05LZRN-E,GARP,Very Low,537
05M024-E,,Very High,NULL
05M064-E,,,NULL
05M06V-E,Growth,,NULL
05M09C-E,,,NULL
05M09K-E,,,NULL
05M0HH-E,,,1417
05M0K1-E,,,NULL
05M0KZ-E,,,1600
05M0MZ-E,,,NULL
05M0NQ-E,,,NULL
05M0QD-E,,,NULL
05M0R6-E,,,182
05M0RW-E,,,NULL
05M0V1-E,,,285
05M0WK-E,,,NULL
05M0X2-E,Yield,Very Low,121
05M0Y8-E,GARP,Low,149
05M10M-E,,,NULL
05M112-E,,,66
05M11N-E,,,36
05M11P-E,,,1897
05M12F-E,,,NULL
05M12T-E,,,646
05M12W-E,,,17656
05M134-E,,,102
05M144-E,,,87
05M15R-E,Yield,,262
05M181-E,,,NULL
05M18R-E,,,NULL
05M1B8-E,,,727
05M1C6-E,,,53
05M1CG-E,GARP,,156
05M1DR-E,,,NULL
05M1FJ-E,,,NULL
05M1G1-E,,,NULL
05M1K4-E,,,NULL
05M1MF-E,,,NULL
05M1RW-E,,,NULL
05M1T7-E,,,NULL
05M1V6-E,,,NULL
05M1VJ-E,Value,Very Low,254
05M1W2-E,,,NULL
05M1X2-E,,,NULL
05M1YX-E,,,NULL
05M20R-E,,,NULL
05M22S-E,,,6175
05M299-E,GARP,,1417
05M29W-E,,,NULL
05M2BY-E,,,NULL
05M2C9-E,,,NULL
05M2F7-E,,,NULL
05M2FB-E,GARP,Very Low,237
05M2H9-E,,,NULL
05M2HL-E,,,5506
05M2J2-E,,,NULL
05M2J6-E,,,NULL
05M2LJ-E,,,111
05M2NR-E,Yield,,NULL
05M2PQ-E,,,NULL
05M2Q2-E,,,NULL
05M2QJ-E,,,NULL
05M2SK-E,,,NULL
05M2WC-E,Yield,,12283
05M2XQ-E,,,NULL
05M31Q-E,,,24843
05M32S-E,,Medium,NULL
05M335-E,,,NULL
05M399-E,,,NULL
05M3B8-E,Value,Low,27304
05M3BS-E,,,1875
05M3DG-E,,,NULL
05M3FP-E,,,NULL
05M3FQ-E,,,NULL
05M3GY-E,,,NULL
05M3HB-E,,,NULL
05M3JY-E,,,NULL
05M3KN-E,,,NULL
05M3VV-E,,,146
05M3YJ-E,,,405
05M3Z6-E,,,2
05M40H-E,,,NULL
05M440-E,,,NULL
05M44Q-E,,,345
05M45X-E,,,NULL
05M4C1-E,,,NULL
05M4CD-E,Aggressive Growth,High,732
05M4CP-E,,,NULL
05M4F7-E,,,NULL
05M4F8-E,,,NULL
05M4J7-E,,,NULL
05M4JB-E,,,NULL
05M4JK-E,,,NULL
05M4JX-E,,,57
05M4KB-E,,,NULL
05M4KN-E,,,33
05M4KS-E,,,NULL
05M4KT-E,,,NULL
05M4MW-E,Aggressive Growth,,83
05M4N6-E,,,NULL
05M4QM-E,Aggressive Growth,Low,NULL
05M4WB-E,Growth,Very Low,1344
05M4WV-E,,,NULL
05M53R-E,,,NULL
05M579-E,,,NULL
05M581-E,,,15444
05M5HM-E,,,NULL
05M5L6-E,,,NULL
05M5NM-E,,,NULL
05M5P2-E,,,NULL
05M5P5-E,,,3276
05M5PY-E,,,NULL
05M5R0-E,,,NULL
05M5SC-E,,,NULL
05M5TD-E,Aggressive Growth,,NULL
05M5W1-E,,,NULL
05M5XW-E,,,NULL
05M60V-E,,,NULL
05M614-E,,,NULL
05M67P-E,Yield,Very Low,316
05M67X-E,Growth,Medium,291
05M68Y-E,,,NULL
05M69V-E,,,489
05M6BK-E,,,NULL
05M6BT-E,,,NULL
05M6BX-E,Deep Value,Medium,NULL
05M6CR-E,,,NULL
05M6DB-E,,,500
05M6DX-E,,,NULL
05M6H1-E,,,NULL
05M6J7-E,,,24
05M6JK-E,,,NULL
05M6K1-E,,,NULL
05M6K6-E,,,7368
05M6KB-E,,,50
05M6KG-E,,,NULL
05M6N9-E,,,NULL
05M6QC-E,,,NULL
05M6SQ-E,,,110
05M6VN-E,,,NULL
05M6W5-E,,,NULL
05M6WB-E,,,NULL
05M6YN-E,,,NULL
05M73Z-E,Value,Medium,NULL
05M743-E,Yield,,NULL
05M75P-E,,,NULL
05M794-E,,,NULL
05M79V-E,,,NULL
05M7BY-E,,,659
05M7H8-E,,,NULL
05M7JL-E,,,NULL
05M7KG-E,,,NULL
05M7NG-E,,,NULL
05M7PG-E,,,NULL
05M7Q7-E,,,NULL
05M7QG-E,,,NULL
05M7RL-E,,,NULL
05M7SY-E,,,NULL
05M7V5-E,,,NULL
05M7W0-E,,,NULL
05M7W6-E,,,NULL
05M7WL-E,,,NULL
05M7WM-E,,,NULL
05M7WV-E,,,NULL
05M7XC-E,,,NULL
05M7YH-E,Growth,Very Low,NULL
05M7YW-E,,Medium,1938
05M834-E,,,NULL
05M84H-E,,,759
05M85J-E,,,NULL
05M88D-E,,,NULL
05M89W-E,,,NULL
05M8BV-E,,Medium,NULL
05M8C5-E,,,NULL
05M8CM-E,,,NULL
05M8FD-E,,,NULL
05M8L0-E,GARP,,NULL
05M8L1-E,,,NULL
05M8N3-E,Aggressive Growth,,NULL
05M8NR-E,GARP,Low,221
05M8PR-E,,,NULL
05M8Q9-E,,,437
05M8RP-E,,,NULL
05M8W2-E,,,NULL
05M8YC-E,,,NULL
05M91R-E,,,NULL
05M93M-E,,,NULL
05M93S-E,,,NULL
05M954-E,,,NULL
05M967-E,,,NULL
05M96R-E,,,2419
05M983-E,,,NULL
05M9BP-E,,,NULL
05M9BT-E,,,NULL
05M9DN-E,Value,Low,NULL
05M9G4-E,,,NULL
05M9G5-E,Growth,Low,NULL
05M9G8-E,,,NULL
05M9KW-E,,,NULL
05M9L9-E,,,NULL
05M9RJ-E,,,NULL
05M9VG-E,,,NULL
05M9XB-E,,,NULL
05M9ZD-E,,,NULL
05MB2G-E,,,NULL
05MB44-E,,,NULL
05MB6V-E,,,NULL
05MB9R-E,,,NULL
05MBBG-E,GARP,,NULL
05MBC4-E,Value,Medium,NULL
05MBCG-E,,,NULL
05MBF8-E,Growth,High,11464
05MBLG-E,,,NULL
05MBMT-E,,,2231
05MBNW-E,,,NULL
05MBQ1-E,,,NULL
05MBQ9-E,,,NULL
05MBSH-E,,,NULL
05MBSS-E,,,NULL
05MBTJ-E,,,NULL
05MBTS-E,,,NULL
05MBTW-E,,,NULL
05MBTX-E,,,NULL
05MBV4-E,,,NULL
05MBW1-E,,,NULL
05MBW5-E,Growth,Medium,392
05MBWD-E,,,NULL
05MBWK-E,,,NULL
05MBWR-E,,,NULL
05MBX1-E,Growth,Very Low,NULL
05MBXF-E,,,NULL
05MBYJ-E,,,NULL
05MBYY-E,,,NULL
05MBZ4-E,,,NULL
05MC06-E,,,2458
05MC1F-E,,,NULL
05MC2C-E,,,189
05MC4J-E,,,NULL
05MC51-E,,,NULL
05MC53-E,,,NULL
05MC56-E,,,NULL
05MC6C-E,,,NULL
05MC7Z-E,,,150
05MC83-E,,,NULL
05MCBW-E,,,NULL
05MCD4-E,Growth,Very Low,605
05MCD6-E,,,NULL
05MCG8-E,Aggressive Growth,Medium,2791
05MCGC-E,,,NULL
05MCHG-E,,,NULL
05MCJQ-E,,,77
05MCK8-E,,,NULL
05MCL9-E,Deep Value,Very Low,305
05MCPV-E,,,NULL
05MCST-E,,,NULL
05MCSY-E,,,NULL
05MCT6-E,,,NULL
05MD55-E,,,NULL
05MD6N-E,Growth,Medium,4612
05MD83-E,,,NULL
05MD8J-E,,,NULL
05MD97-E,,,NULL
05MD9W-E,,,NULL
05MD9X-E,,,NULL
05MDCD-E,Growth,Very Low,316
05MDDL-E,,,NULL
05MDF8-E,,,NULL
05MDFB-E,Growth,Low,631
05MDG9-E,Growth,Very Low,260
05MDGG-E,,,NULL
05MDHL-E,,,NULL
05MDK8-E,,,38
05MDMD-E,,,NULL
05MDPM-E,,,NULL
05MDQC-E,,,NULL
05MDQN-E,,,NULL
05MDRD-E,,,20
05MDSQ-E,,,321
05MDTN-E,,,NULL
05MDW9-E,,,16
05MDX6-E,GARP,Very Low,1228
05MF0R-E,,,NULL
05MF3N-E,,,NULL
05MF4X-E,,,NULL
05MF5M-E,,,34
05MF6M-E,,,49
05MF77-E,,,NULL
05MF7V-E,,,NULL
05MF8C-E,,,25
05MFDN-E,,,NULL
05MFGZ-E,,,NULL
05MFP9-E,,,NULL
05MFT0-E,,,NULL
05MFVP-E,,,NULL
05MFVZ-E,,,NULL
05MFWB-E,Growth,Very Low,NULL
05MFZP-E,,,NULL
05MG01-E,,,NULL
05MG1C-E,,,NULL
05MG23-E,,,211
05MG3N-E,GARP,Very Low,369
05MG4L-E,,,30
05MG70-E,,,NULL
05MG7L-E,,,NULL
05MG95-E,,,NULL
05MGB7-E,,,NULL
05MGCV-E,,,41
05MGD9-E,,,NULL
05MGG2-E,,,70
05MGGJ-E,,,NULL
05MGJ0-E,,,NULL
05MGKV-E,,,NULL
05MGLS-E,,,NULL
05MGM7-E,,,NULL
05MGMC-E,,,685
05MGQ3-E,GARP,Low,968
05MGVF-E,,,NULL
05MGX1-E,,,NULL
05MGXK-E,GARP,,NULL
05MGXL-E,,,6843
05MH1S-E,,,NULL
05MH3J-E,,,NULL
05MH4H-E,,,NULL
05MH5K-E,,,6000
05MH9C-E,,,NULL
05MHBB-E,,,125
05MHBK-E,,,NULL
05MHC4-E,,,NULL
05MHC7-E,Value,Very Low,332
05MHCB-E,,,NULL
05MHD6-E,,,53
05MHJH-E,,,NULL
05MHLG-E,,,NULL
05MHQB-E,,,NULL
05MHV5-E,Growth,Medium,NULL
05MHW9-E,,,NULL
05MJ1T-E,,,36
05MJ20-E,Aggressive Growth,Very Low,217
05MJ2V-E,,,NULL
05MJH2-E,,,NULL
05MJHY-E,,,NULL
05MJR1-E,,,NULL
05MJT5-E,,,NULL
05MJVT-E,Yield,,NULL
05MJZQ-E,,,NULL
05MK0H-E,,,NULL
05MK45-E,,,NULL
05MK5F-E,,,NULL
05MK5V-E,,,NULL
05MK7L-E,,,NULL
05MK8X-E,,,105
05MKBB-E,,,NULL
05MKC0-E,,,NULL
05MKCC-E,,,73
05MKCF-E,,,NULL
05MKCJ-E,,,NULL
05MKDZ-E,,,3800
05MKJ0-E,GARP,Very Low,631
05MKJL-E,,,195
05MKJM-E,,,NULL
05MKJZ-E,,,NULL
05MKKF-E,,,8
05MKKQ-E,Aggressive Growth,,NULL
05MKLN-E,,,NULL
05MKLQ-E,,,NULL
05MKMC-E,,,NULL
05MKT9-E,,,NULL
05MKVR-E,,Medium,212
05MKX0-E,,,NULL
05MKX2-E,,,NULL
05MKYV-E,,,31
05MKZP-E,,,NULL
05ML13-E,,,NULL
05ML1B-E,,,16
05ML3F-E,,,NULL
05ML3N-E,,,273
05ML4H-E,,Medium,143
05ML59-E,,,5
05ML5B-E,,,NULL
05MLB4-E,,,NULL
05MLCR-E,Value,Medium,NULL
05MLDQ-E,,,NULL
05MLM1-E,,,NULL
05MLMZ-E,,,NULL
05MLN6-E,,,NULL
05MLP1-E,,,NULL
05MLPL-E,,,NULL
05MLPM-E,,,NULL
05MLQ0-E,,,NULL
05MLQ6-E,,,321
05MLRK-E,,,NULL
05MLSH-E,,,NULL
05MLT5-E,,,200
05MLVF-E,,,NULL
05MLVR-E,,,NULL
05MLW5-E,,,140000
05MLX4-E,,,NULL
05MLXR-E,,,NULL
05MLY1-E,,,NULL
05MLYD-E,Growth,,NULL
05MLZK-E,,,NULL
05MLZL-E,,,NULL
05MLZQ-E,,,NULL
05MLZR-E,,,537
05MLZX-E,,,NULL
05MM0L-E,,,NULL
05MM25-E,,,225
05MM26-E,,,NULL
05MM3B-E,,,NULL
05MM3D-E,,,NULL
05MM44-E,,,NULL
05MM4M-E,,,NULL
05MM4P-E,,,NULL
05MM4Q-E,,,461
05MM4Z-E,,,70
05MM5D-E,,,10
05MM5H-E,,,1875
05MM5J-E,,,NULL
05MM5X-E,,,68
05MM70-E,,,NULL
05MM82-E,,,NULL
05MM9J-E,,,715
05MMG1-E,Growth,Very Low,685
05MMGH-E,,,118
05MMHH-E,,,NULL
05MMJW-E,,,NULL
05MMKX-E,Growth,Medium,NULL
05MMM8-E,,,2593
05MMPK-E,,,32397
05MMPX-E,,,NULL
05MMQ3-E,,,NULL
05MMQ6-E,,,NULL
05MMQT-E,,,NULL
05MMY2-E,,,NULL
05MMYQ-E,,Very Low,NULL
05MMYS-E,,,NULL
05MMZ1-E,,,NULL
05MMZR-E,,,NULL
05MMZS-E,,,NULL
05MN06-E,,,NULL
05MN13-E,,,4000
