,MI name,MI Pos,MI Market Val,DT Name,DT Pos,DT Market Val,Pos Diff (Percentage),Market Val Diff (Percent),MI Not Matched,DT Not Matched
205,Vulcan Value Partners LLC,2639735.0,365.6560922,Vulcan Value Partners LLC,2639735,353618901.0,0,3.35,,
206,HighTower Advisors LLC,2621888.0,363.1839258,HighTower Advisors LLC,2621888,351228116.0,0,3.35,,
207,British Columbia Investment Management Corp.,2579788.0,357.3522338,Columbia Asset Management LLC,140504,18821916.0,179.34,179.99,,
208,Santa Barbara Asset Management LLC,2576576.0,356.9073075,Santa Barbara Asset Management LLC,2576576,345158121.0,0,3.35,,
209,Meritage Group LP,2569548.0,355.933789,Meritage Group LP,2569548,344216650.0,0,3.35,,
210,"Michigan Department of Treasury, Bureau of Investments",2530717.0,350.5549188,Michigan Department of Treasury (Investment Management),2530717,339014849.0,0,3.35,,
211,Ashmore Wealth Management LLC,2465867.0,341.57189680000005,Ashmore Wealth Management LLC,2465867,330327543.0,0,3.35,,
212,Cincinnati Financial Corp.,2447500.0,339.0277,Cincinnati Financial Corp. (Investment Portfolio),2507500,335904700.0,-2.42,0.93,,
213,CI Investments Inc. (US),2435115.0,337.3121298,"CI Investments, Inc.",2428947,325381740.0,0.25,3.6,,
214,Goldman Sachs Asset Management Co. Ltd.,2433600.0,337.102272,Goldman Sachs Asset Management LP,26657518,3571041111.0,-166.54,-165.5,,
215,Jarislowsky Fraser Ltd.,2370019.0,328.29503189999997,"Jarislowsky, Fraser Ltd.",2370019,317487745.0,0,3.35,,
216,Assenagon Asset Management S.A.,2348332.0,325.2909486,Assenagon Asset Management SA (Germany),2348332,314582555.0,0,3.35,,
217,Manning & Napier Advisors LLC,2324104.0,321.9348861,Manning & Napier Advisors LLC,2324104,311336972.0,0,3.35,,
218,First Trust Advisors LP,2304525.0,319.222803,First Trust Advisors LP,2304525,308714169.0,0,3.35,,
219,Lyxor International Asset Management SA,2285913.0,316.64466880000003,Lyxor International Asset Management SAS,1646107,226534486.0,32.54,33.18,,
220,Ariel Investments LLC,2283189.0,316.2673403,Ariel Investments LLC,2283189,305855998.0,0,3.35,,
221,Teacher Retirement System of Texas,2272704.0,314.8149581,Teacher Retirement System of Texas,2272704,304451428.0,0,3.35,,
222,Arrowstreet Capital Ltd. Partnership,2249869.0,311.6518539,Investment Partners Ltd.,31491,4218534.0,194.48,194.66,,
223,Numeric Investors LLC,2232522.0,309.2489474,Numeric Investors LLC,2232522,299068647.0,0,3.35,,
224,Winslow Capital Management LLC,2187665.0,303.03535580000005,Winslow Capital Management LLC,10801355,1446949516.0,-132.63,-130.73,,
225,Pacific Life Fund Advisors LLC,2166159.0,300.05634469999995,"Advisors Asset Management, Inc.",1009159,135186940.0,72.87,75.76,,
226,Fourth Swedish National Pension Fund (AP4),2143608.0,296.93258019999996,"National Asset Management, Inc.",113719,15233797.0,179.85,180.48,,
227,Tesco Pension Investment Ltd.,2134751.0,295.7057085,Tesco Pension Investment Ltd.,2134751,285971244.0,0,3.35,,
228,Public Sector Pension Investment Board,2118058.0,293.3933942,The Public Sector Pension Investment Board,2118058,283735050.0,0,3.35,,
229,SEB Investment Management AB,2094627.0,290.14773199999996,SEB Investment Management AB,2131750,285569230.0,-1.76,1.59,,
230,LPL Financial LLC,2074735.0,287.3922922,LPL Financial LLC,2200564,294787554.0,-5.89,-2.54,,
231,Westfield Capital Management Co. L.P.,2056122.0,284.81401939999995,Westfield Capital Management Co. LP,2056122,275438103.0,0,3.35,,
232,Mirae Asset Global Investments Co. Ltd.,2043396.0,283.0512139,"Mirae Asset Global Investments Co., Ltd.",23516,2293191.0,195.45,196.79,,
233,Loring Wolcott & Coolidge Fiduciary Advisors LLP,2022692.0,280.1832958,"Loring, Wolcott & Coolidge Fiduciary Advisors LLP",2022692,270959820.0,0,3.35,,
234,ClariVest Asset Management LLC,2022445.0,280.1490814,ClariVest Asset Management LLC,2022445,270926732.0,0,3.35,,
235,SunTrust Banks Inc.,2001652.0,277.268835,"SunTrust Banks, Inc. (Wealth Management)",2001652,268141302.0,0,3.35,,
236,Nationwide Fund Advisors,2001032.0,277.1829526,"Advisors Asset Management, Inc.",1009159,135186940.0,65.9,68.87,,
237,Commonwealth Equity Services LLC,1987207.0,275.26791360000004,"Commonwealth Equity Services, Inc.",1987207,266206250.0,0,3.35,,
238,Merian Global Investors (UK) Ltd.,1983709.0,274.7833707,Merian Global Investors (UK) Ltd.,1983709,265737658.0,0,3.35,,
239,Artemis Investment Management LLP,1980910.0,274.39565319999997,Artemis Investment Management LLP,1980910,265362704.0,0,3.35,,
240,SRS Investment Management LLC,1971887.0,273.1457872,SRS Investment Management LLC,1971887,264153983.0,0,3.35,,
241,Natixis Advisors L.P.,1944428.0,269.34216660000004,Natixis Advisors LP,1944428,260475575.0,0,3.35,,
242,Thrivent Financial for Lutherans,1913826.0,265.1031775,Thrivent Financial for Lutherans (Investment Portfolio),1288592,151976539.0,39.05,54.25,,
243,Elkfork Partners LLC,1869966.0,259.0276903,Elkfork Partners LLC,1869966,250500645.0,0,3.35,,
244,Barclays Bank PLC,1847905.0,255.9718006,Barclays Bank Plc (Private Banking),13126865,1758474835.0,-150.64,-149.17,,
245,Mediolanum Asset Management Ltd.,1847579.0,255.92664309999998,Mediolanum Asset Management Ltd.,1660955,228805040.0,10.64,11.19,,
246,PNC Capital Advisors LLC,1845227.0,255.600844,PNC Capital Advisors LLC,2046580,274159857.0,-10.35,-7.01,,
247,Allianz Investment Management LLC,1841777.0,255.12295,Allianz Global Investors U.S. LLC,11346570,1519986517.0,-144.14,-142.51,,
248,Alkeon Capital Management LLC,1830299.0,253.53301749999997,Alkeon Capital Management LLC,1410991,189016354.0,25.87,29.16,,
249,Mn Services Vermogensbeheer BV,1812128.0,251.01597059999997,Mn Services Vermogensbeheer BV,1812128,242752667.0,0,3.35,,
250,Davis Selected Advisers L.P.,1800433.0,249.3959792,Davis Selected Advisers LP,1800433,241186005.0,0,3.35,,
251,Marshall Wace North America L.P.,1796863.0,248.9014628,Marshall Wace North America LP,1796863,240707767.0,0,3.35,,
252,Comerica Bank,1788283.0,247.71296119999997,Comerica Bank (Investment Management Texas),1788283,239558391.0,0,3.35,,
253,Rockefeller & Co. LLC,1785807.0,247.3699856,Rockefeller & Co. LLC,1785807,239226706.0,0,3.35,,
254,"Wilmington Trust Company, Banking & Trust Investments",1775901.0,245.9978065,Wilmington Trust Investment Management LLC,1051155,140812724.0,51.27,54.39,,
255,Virginia Retirement System,1772800.0,245.56825600000002,Virginia Retirement Systems,1772800,237484288.0,0,3.35,,
256,RE Advisers Corp.,1767800.0,244.875656,RE Advisers Corp.,1767800,236814488.0,0,3.35,,
257,Boston Trust & Investment Management Co.,1751584.0,242.62941569999995,"Boston Trust Investment Management, Inc.",1751584,234642193.0,0,3.35,,
258,Commerce Investment Advisors Inc.,1748811.0,242.2452997,"Commerce Investment Advisors, Inc.",72765,9915687.0,184.02,184.27,,
259,Gulf International Bank (UK) Ltd.,1728213.0,239.3920648,Gulf International Bank (UK) Ltd.,1728213,231511413.0,0,3.35,,
260,Commerzbank AG,1713233.0,237.3170352,COMMERZBANK AG (Investment Management),1713233,229504693.0,0,3.35,,
261,Mitsubishi UFJ Kokusai Asset Management Co. Ltd.,1705481.0,236.24322809999998,"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",1705481,228466235.0,0,3.35,,
262,Federated Investors Inc.,1686648.0,233.634481,Vestor Capital LLC,204659,27416120.0,156.72,157.99,,
263,Mairs & Power Inc.,1684774.0,233.37489449999998,"Mairs & Power, Inc.",1787440,239445462.0,-5.91,-2.57,,
264,Oppenheimer Asset Management Inc.,1663219.0,230.38909590000003,"Oppenheimer Asset Management, Inc.",1316136,176309579.0,23.3,26.59,,
265,London Co. of Virginia LLC,1647378.0,228.1948006,The London Company of Virginia LLC,1647378,220682757.0,0,3.35,,
266,Capfi Delen Asset Management NV,1636301.0,226.6604145,CAPFI DELEN Asset Management SA,1929504,236425881.0,-16.45,-4.22,,
267,KBC Asset Management NV,1629163.0,225.6716588,KBC Asset Management NV,1484593,198876078.0,9.29,12.62,,
268,Security Investors LLC,1621458.0,224.6043622,Security Investors LLC,1621458,217210514.0,0,3.35,,
269,Everett Harris & Co.,1608912.0,222.8664902,Everett Harris & Co.,1608912,215529852.0,0,3.35,,
270,Regions Investment Management Inc.,1597093.0,221.2293224,"Regions Investment Management, Inc.",1597093,213946578.0,0,3.35,,
271,Janney Montgomery Scott LLC,1583076.0,219.2876875,Janney Montgomery Scott LLC (Investment Management),1583076,212068861.0,0,3.35,,
272,Harding Loevner LP,1545743.0,214.11632039999998,Harding Loevner LP,1545743,207067732.0,0,3.35,,
273,AJO LP,1541337.0,213.50600120000001,AJO LP,1541337,206477505.0,0,3.35,,
274,Glen Harbor Capital Management LLC,1539972.0,213.3169214,Glen Harbor Capital Management LLC,1539972,206294649.0,0,3.35,,
275,Xact Kapitalförvaltning AB,1537040.0,212.91078080000003,Xact Kapitalförvaltning AB,1537040,205901878.0,0,3.35,,
276,Jacobs Levy Equity Management Inc,1532148.0,212.23314100000002,"Jacobs Levy Equity Management, Inc.",1532148,205246546.0,0,3.35,,
277,Haverford Trust Co.,1529721.0,211.8969529,The Haverford Trust Co.,1554403,208227826.0,-1.6,1.75,,
278,Dorsal Capital Management LLC,1525000.0,211.243,Dorsal Capital Management LLC,1525000,204289000.0,0,3.35,,
279,Maverick Capital Ltd.,1524332.0,211.15046859999998,Maverick Capital Ltd.,1524332,204199515.0,0,3.35,,
280,Investmentaktiengesellschaft für langfristige Investoren TGV,1508000.0,208.88816,Investmentaktiengesellschaft für langfristige Investoren TGV,1508000,202011680.0,0,3.35,,
281,Alleghany Corp.,1485151.0,205.7231165,The Capital Management Corp.,0,0.0,200.0,200.0,,
282,Arizona State Retirement System,1481114.0,205.16391130000002,Arizona State Retirement System,1481114,198410031.0,0,3.35,,
283,KBC Fund Management Ltd.,1469878.0,203.6075006,KBC Fund Management Ltd.,1469878,196904857.0,0,3.35,,
284,Teachers' Retirement System of the State of Kentucky,1465884.0,203.0542517,Teachers Retirement System of the State of Kentucky,1465884,172886359.0,0,16.05,,
285,Eagle Asset Management Inc.,1460530.0,202.3126156,Eagle Capital Management LLC,18777198,2515393444.0,-171.13,-170.22,,
286,Atalanta Sosnoff Capital LLC,1454079.0,201.4190231,Atalanta Sosnoff Management LLC,1454079,194788423.0,0,3.35,,
287,CIBC Asset Management Inc.,1449371.0,200.76687090000001,"CIBC Asset Management, Inc.",1449371,194157739.0,0,3.35,,
288,Causeway Capital Management LLC,1441196.0,199.6344699,Causeway Capital Management LLC,1441196,193062616.0,0,3.35,,
289,Utah Retirement Systems,1432973.0,198.49542,Utah Retirement Systems,1432973,191961063.0,0,3.35,,
290,Nissay Asset Management Corp.,1423177.0,197.138478,Nissay Asset Management Corp.,1155877,154841283.0,20.73,24.03,,
291,Tocqueville Asset Management LP,1422677.0,197.069218,Tocqueville Asset Management LP,1422677,190581811.0,0,3.35,,
292,Waverton Investment Management Ltd.,1421890.0,196.96020280000002,Waverton Investment Management Ltd.,1421890,190476384.0,0,3.35,,
293,Susquehanna International Group LLP,1414052.0,195.874483,Susquehanna International Group Ltd.,3912,524052.0,198.9,198.93,,
294,Scharf Investments LLC,1412960.0,195.7232192,Scharf Investments LLC,1412960,189280122.0,0,3.35,,
295,Smith Asset Management Group L.P.,1406592.0,194.84112380000002,Smith Asset Management Group LP,1406592,188427064.0,0,3.35,,
296,Anima SGR SpA,1401424.0,194.1252525,ANIMA Sgr SpA,1572791,203526686.0,-11.52,-4.73,,
297,Employees Retirement System of Texas,1383699.0,191.6699855,Employees Retirement System of Texas,1383699,185360318.0,0,3.35,,
298,Allen Investment Management LLC,1381910.0,191.42217319999997,Allen Investment Management LLC,1381910,185120664.0,0,3.35,,
299,Lansforsakringar Fondforvaltning AB,1372799.0,190.1601175,Länsförsäkringar Fondförvaltning AB,145728,20090062.0,161.61,161.78,,
300,Tredje AP-fonden,1364166.0,188.9642743,Tredje AP-fonden,604615,80994225.0,77.16,79.99,,
301,Atlanta Capital Management Co. L.L.C.,1344905.0,186.2962406,Atlanta Capital Management Co. LLC,1344905,180163474.0,0,3.35,,
302,Degroof Petercam Asset Management SA/NV,1326120.0,183.6941424,Degroof Petercam Asset Management SA,1171720,144918330.0,12.36,23.6,,
303,Creative Planning Inc.,1323887.0,183.3848272,"Creative Planning, Inc.",1323887,177347903.0,0,3.35,,
304,Palestra Capital Management LLC,1319380.0,182.7605176,Palestra Capital Management LLC,1319380,176744145.0,0,3.35,,
305,Davenport & Co. LLC,1299988.0,180.0743378,Davenport & Co. LLC,1299988,174146392.0,0,3.35,,
306,Antipodes Partners,1294385.0,179.2982102,Antipodes Partners Ltd.,1294385,173395815.0,0,3.35,,
307,Chilton Investment Co. LLC,1288895.0,178.5377354,Chilton Investment Co. LLC,1288895,172660374.0,0,3.35,,
308,Silvercrest Asset Management Group LLC,1288054.0,178.42124009999998,Silvercrest Asset Management Group LLC,1288054,172547714.0,0,3.35,,
309,Connor Clark & Lunn Investment Management Ltd.,1276872.0,176.8723094,"Connor, Clark & Lunn Investment Management Ltd.",1276872,171049773.0,0,3.35,,
310,Advance Asset Management Ltd.,1266204.0,175.3945781,"Advanced Asset Management Advisors, Inc.",36203,4849754.0,188.88,189.24,,
311,United Capital Financial Advisers LLC,1262003.0,174.8126556,United Capital Financial Advisers LLC,1262003,169057922.0,0,3.35,,
312,Farallon Capital Management L.L.C.,1257503.0,174.1893156,Farallon Capital Management LLC,1257503,168455102.0,0,3.35,,
313,First Foundation Advisors,1239966.0,171.76009030000003,First Foundation Advisors,1239966,166105845.0,0,3.35,,
314,Sterling Capital Management LLC,1236116.0,171.2267883,Sterling Capital Management LLC,1236116,165590099.0,0,3.35,,
315,ACTIAM N.V.,1231575.0,170.597769,ACTIAM NV,1231575,164981787.0,0,3.35,,
316,South Dakota Investment Council,1211896.0,167.8718339,South Dakota Investment Council,1211896,162345588.0,0,3.35,,
317,Meadow Creek Investment Management LLC,1209978.0,167.60615259999997,Meadow Creek Investment Management LLC,1209978,162088653.0,0,3.35,,
318,Close Asset Management Ltd.,1209312.0,167.51389819999997,Close Asset Management Ltd.,1209312,161999436.0,0,3.35,,
319,Skagen AS,1207670.0,167.2864484,Skagen AS (Investment Management),1734070,176129490.0,-35.79,-5.15,,
320,Adamcapital Gestao De Recursos Ltda,1198615.0,166.0321498,AdamCapital Gestão de Recursos Ltda.,1198615,160566465.0,0,3.35,,
321,GuideStone Capital Management LLC,1195301.0,165.5730945,"Asset Management One Co., Ltd.",4219119,565193181.0,-111.69,-109.37,,
322,Mutual of America Capital Management LLC,1194035.0,165.3977282,Mutual of America Capital Management LLC,1194035,159952929.0,0,3.35,,
323,Comgest Asset Management International Ltd.,1186321.0,164.32918490000003,Comgest SA,1186321,158919561.0,0,3.35,,
324,Hexavest Inc.,1185533.0,164.2200312,"Hexavest, Inc.",1185533,158814001.0,0,3.35,,
325,Beck Mack & Oliver LLC,1176883.0,163.0218332,"Beck, Mack & Oliver LLC",1176883,157655247.0,0,3.35,,
326,Pacer Advisors Inc.,1169807.0,162.0416656,"Pacer Advisors, Inc.",1169807,156707346.0,0,3.35,,
327,Huntington Trust Co.,1158061.0,160.41460969999997,Trust Asset Management LLC,2348,314538.0,199.19,199.22,,
328,Veritas Investment Management LLP,1151513.0,159.50758080000003,Veritas Asset Management LLP,6284112,841819644.0,-138.05,-136.28,,
329,Focused Investors LLC,1146100.0,158.757772,Focused Investors LLC,1146100,153531556.0,0,3.35,,
330,Russell Investment Group (UK),1138384.0,157.6889517,Russell Investment Management LLC,9207564,1233445273.0,-155.99,-154.66,,
331,Scotiabank Global Banking and Markets Asset Management Division,1135630.0,157.3074676,"Vision Capital Management, Inc.",56131,7519309.0,181.16,181.75,,
332,Hound Partners LLC,1128298.0,156.29183899999998,Hound Partners LLC,1128298,151146800.0,0,3.35,,
333,Confluence Investment Management LLC,1119568.0,155.0825594,Confluence Investment Management LLC,1119568,149977329.0,0,3.35,,
334,ABN AMRO Investment Solutions SA,1116589.0,154.6699083,ABN AMRO Investment Solutions SA,309023,30840371.0,113.29,133.5,,
335,Castle Hook Partners LP,1116137.0,154.60729719999998,Castle Hook Partners LP,1116137,149517713.0,0,3.35,,
336,Ferguson Wellman Capital Management Inc.,1113696.0,154.2691699,"Ferguson Wellman Capital Management, Inc.",1113696,149190716.0,0,3.35,,
337,OMERS Administration Corp.,1109650.0,153.708718,OMERS Administration Corp.,1109650,148648714.0,0,3.35,,
338,Mason Street Advisors LLC,1092851.0,151.3817205,Mason Street Advisors LLC,1092851,146398320.0,0,3.35,,
339,Martingale Asset Management L.P.,1091299.0,151.1667375,Martingale Asset Management LP,1091299,146190414.0,0,3.35,,
340,Shell Asset Management Co.,1090864.0,151.1064813,Shell Asset Management Company BV,1090864,146132141.0,0,3.35,,
341,Westwood Management Corp.,1085955.0,150.4264866,Westwood Management Corp. (Texas),1085955,145474532.0,0,3.35,,
342,Handelsbanken Asset Management,1083049.0,150.02394750000002,Handelsbanken Fonder AB,1075539,144079204.0,0.7,4.04,,
343,Epoch Investment Partners Inc.,1081837.0,149.8560612,"Epoch Investment Partners, Inc.",6634184,888715289.0,-143.92,-142.28,,
344,Skye Global Management LP,1073000.0,148.63196000000002,Skye Global Management LP,1073000,143739080.0,0,3.35,,
345,Alberta Investment Management Corp.,1072200.0,148.521144,Alberta Investment Management Corp.,1072200,143631912.0,0,3.35,,
346,Whittier Trust Co.,1070894.0,148.3402369,Whittier Trust Co.,1070894,143456960.0,0,3.35,,
347,American Beacon Advisors Inc.,1068409.0,147.9960147,"Advisors Asset Management, Inc.",1009159,135186940.0,5.7,9.05,,
348,Kornitzer Capital Management Inc.,1044066.0,144.62402230000004,"Kornitzer Capital Management, Inc.",1044066,139863081.0,0,3.35,,
349,Axiom International Investors LLC,1042490.0,144.4057148,Axiom International Investors LLC,1042490,139651960.0,0,3.35,,
350,Davidson Investment Advisors Inc.,1035707.0,143.46613359999998,"Davidson Investment Advisors, Inc.",338895,45398374.0,101.38,103.85,,
351,Bradley Foster & Sargent Inc.,1034997.0,143.3677844,"Bradley, Foster & Sargent, Inc.",1034997,138648198.0,0,3.35,,
352,Piedmont Investment Advisors LLC,1034990.0,143.36681480000001,"Piedmont Investment Advisors, Inc.",1034990,138647260.0,0,3.35,,
353,Banque Pictet & Cie SA,1020021.0,141.29330890000003,Banque Pictet & Cie SA,1020021,136642013.0,0,3.35,,
354,Evercore Wealth Management LLC,1011712.0,140.1423462,Evercore Wealth Management LLC,1011712,135528940.0,0,3.35,,
