factset_fund_id,style,turnover_label,Discrepancy Column,Discrepancy Source
04KPSM-E,Aggressive Growth,Medium,N/A,N/A
04KPSP-E,Index,,N/A,N/A
04KPSQ-E,Index,Very Low,N/A,N/A
04KPSS-E,Index,Very Low,N/A,N/A
04KPSV-E,Index,Very Low,N/A,N/A
04KPSW-E,Index,Very Low,N/A,N/A
04KPSX-E,,,N/A,N/A
04KPSY-E,,Very Low,N/A,N/A
04KPT0-E,,Very Low,N/A,N/A
04KPT2-E,Value,Very Low,N/A,N/A
04KPT3-E,Index,,N/A,N/A
04KPT4-E,Index,Very Low,N/A,N/A
04KPT5-E,,Low,N/A,N/A
04KPT8-E,,Medium,N/A,N/A
04KPTF-E,,,N/A,N/A
04KPTG-E,Aggressive Growth,Very Low,N/A,N/A
04KPTH-E,Aggressive Growth,High,N/A,N/A
04KPTJ-E,Growth,Low,N/A,N/A
04KPTK-E,,,N/A,N/A
04KPTL-E,Value,Medium,N/A,N/A
04KPTM-E,Growth,Medium,N/A,N/A
04KPTN-E,Aggressive Growth,Low,N/A,N/A
04KPTP-E,Value,Medium,N/A,N/A
04KPTQ-E,Growth,Medium,N/A,N/A
04KPTR-E,,Low,N/A,N/A
04KPTS-E,Index,Very Low,N/A,N/A
04KPTV-E,Index,,N/A,N/A
04KPTX-E,Index,,N/A,N/A
04KPTY-E,Growth,Low,N/A,N/A
04KPTZ-E,Value,Medium,N/A,N/A
04KPV0-E,Index,,N/A,N/A
04KPV1-E,Growth,High,N/A,N/A
04KPV2-E,Value,Very Low,N/A,N/A
04KPV3-E,,Low,N/A,N/A
04KPV5-E,Aggressive Growth,Medium,N/A,N/A
04KPV6-E,Growth,Medium,N/A,N/A
04KPV8-E,Growth,High,N/A,N/A
04KPV9-E,,Very High,N/A,N/A
04KPVB-E,,Medium,N/A,N/A
04KPVC-E,,Medium,N/A,N/A
04KPVD-E,Growth,High,N/A,N/A
04KPVF-E,,Very High,N/A,N/A
04KPVG-E,Growth,Very Low,N/A,N/A
04KPVH-E,,High,N/A,N/A
04KPVJ-E,GARP,Medium,N/A,N/A
04KPVK-E,,Medium,N/A,N/A
04KPVL-E,,,N/A,N/A
04KPVM-E,,Very High,N/A,N/A
04KPVN-E,Aggressive Growth,High,N/A,N/A
04KPVQ-E,,Medium,N/A,N/A
04KPVT-E,Index,Very High,N/A,N/A
04KPVV-E,Index,Very Low,N/A,N/A
04KPVW-E,Index,Very Low,N/A,N/A
04KPW8-E,Growth,Very High,N/A,N/A
04KPW9-E,,Very High,N/A,N/A
04KPWB-E,Growth,Medium,N/A,N/A
04KPWC-E,,Low,N/A,N/A
04KPWD-E,Value,Medium,N/A,N/A
04KPWF-E,,,N/A,N/A
04KPWG-E,,,N/A,N/A
04KPWH-E,Value,Medium,N/A,N/A
04KPWJ-E,Growth,Medium,N/A,N/A
04KPWK-E,Growth,Medium,N/A,N/A
04KPWL-E,Growth,High,N/A,N/A
04KPWM-E,,Very Low,N/A,N/A
04KPWN-E,Value,Low,N/A,N/A
04KPWP-E,,Very Low,N/A,N/A
04KPWQ-E,Value,,N/A,N/A
04KPWS-E,Growth,Very Low,N/A,N/A
04KPWT-E,,Medium,N/A,N/A
04KPWV-E,Aggressive Growth,Medium,N/A,N/A
04KPX0-E,,Low,N/A,N/A
04KPX1-E,,Low,N/A,N/A
04KPX4-E,Growth,Low,N/A,N/A
04KPX5-E,,Very Low,N/A,N/A
04KPX6-E,,Very High,N/A,N/A
04KPX8-E,,Medium,N/A,N/A
04KPXR-E,,Very Low,N/A,N/A
04KPXS-E,,,N/A,N/A
04KPXZ-E,,,N/A,N/A
04KPY2-E,Index,,N/A,N/A
04KPY3-E,Index,Very Low,N/A,N/A
04KPY7-E,Growth,Low,N/A,N/A
04KPYD-E,Index,,N/A,N/A
04KPYH-E,GARP,Medium,N/A,N/A
04KPYJ-E,Index,Very Low,N/A,N/A
04KPYK-E,Index,Very Low,N/A,N/A
04KPYL-E,Index,Very Low,N/A,N/A
04KPYP-E,Growth,,N/A,N/A
04KPYQ-E,,,N/A,N/A
04KPYT-E,,Very High,N/A,N/A
04KPYY-E,,,N/A,N/A
04KPZ8-E,Growth,Very Low,N/A,N/A
04KPZH-E,Value,High,N/A,N/A
04KPZJ-E,Aggressive Growth,Medium,N/A,N/A
04KQ09-E,Growth,Low,N/A,N/A
04KQ0C-E,Index,Very Low,N/A,N/A
04KQ0K-E,Growth,Very Low,N/A,N/A
04KQ0L-E,Growth,,N/A,N/A
04KQ0M-E,Index,Very Low,N/A,N/A
04KQ0Q-E,Index,Very Low,N/A,N/A
04KQ0T-E,,Very Low,N/A,N/A
04KQ0V-E,,Very Low,N/A,N/A
04KQ17-E,Index,Very Low,N/A,N/A
04KQ18-E,GARP,Medium,N/A,N/A
04KQ1F-E,,,N/A,N/A
04KQ1G-E,,,N/A,N/A
04KQ1H-E,,,N/A,N/A
04KQ1K-E,,,N/A,N/A
04KQ1M-E,,Low,N/A,N/A
04KQ1N-E,,,N/A,N/A
04KQ1X-E,,,N/A,N/A
04KQ1Y-E,Growth,Low,N/A,N/A
04KQ1Z-E,,,N/A,N/A
04KQ20-E,,,N/A,N/A
04KQ23-E,,,N/A,N/A
04KQ24-E,Value,Low,N/A,N/A
04KQ25-E,,,N/A,N/A
04KQ26-E,,,N/A,N/A
04KQ28-E,,Very Low,N/A,N/A
04KQ29-E,Index,Low,N/A,N/A
04KQ2B-E,,,N/A,N/A
04KQ2C-E,,,N/A,N/A
04KQ2N-E,,Very Low,N/A,N/A
04KQ2Y-E,,Very Low,N/A,N/A
04KQ30-E,,,N/A,N/A
04KQ35-E,,,N/A,N/A
04KQ3X-E,,,N/A,N/A
04KQ3Y-E,,,N/A,N/A
04KQ44-E,,Very Low,N/A,N/A
04KQ46-E,,Very Low,N/A,N/A
04KQ4B-E,,Very Low,N/A,N/A
04KQ4M-E,Index,Very Low,N/A,N/A
04KQ4N-E,,,N/A,N/A
04KQ4Y-E,Index,,N/A,N/A
04KQ50-E,Yield,Low,N/A,N/A
04KQ5D-E,Index,Very Low,N/A,N/A
04KQ5H-E,Value,Very Low,N/A,N/A
04KQ62-E,Index,Low,N/A,N/A
04KQ65-E,,Very Low,N/A,N/A
04KQ66-E,Index,Very Low,N/A,N/A
04KQ68-E,Index,Very Low,N/A,N/A
04KQ69-E,Index,Very Low,N/A,N/A
04KQ6B-E,Index,Very Low,N/A,N/A
04KQ6C-E,Index,,N/A,N/A
04KQ6D-E,,Very Low,N/A,N/A
04KQ6F-E,GARP,Medium,N/A,N/A
04KQ6T-E,Index,Very Low,N/A,N/A
04KQ71-E,Index,,N/A,N/A
04KQ74-E,Yield,Medium,N/A,N/A
04KQ76-E,Growth,Low,N/A,N/A
04KQ77-E,,,N/A,N/A
04KQ78-E,,Low,N/A,N/A
04KQ79-E,,High,N/A,N/A
04KQ7C-E,Value,Medium,N/A,N/A
04KQ7D-E,Growth,Very Low,N/A,N/A
04KQ7K-E,Index,Low,N/A,N/A
04KQ7L-E,Growth,High,N/A,N/A
04KQ7S-E,Index,Low,N/A,N/A
04KQ7Y-E,,,N/A,N/A
04KQ81-E,Growth,Low,N/A,N/A
04KQ82-E,,,N/A,N/A
04KQ83-E,,,N/A,N/A
04KQ84-E,,,N/A,N/A
04KQ86-E,,Low,N/A,N/A
04KQ89-E,Growth,Very Low,N/A,N/A
04KQ8B-E,,Low,N/A,N/A
04KQ8D-E,Yield,Very Low,N/A,N/A
04KQ8H-E,Value,Low,N/A,N/A
04KQ8K-E,Value,Low,N/A,N/A
04KQ8P-E,Index,Low,N/A,N/A
04KQ8S-E,GARP,Low,N/A,N/A
04KQ8T-E,,Very Low,N/A,N/A
04KQ8W-E,Growth,Very Low,N/A,N/A
04KQ8X-E,,,N/A,N/A
04KQ8Y-E,Index,Very Low,N/A,N/A
04KQ90-E,,Very Low,N/A,N/A
04KQ91-E,GARP,Very Low,N/A,N/A
04KQ95-E,Growth,High,N/A,N/A
04KQ9B-E,,Very Low,N/A,N/A
04KQ9G-E,,Very Low,N/A,N/A
04KQ9H-E,Growth,Very Low,N/A,N/A
04KQ9Y-E,,,N/A,N/A
04KQB8-E,GARP,Low,N/A,N/A
04KQBB-E,Yield,High,N/A,N/A
04KQBH-E,Growth,Very Low,N/A,N/A
04KQBJ-E,Index,Very Low,N/A,N/A
04KQBX-E,Growth,Low,N/A,N/A
04KQBY-E,Value,Low,N/A,N/A
04KQC8-E,Index,Very Low,N/A,N/A
04KQC9-E,,,N/A,N/A
04KQCB-E,,,N/A,N/A
04KQCL-E,GARP,High,N/A,N/A
04KQCP-E,,,N/A,N/A
04KQCX-E,,Low,N/A,N/A
04KQD0-E,,,N/A,N/A
04KQD6-E,Index,Very Low,N/A,N/A
04KQD7-E,Index,Very Low,N/A,N/A
04KQD8-E,,,N/A,N/A
04KQD9-E,Index,Very Low,N/A,N/A
04KQDB-E,,,N/A,N/A
04KQDF-E,,,N/A,N/A
04KQDG-E,,Very Low,N/A,N/A
04KQDM-E,,,N/A,N/A
04KQDR-E,,,N/A,N/A
04KQDS-E,GARP,,N/A,N/A
04KQF9-E,,Very Low,N/A,N/A
04KQFD-E,,Low,N/A,N/A
04KQFG-E,Yield,Very Low,N/A,N/A
04KQFL-E,,,N/A,N/A
04KQFM-E,Aggressive Growth,Very Low,N/A,N/A
04KQFT-E,Index,Very Low,N/A,N/A
04KQFX-E,Index,Very Low,N/A,N/A
04KQG5-E,,,N/A,N/A
04KQG7-E,Growth,Very Low,N/A,N/A
04KQGC-E,Growth,Medium,N/A,N/A
04KQGG-E,,,N/A,N/A
04KQGH-E,,Low,N/A,N/A
04KQGJ-E,,,N/A,N/A
04KQGM-E,Yield,,N/A,N/A
04KQGP-E,,,N/A,N/A
04KQGT-E,Growth,Very Low,N/A,N/A
04KQGV-E,,,N/A,N/A
04KQGX-E,,,N/A,N/A
04KQGZ-E,,,N/A,N/A
04KQH1-E,Yield,Very Low,N/A,N/A
04KQH5-E,Index,Very Low,N/A,N/A
04KQHG-E,Aggressive Growth,Very Low,N/A,N/A
04KQHJ-E,,Very Low,N/A,N/A
04KQHQ-E,,,N/A,N/A
04KQHS-E,,Very Low,N/A,N/A
04KQJ2-E,,,N/A,N/A
04KQJ3-E,,Very Low,N/A,N/A
04KQJ6-E,,,N/A,N/A
04KQJ7-E,GARP,Very Low,N/A,N/A
04KQJF-E,,Very Low,N/A,N/A
04KQJG-E,,Low,N/A,N/A
04KQJH-E,,,N/A,N/A
04KQJL-E,,,N/A,N/A
04KQJM-E,Index,Very Low,N/A,N/A
04KQJP-E,Index,Very Low,N/A,N/A
04KQJW-E,,,N/A,N/A
04KQK0-E,,,N/A,N/A
04KQK2-E,Yield,Low,N/A,N/A
04KQK3-E,Growth,Very Low,N/A,N/A
04KQK4-E,Yield,Low,N/A,N/A
04KQK5-E,,,N/A,N/A
04KQKB-E,Yield,Very Low,N/A,N/A
04KQKD-E,Growth,Low,N/A,N/A
04KQKG-E,,,N/A,N/A
04KQKS-E,Index,Very Low,N/A,N/A
04KQKT-E,,,N/A,N/A
04KQKZ-E,,Very Low,N/A,N/A
04KQL0-E,Index,Medium,N/A,N/A
04KQL1-E,Index,Medium,N/A,N/A
04KQL4-E,Index,Low,N/A,N/A
04KQL5-E,Index,Low,N/A,N/A
04KQL6-E,,Very High,N/A,N/A
04KQL7-E,,Very Low,N/A,N/A
04KQL8-E,Index,Very Low,N/A,N/A
04KQL9-E,Index,Very Low,N/A,N/A
04KQLB-E,Index,Very Low,N/A,N/A
04KQLD-E,,,N/A,N/A
04KQLJ-E,,,N/A,N/A
04KQLP-E,,,N/A,N/A
04KQLV-E,Growth,Very Low,N/A,N/A
04KQLZ-E,,Very Low,N/A,N/A
04KQMC-E,,,N/A,N/A
04KQMD-E,Index,Very High,N/A,N/A
04KQML-E,Index,Very Low,N/A,N/A
04KQMM-E,Index,,N/A,N/A
04KQMN-E,Index,Very Low,N/A,N/A
04KQMP-E,Index,Very Low,N/A,N/A
04KQMQ-E,Index,Very Low,N/A,N/A
04KQMR-E,,,N/A,N/A
04KQMS-E,,,N/A,N/A
04KQMT-E,,Medium,N/A,N/A
04KQNC-E,Growth,Very Low,N/A,N/A
04KQNN-E,,Medium,N/A,N/A
04KQP7-E,,Very Low,N/A,N/A
04KQP8-E,Growth,High,N/A,N/A
04KQP9-E,,Very Low,N/A,N/A
04KQPB-E,,Low,N/A,N/A
04KQPC-E,,Medium,N/A,N/A
04KQPL-E,,,N/A,N/A
04KQQ8-E,Growth,Low,N/A,N/A
04KQQB-E,Growth,Very Low,N/A,N/A
04KQQL-E,Growth,Low,N/A,N/A
04KQQM-E,Growth,Low,N/A,N/A
04KQQR-E,Yield,Very Low,N/A,N/A
04KQQS-E,Index,Very Low,N/A,N/A
04KQQT-E,Index,Very Low,N/A,N/A
04KQSF-E,Index,,N/A,N/A
04KQSN-E,Index,Very Low,N/A,N/A
04KQSP-E,Index,Very Low,N/A,N/A
04KQSR-E,,Very Low,N/A,N/A
04KQSS-E,,Very Low,N/A,N/A
04KQST-E,,Very Low,N/A,N/A
04KQSV-E,,,N/A,N/A
04KQSW-E,,Very Low,N/A,N/A
04KQSY-E,Deep Value,Very High,N/A,N/A
04KQSZ-E,,Low,N/A,N/A
04KQT3-E,Index,Very Low,N/A,N/A
04KQT4-E,Index,Very Low,N/A,N/A
04KQT8-E,,Medium,N/A,N/A
04KQTC-E,,Low,N/A,N/A
04KQTF-E,,Very Low,N/A,N/A
04KQTG-E,,Very Low,N/A,N/A
04KQTH-E,,Very Low,N/A,N/A
04KQTJ-E,,Very Low,N/A,N/A
04KQTL-E,,Very Low,N/A,N/A
04KQTM-E,,Very Low,N/A,N/A
04KQTP-E,,Very High,N/A,N/A
04KQTW-E,Index,Very Low,N/A,N/A
04KQTY-E,Index,High,N/A,N/A
04KQV5-E,Index,Very Low,N/A,N/A
04KQV6-E,Growth,High,N/A,N/A
04KQV7-E,,,N/A,N/A
04KQVC-E,GARP,Very Low,N/A,N/A
04KQVD-E,,Medium,N/A,N/A
04KQVH-E,,Very Low,N/A,N/A
04KQVV-E,,Very Low,N/A,N/A
04KQVZ-E,,,N/A,N/A
04KQW1-E,GARP,High,N/A,N/A
04KQW2-E,,Medium,N/A,N/A
04KQWY-E,Index,Very Low,N/A,N/A
04KQX3-E,,,N/A,N/A
04KQX7-E,Index,High,N/A,N/A
04KQX8-E,Index,,N/A,N/A
04KQXB-E,Index,,N/A,N/A
04KQXC-E,Index,Very Low,N/A,N/A
04KQXD-E,Index,Low,N/A,N/A
04KQXK-E,Index,Very Low,N/A,N/A
04KQXS-E,,,N/A,N/A
04KQXW-E,Aggressive Growth,High,N/A,N/A
04KQY0-E,Index,Very Low,N/A,N/A
04KQYY-E,,,N/A,N/A
04KQZ0-E,Yield,Very Low,N/A,N/A
04KQZ1-E,GARP,Low,N/A,N/A
04KQZ2-E,Growth,Very High,N/A,N/A
04KQZ3-E,,,N/A,N/A
04KQZ4-E,Growth,Very Low,N/A,N/A
04KQZ6-E,Growth,Low,N/A,N/A
04KQZ7-E,,Low,N/A,N/A
04KQZ8-E,,Low,N/A,N/A
04KQZ9-E,Index,Very Low,N/A,N/A
04KQZF-E,,,N/A,N/A
04KQZJ-E,,Very Low,N/A,N/A
04KQZN-E,,,N/A,N/A
04KQZQ-E,Growth,Very Low,N/A,N/A
04KQZR-E,Index,Low,N/A,N/A
04KQZV-E,Yield,Very Low,N/A,N/A
04KQZW-E,GARP,Very Low,N/A,N/A
04KQZX-E,Growth,Very Low,N/A,N/A
04KR00-E,Yield,Very Low,N/A,N/A
04KR04-E,Index,Very Low,N/A,N/A
04KR0F-E,,Very Low,N/A,N/A
04KR0G-E,,,N/A,N/A
04KR0J-E,,Very Low,N/A,N/A
04KR0L-E,Index,Very Low,N/A,N/A
04KR0M-E,Index,Very Low,N/A,N/A
04KR0P-E,Index,Very Low,N/A,N/A
04KR0R-E,Growth,Low,N/A,N/A
04KR0W-E,Index,Very Low,N/A,N/A
04KR0X-E,Index,Very Low,N/A,N/A
04KR0Z-E,GARP,Very Low,N/A,N/A
04KR12-E,Index,Very Low,N/A,N/A
04KR14-E,Yield,Low,N/A,N/A
04KR15-E,Yield,High,N/A,N/A
04KR17-E,Index,Very Low,N/A,N/A
04KR19-E,Index,Very Low,N/A,N/A
04KR1D-E,Index,Very Low,N/A,N/A
04KR1F-E,Index,Very Low,N/A,N/A
04KR1G-E,Index,Very Low,N/A,N/A
04KR1K-E,Index,Very Low,N/A,N/A
04KR1Q-E,Index,Very Low,N/A,N/A
04KR1T-E,,Low,N/A,N/A
04KR1V-E,GARP,Very Low,N/A,N/A
04KR25-E,Index,Very Low,N/A,N/A
04KR26-E,,Very High,N/A,N/A
04KR27-E,Index,Very Low,N/A,N/A
04KR2B-E,Index,Very Low,N/A,N/A
04KR2C-E,Index,Very Low,N/A,N/A
04KR2F-E,,Very Low,N/A,N/A
04KR2G-E,Index,Very Low,N/A,N/A
04KR2H-E,GARP,,N/A,N/A
04KR2M-E,,Very Low,N/A,N/A
04KR2N-E,Growth,Very Low,N/A,N/A
04KR2P-E,,Low,N/A,N/A
04KR2Q-E,,Low,N/A,N/A
04KR2R-E,Index,Very High,N/A,N/A
04KR2V-E,,Very High,N/A,N/A
04KR2W-E,Index,,N/A,N/A
04KR30-E,Index,Very Low,N/A,N/A
04KR31-E,,Very Low,N/A,N/A
04KR33-E,,Very Low,N/A,N/A
04KR34-E,,,N/A,N/A
04KR36-E,,Medium,N/A,N/A
04KR37-E,,Medium,N/A,N/A
04KR38-E,,Medium,N/A,N/A
04KR39-E,,Medium,N/A,N/A
04KR3C-E,,Low,N/A,N/A
04KR3D-E,,,N/A,N/A
04KR3F-E,,Very Low,N/A,N/A
04KR3G-E,,Very Low,N/A,N/A
04KR3H-E,Index,,N/A,N/A
04KR3K-E,,,N/A,N/A
04KR3L-E,,,N/A,N/A
04KR3M-E,,,N/A,N/A
04KR3N-E,,,N/A,N/A
04KR4B-E,Index,Medium,N/A,N/A
04KR4D-E,Index,Medium,N/A,N/A
04KR4G-E,Index,,N/A,N/A
04KR4K-E,,Medium,N/A,N/A
04KR4N-E,,Very Low,N/A,N/A
04KR56-E,,Very Low,N/A,N/A
04KR5B-E,Growth,Very Low,N/A,N/A
04KR5C-E,Index,,N/A,N/A
04KR5D-E,Growth,,N/A,N/A
04KR5G-E,Growth,,N/A,N/A
04KR5H-E,Index,Very Low,N/A,N/A
04KR5J-E,Index,Very Low,N/A,N/A
04KR5M-E,Index,Very Low,N/A,N/A
04KR5N-E,Index,Very High,N/A,N/A
04KR5Q-E,Index,Very High,N/A,N/A
04KR5R-E,,,N/A,N/A
04KR5T-E,Yield,Very Low,N/A,N/A
04KR5V-E,Growth,Very Low,N/A,N/A
04KR6C-E,Index,Very High,N/A,N/A
04KR6H-E,Index,Very Low,N/A,N/A
04KR6P-E,Index,,N/A,N/A
04KR6Q-E,Index,Medium,N/A,N/A
04KR6V-E,,,N/A,N/A
04KR75-E,GARP,Medium,N/A,N/A
04KR76-E,GARP,Medium,N/A,N/A
04KR79-E,,,N/A,N/A
04KR7J-E,Index,,N/A,N/A
04KR7N-E,Index,Very Low,N/A,N/A
04KR7P-E,Index,Low,N/A,N/A
04KR7Q-E,,Low,N/A,N/A
04KR7R-E,Index,Medium,N/A,N/A
04KR7S-E,,Very Low,N/A,N/A
04KR85-E,Index,Very Low,N/A,N/A
04KR87-E,Aggressive Growth,Very Low,N/A,N/A
04KR88-E,Index,Very Low,N/A,N/A
04KR89-E,Index,Very Low,N/A,N/A
04KR8B-E,Index,Very Low,N/A,N/A
04KR8D-E,Index,Very Low,N/A,N/A
04KR8F-E,,,N/A,N/A
04KR8G-E,Index,Low,N/A,N/A
04KR8H-E,Index,High,N/A,N/A
04KR8J-E,Index,Very Low,N/A,N/A
04KR8K-E,,,N/A,N/A
04KR8Q-E,GARP,Very Low,N/A,N/A
04KR8V-E,Index,Very Low,N/A,N/A
04KR8W-E,Growth,Medium,N/A,N/A
04KR8Y-E,Growth,Very Low,N/A,N/A
04KR96-E,Index,Very Low,N/A,N/A
04KR97-E,Deep Value,Very Low,N/A,N/A
04KR9D-E,,,N/A,N/A
04KR9H-E,,,N/A,N/A
04KR9J-E,Index,Low,N/A,N/A
04KR9Q-E,,Very Low,N/A,N/A
04KR9W-E,,,N/A,N/A
04KRB2-E,,Very Low,N/A,N/A
04KRBJ-E,Index,Very Low,N/A,N/A
04KRBK-E,Index,Very Low,N/A,N/A
04KRBL-E,Index,Very Low,N/A,N/A
04KRBM-E,Index,Very Low,N/A,N/A
04KRBN-E,Index,Very Low,N/A,N/A
04KRBP-E,Index,Very Low,N/A,N/A
04KRBQ-E,Index,Very Low,N/A,N/A
04KRBR-E,,Very Low,N/A,N/A
04KRC0-E,Index,Very Low,N/A,N/A
04KRC1-E,Index,Very Low,N/A,N/A
04KRC2-E,Index,,N/A,N/A
04KRC3-E,Index,Very Low,N/A,N/A
04KRC5-E,Index,,N/A,N/A
04KRCB-E,,,N/A,N/A
04KRCD-E,,High,N/A,N/A
04KRCF-E,Growth,Very Low,N/A,N/A
04KRCG-E,,,N/A,N/A
04KRCH-E,Index,Very Low,N/A,N/A
04KRCJ-E,Index,Very Low,N/A,N/A
04KRCK-E,Index,Very Low,N/A,N/A
04KRCM-E,Index,Very Low,N/A,N/A
04KRCN-E,Index,Very Low,N/A,N/A
04KRCP-E,Index,Very Low,N/A,N/A
04KRCQ-E,Index,Very Low,N/A,N/A
04KRCR-E,Index,Very Low,N/A,N/A
04KRCS-E,GARP,Very Low,N/A,N/A
04KRCV-E,,Very Low,N/A,N/A
04KRDP-E,,,N/A,N/A
04KRDT-E,Growth,Very Low,N/A,N/A
04KRDV-E,Index,Very Low,N/A,N/A
04KRDX-E,GARP,Very Low,N/A,N/A
04KRDY-E,Value,Very Low,N/A,N/A
04KRDZ-E,Growth,Very Low,N/A,N/A
04KRF0-E,Index,Very Low,N/A,N/A
04KRF9-E,Yield,Very Low,N/A,N/A
04KRFC-E,Index,,N/A,N/A
04KRFP-E,,Very Low,N/A,N/A
04KRFQ-E,,Very Low,N/A,N/A
04KRFR-E,Growth,Very Low,N/A,N/A
04KRFS-E,Index,,N/A,N/A
04KRFV-E,,Very Low,N/A,N/A
04KRG2-E,,Very Low,N/A,N/A
04KRG3-E,,Very Low,N/A,N/A
04KRG8-E,,Very Low,N/A,N/A
04KRGF-E,Growth,High,N/A,N/A
04KRGJ-E,Index,Very Low,N/A,N/A
04KRGK-E,Index,Very Low,N/A,N/A
04KRGM-E,Yield,,N/A,N/A
04KRGN-E,,,N/A,N/A
04KRGP-E,,High,N/A,N/A
04KRGQ-E,Yield,Low,N/A,N/A
04KRGR-E,,High,N/A,N/A
04KRGS-E,,Very Low,N/A,N/A
04KRGT-E,,Very Low,N/A,N/A
04KRGV-E,Index,Very Low,N/A,N/A
04KRGW-E,,Very Low,N/A,N/A
04KRGX-E,,Low,N/A,N/A
04KRGY-E,,Low,N/A,N/A
04KRGZ-E,,,N/A,N/A
04KRH0-E,,,N/A,N/A
04KRH7-E,,,N/A,N/A
04KRH8-E,,,N/A,N/A
04KRHB-E,,High,N/A,N/A
04KRHF-E,,Low,N/A,N/A
04KRHG-E,,Very Low,N/A,N/A
04KRHH-E,,Low,N/A,N/A
04KRHL-E,,Very Low,N/A,N/A
04KRHM-E,,,N/A,N/A
04KRHQ-E,Aggressive Growth,,N/A,N/A
04KRHV-E,,,N/A,N/A
04KRJ5-E,,,N/A,N/A
04KRK5-E,GARP,Very Low,N/A,N/A
04KRKD-E,Value,Low,N/A,N/A
04KRKF-E,,Low,N/A,N/A
04KRKH-E,,Very High,N/A,N/A
04KRKJ-E,Deep Value,High,N/A,N/A
04KRKQ-E,Growth,Very Low,N/A,N/A
04KRKS-E,Growth,Very Low,N/A,N/A
04KRL1-E,Yield,Low,N/A,N/A
04KRL2-E,,Medium,N/A,N/A
04KRLB-E,Value,Low,N/A,N/A
04KRLD-E,,,N/A,N/A
04KRLH-E,Aggressive Growth,Medium,N/A,N/A
04KRLT-E,Growth,Very Low,N/A,N/A
04KRLW-E,Growth,Low,N/A,N/A
04KRMB-E,Aggressive Growth,Low,N/A,N/A
04KRMD-E,,Low,N/A,N/A
04KRMF-E,,Low,N/A,N/A
04KRMG-E,,,N/A,N/A
04KRMH-E,,,N/A,N/A
04KRMJ-E,Index,Very High,N/A,N/A
04KRMM-E,,,N/A,N/A
04KRMN-E,Yield,Very Low,N/A,N/A
04KRMQ-E,,,N/A,N/A
04KRMR-E,,,N/A,N/A
04KRMS-E,,,N/A,N/A
04KRMV-E,,,N/A,N/A
04KRMW-E,,,N/A,N/A
04KRMY-E,Value,High,N/A,N/A
04KRN0-E,Growth,Very Low,N/A,N/A
04KRN1-E,Growth,Medium,N/A,N/A
04KRN8-E,,,N/A,N/A
04KRNB-E,,,N/A,N/A
04KRND-E,,,N/A,N/A
04KRNH-E,,,N/A,N/A
04KRNJ-E,Deep Value,Very Low,N/A,N/A
04KRNL-E,,Very Low,N/A,N/A
04KRNT-E,,,N/A,N/A
04KRNV-E,,,N/A,N/A
04KRP0-E,,,N/A,N/A
04KRP3-E,,Very Low,N/A,N/A
04KRP6-E,Value,Very Low,N/A,N/A
04KRPB-E,,Very Low,N/A,N/A
04KRPC-E,Index,,N/A,N/A
04KRPH-E,,Low,N/A,N/A
04KRPK-E,GARP,High,N/A,N/A
04KRQ5-E,Index,Low,N/A,N/A
04KRQ6-E,,,N/A,N/A
04KRQ9-E,,,N/A,N/A
04KRQB-E,,,N/A,N/A
04KRQC-E,,,N/A,N/A
04KRQD-E,,Very Low,N/A,N/A
04KRQG-E,,Low,N/A,N/A
04KRQH-E,,Medium,N/A,N/A
04KRQM-E,,Medium,N/A,N/A
04KRQN-E,,,N/A,N/A
04KRQQ-E,,Very Low,N/A,N/A
04KRQR-E,,Very High,N/A,N/A
04KRQS-E,,,N/A,N/A
04KRQT-E,,,N/A,N/A
04KRQV-E,,Very High,N/A,N/A
04KRQW-E,Yield,,N/A,N/A
04KRQZ-E,Index,Very Low,N/A,N/A
04KRR0-E,,,N/A,N/A
04KRR1-E,,Very Low,N/A,N/A
04KRR2-E,,Very High,N/A,N/A
04KRR3-E,Yield,Very Low,N/A,N/A
04KRR4-E,Yield,Very Low,N/A,N/A
04KRR7-E,,Very Low,N/A,N/A
04KRRB-E,,,N/A,N/A
04KRRC-E,,Low,N/A,N/A
04KRRD-E,,,N/A,N/A
04KRRG-E,Index,,N/A,N/A
04KRRH-E,,Very Low,N/A,N/A
04KRRJ-E,,,N/A,N/A
04KRRK-E,,Very Low,N/A,N/A
04KRRL-E,,,N/A,N/A
04KRRM-E,,,N/A,N/A
04KRRQ-E,,Very Low,N/A,N/A
04KRRZ-E,,,N/A,N/A
04KRS8-E,Growth,Very Low,N/A,N/A
04KRSK-E,Index,Very Low,N/A,N/A
04KRT7-E,,,N/A,N/A
04KRTL-E,,,N/A,N/A
04KRTV-E,Yield,Very Low,N/A,N/A
04KRV5-E,,Very Low,N/A,N/A
04KRV6-E,,,N/A,N/A
04KRV7-E,,Very Low,N/A,N/A
04KRV9-E,,Very Low,N/A,N/A
04KRVB-E,,,N/A,N/A
04KRVC-E,,Low,N/A,N/A
04KRVD-E,,Very Low,N/A,N/A
04KRVF-E,,Very High,N/A,N/A
04KRVJ-E,,Very Low,N/A,N/A
04KRVL-E,Index,Very Low,N/A,N/A
04KRVM-E,Index,,N/A,N/A
04KRVY-E,Index,,N/A,N/A
04KRW5-E,Index,Very Low,N/A,N/A
04KRW6-E,,Very Low,N/A,N/A
04KRW7-E,,Very High,N/A,N/A
04KRW8-E,GARP,Very Low,N/A,N/A
