factset_fund_id,style,turnover_label,Discrepancy Column,Discrepancy Source
04BW42-E,,Very Low,,
04BW43-E,,Medium,,
04BW44-E,,Medium,,
04BW45-E,,High,,
04BW46-E,,Medium,,
04BW47-E,,Medium,,
04BW48-E,,Low,,
04BW49-E,,Medium,,
04BW4B-E,,Very Low,,
04BW4C-E,,Very Low,,
04BW4D-E,,Very Low,,
04BW4F-E,,Low,,
04BW4G-E,,,,
04BW4J-E,,Medium,,
04BW4L-E,,,,
04BW4M-E,,,,
04BW4N-E,,,,
04BW4P-E,,Medium,,
04BW4Q-E,,Low,,
04BW4R-E,,Medium,,
04BW4S-E,,Low,,
04BW4T-E,,Very Low,,
04BW4V-E,,Low,,
04BW4W-E,,,,
04BW4X-E,,Low,,
04BW4Y-E,,Low,,
04BW4Z-E,,Medium,,
04BW50-E,,Medium,,
04BW51-E,,,,
04BW52-E,,Medium,,
04BW53-E,,Low,,
04BW54-E,,Medium,,
04BW55-E,,High,,
04BW56-E,,Very Low,,
04BW58-E,,Medium,,
04BW59-E,,,,
04BW5C-E,,Medium,,
04BW5D-E,,High,,
04BW5F-E,,Very Low,,
04BW5G-E,,Very Low,,
04BW5H-E,,Low,,
04BW5J-E,,Medium,,
04BW5K-E,,Very Low,,
04BW5L-E,,Medium,,
04BW5M-E,,Low,,
04BW5N-E,,,,
04BW5P-E,,Medium,,
04BW5Q-E,,Very High,,
04BW5R-E,,Low,,
04BW5S-E,,Low,,
04BW5T-E,,Very Low,,
04BW5V-E,,Very High,,
04BW5W-E,Yield,Very Low,,
04BW5X-E,Growth,Very Low,,
04BW5Y-E,GARP,Very Low,,
04BW5Z-E,,Low,,
04BW60-E,Growth,Very Low,,
04BW61-E,Value,Very Low,,
04BW62-E,,Low,,
04BW63-E,,Low,,
04BW64-E,,Low,,
04BW65-E,,Low,,
04BW66-E,,Low,,
04BW67-E,,Low,,
04BW68-E,,Low,,
04BW69-E,,Very Low,,
04BW6B-E,,Low,,
04BW6C-E,,Very Low,,
04BW6D-E,Growth,Very Low,,
04BW6G-E,,Low,,
04BW6H-E,,Very Low,,
04BW6J-E,,Low,,
04BW6K-E,,Low,,
04BW6L-E,,Low,,
04BW6N-E,,Medium,,
04BW6P-E,,Medium,,
04BW6Q-E,,Medium,,
04BW6R-E,,Medium,,
04BW6S-E,,Medium,,
04BW6T-E,,Low,,
04BW6V-E,,Very Low,,
04BW6W-E,,Medium,,
04BW6X-E,,Very Low,,
04BW6Y-E,,Low,,
04BW6Z-E,,High,,
04BW71-E,Index,Very Low,,
04BW72-E,Growth,Very Low,,
04BW73-E,Growth,Medium,,
04BW74-E,,Medium,,
04BW75-E,,High,,
04BW76-E,,Low,,
04BW77-E,,Very Low,,
04BW78-E,,,,
04BW79-E,GARP,Very Low,,
04BW7B-E,,Very Low,,
04BW7C-E,,,,
04BW7D-E,,,,
04BW7G-E,,Medium,,
04BW7H-E,,Low,,
04BW7J-E,,Low,,
04BW7L-E,,Low,,
04BW7M-E,,High,,
04BW7P-E,,Low,,
04BW7Q-E,,Low,,
04BW7R-E,,Very Low,,
04BW7S-E,,Medium,,
04BW7V-E,,High,,
04BW7W-E,,Low,,
04BW7X-E,,Low,,
04BW7Y-E,,Medium,,
04BW80-E,,Low,,
04BW81-E,,Low,,
04BW82-E,,Very Low,,
04BW84-E,,,,
04BW85-E,,Low,,
04BW86-E,,Medium,,
04BW87-E,,Very Low,,
04BW88-E,Growth,Low,,
04BW89-E,Growth,Low,,
04BW8B-E,,Medium,,
04BW8C-E,,High,,
04BW8D-E,Growth,Medium,,
04BW8F-E,,High,,
04BW8G-E,,Low,,
04BW8H-E,,Low,,
04BW8J-E,,Low,,
04BW8K-E,,Low,,
04BW8L-E,,Low,,
04BW8M-E,,Low,,
04BW8N-E,,Low,,
04BW8P-E,,Low,,
04BW8Q-E,Growth,Low,,
04BW8R-E,Growth,Low,,
04BW8S-E,,Low,,
04BW8T-E,,Medium,,
04BW8V-E,,Low,,
04BW8W-E,,Medium,,
04BW8X-E,,Medium,,
04BW8Y-E,,Medium,,
04BW8Z-E,,Medium,,
04BW90-E,Growth,Very Low,,
04BW91-E,,Very High,,
04BW92-E,,Low,,
04BW93-E,,High,,
04BW94-E,,High,,
04BW95-E,,Medium,,
04BW96-E,,Medium,,
04BW97-E,,Medium,,
04BW99-E,,Very High,,
04BW9B-E,Growth,Very Low,,
04BW9C-E,,Low,,
04BW9D-E,,Low,,
04BW9F-E,,Very Low,,
04BW9G-E,,Medium,,
04BW9H-E,,Low,,
04BW9J-E,,,,
04BW9K-E,GARP,Very Low,,
04BW9L-E,Growth,Very Low,,
04BW9M-E,,Very Low,,
04BW9N-E,Growth,Very Low,,
04BW9P-E,,Low,,
04BW9Q-E,Growth,Very Low,,
04BW9R-E,,Low,,
04BW9S-E,,Medium,,
04BW9T-E,,Low,,
04BW9V-E,,Very Low,,
04BW9W-E,,Very Low,,
04BW9X-E,,Low,,
04BW9Y-E,,Medium,,
04BW9Z-E,,Low,,
04BWB0-E,,Low,,
04BWB1-E,,Low,,
04BWB2-E,,Low,,
04BWB3-E,,Very Low,,
04BWB4-E,,Medium,,
04BWB5-E,,Low,,
04BWB6-E,,,,
04BWB7-E,,,,
04BWB8-E,,High,,
04BWB9-E,Yield,Low,,
04BWBK-E,GARP,Very Low,,
04BWBL-E,,Very Low,,
04BWBM-E,,,,
04BWBN-E,,Very Low,,
04BWBP-E,,,,
04BWBQ-E,,Very Low,,
04BWBR-E,,Medium,,
04BWBS-E,,Low,,
04BWBT-E,,Low,,
04BWBV-E,,Very Low,,
04BWBW-E,,Very Low,,
04BWBX-E,,Very Low,,
04BWBY-E,,Very Low,,
04BWBZ-E,,Medium,,
04BWC0-E,,,,
04BWC1-E,,Low,,
04BWC2-E,,Low,,
04BWC3-E,,High,,
04BWC4-E,,Very Low,,
04BWC5-E,Value,Medium,,
04BWC7-E,Value,Very Low,,
04BWC9-E,GARP,Very Low,,
04BWCB-E,,Very Low,,
04BWCG-E,,Very Low,,
04BWCH-E,,Low,,
04BWCK-E,,Very Low,,
04BWCL-E,,,,
04BWCM-E,,Very Low,,
04BWCN-E,,Medium,,
04BWCP-E,,Medium,,
04BWCQ-E,,Low,,
04BWCR-E,,Medium,,
04BWCS-E,,Very Low,,
04BWCT-E,,,,
04BWCV-E,,Low,,
04BWCW-E,,Medium,,
04BWCX-E,,,,
04BWCY-E,,Very Low,,
04BWCZ-E,,Low,,
04BWD0-E,,Very Low,,
04BWD1-E,,Medium,,
04BWD2-E,Aggressive Growth,Low,,
04BWD3-E,,Medium,,
04BWD4-E,,,,
04BWD5-E,,Low,,
04BWD6-E,,Low,,
04BWD7-E,,Low,,
04BWD8-E,,Medium,,
04BWD9-E,,,,
04BWDB-E,,High,,
04BWDC-E,,,,
04BWDD-E,,Medium,,
04BWDG-E,Growth,Very Low,,
04BWDJ-E,,High,,
04BWDK-E,,Medium,,
04BWDL-E,,Medium,,
04BWDM-E,Value,Very Low,,
04BWDN-E,,Low,,
04BWDP-E,,High,,
04BWDQ-E,,Medium,,
04BWDR-E,,High,,
04BWDS-E,,Low,,
04BWDT-E,Growth,Low,,
04BWDV-E,Growth,Very Low,,
04BWDW-E,Growth,Very Low,,
04BWDX-E,,Very Low,,
04BWDZ-E,,High,,
04BWF0-E,Value,Very Low,,
04BWF1-E,,Low,,
04BWF2-E,,Low,,
04BWF3-E,,Low,,
04BWF4-E,,Very Low,,
04BWF5-E,,Low,,
04BWF6-E,,,,
04BWF7-E,,Low,,
04BWF8-E,,,,
04BWF9-E,,Medium,,
04BWFB-E,,,,
04BWFC-E,,Medium,,
04BWFD-E,,Very Low,,
04BWFF-E,,Low,,
04BWFG-E,,Very Low,,
04BWFH-E,,Very Low,,
04BWFJ-E,,Very Low,,
04BWFK-E,,Very Low,,
04BWFL-E,,Very Low,,
04BWFM-E,,Very Low,,
04BWFN-E,,Low,,
04BWFP-E,,Very Low,,
04BWFQ-E,,Very Low,,
04BWFR-E,,,,
04BWFS-E,,Very Low,,
04BWFT-E,,Very Low,,
04BWFV-E,,Very Low,,
04BWFW-E,,Very Low,,
04BWFX-E,,Very Low,,
04BWFY-E,,Low,,
04BWFZ-E,,Very Low,,
04BWG0-E,,Very Low,,
04BWG1-E,,Low,,
04BWG2-E,,High,,
04BWG3-E,,Low,,
04BWG4-E,,High,,
04BWG5-E,,Very High,,
04BWG6-E,,Very Low,,
04BWG7-E,,High,,
04BWG8-E,,Very Low,,
04BWG9-E,,Low,,
04BWGB-E,,,,
04BWGC-E,,Very Low,,
04BWGD-E,,Low,,
04BWGF-E,Index,Low,,
04BWGG-E,Index,Very Low,,
04BWGH-E,,Very High,,
04BWGJ-E,,High,,
04BWGK-E,Yield,Very Low,,
04BWGL-E,,Low,,
04BWGM-E,,,,
04BWGN-E,Growth,Low,,
04BWGP-E,Aggressive Growth,Very Low,,
04BWGQ-E,Growth,Very Low,,
04BWGR-E,Index,High,,
04BWGS-E,Deep Value,Low,,
04BWGT-E,Value,Medium,,
04BWGV-E,,Medium,,
04BWGW-E,Value,High,,
04BWGX-E,,Medium,,
04BWGY-E,,,,
04BWGZ-E,Index,Low,,
04BWH0-E,Index,Low,,
04BWH1-E,Growth,Very Low,,
04BWH2-E,Aggressive Growth,Very Low,,
04BWH3-E,Aggressive Growth,Very Low,,
04BWH4-E,,,,
04BWH6-E,Aggressive Growth,Very Low,,
04BWH7-E,Aggressive Growth,Very Low,,
04BWH8-E,Value,Very Low,,
04BWH9-E,Aggressive Growth,Very Low,,
04BWHB-E,,Low,,
04BWHC-E,,Very High,,
04BWHD-E,,Low,,
04BWHF-E,,High,,
04BWHG-E,,Medium,,
04BWHH-E,,Medium,,
04BWHJ-E,Value,Very Low,,
04BWHK-E,,Medium,,
04BWHL-E,,Very Low,,
04BWHM-E,,High,,
04BWHN-E,GARP,Very Low,,
04BWHP-E,,Medium,,
04BWHR-E,Aggressive Growth,Very Low,,
04BWHS-E,,Medium,,
04BWHT-E,Aggressive Growth,Very Low,,
04BWHV-E,,High,,
04BWHW-E,,Medium,,
04BWHX-E,,High,,
04BWHY-E,,Medium,,
04BWHZ-E,,High,,
04BWJ0-E,,Very High,,
04BWJ1-E,,,,
04BWJ2-E,,Very Low,,
04BWJ3-E,,Low,,
04BWJ4-E,,Low,,
04BWJ5-E,Growth,Very Low,,
04BWJ6-E,Growth,Very Low,,
04BWJ7-E,,High,,
04BWJ8-E,,Very Low,,
04BWJ9-E,,Medium,,
04BWJB-E,,Low,,
04BWJC-E,,Medium,,
04BWJD-E,,High,,
04BWJF-E,,,,
04BWJG-E,,High,,
04BWJH-E,Growth,Very Low,,
04BWJJ-E,,Medium,,
04BWJK-E,,Medium,,
04BWJL-E,Growth,Very Low,,
04BWJM-E,Aggressive Growth,Medium,,
04BWJN-E,,Medium,,
04BWJP-E,Value,Very Low,,
04BWJQ-E,,Medium,,
04BWJR-E,Yield,Very Low,,
04BWJS-E,,,,
04BWJT-E,,Medium,,
04BWJV-E,GARP,Very Low,,
04BWJW-E,Growth,Very Low,,
04BWJX-E,GARP,Very Low,,
04BWJY-E,,,,
04BWJZ-E,Growth,Very Low,,
04BWK0-E,,Very High,,
04BWK1-E,,Very High,,
04BWK2-E,,High,,
04BWK3-E,,,,
04BWK4-E,Growth,Very Low,,
04BWK5-E,,Medium,,
04BWK6-E,Deep Value,Very Low,,
04BWK7-E,GARP,High,,
04BWK8-E,,,,
04BWK9-E,,Medium,,
04BWKB-E,,Medium,,
04BWKC-E,,Medium,,
04BWKD-E,,Medium,,
04BWKF-E,,Medium,,
04BWKG-E,,Medium,,
04BWKH-E,,Low,,
04BWKJ-E,GARP,Medium,,
04BWKK-E,,Medium,,
04BWKL-E,GARP,Very Low,,
04BWKM-E,Value,Very Low,,
04BWKN-E,Growth,Very Low,,
04BWKP-E,,Low,,
04BWKQ-E,Growth,Low,,
04BWKR-E,GARP,Low,,
04BWKS-E,Growth,Very Low,,
04BWKT-E,Growth,Very Low,,
04BWKV-E,GARP,Very Low,,
04BWKW-E,,High,,
04BWKX-E,GARP,Low,,
04BWKY-E,Yield,Very Low,,
04BWKZ-E,,Medium,,
04BWL0-E,,High,,
04BWL1-E,,Low,,
04BWL2-E,,Very High,,
04BWL3-E,Growth,Very Low,,
04BWL4-E,,Very Low,,
04BWL5-E,Growth,Low,,
04BWL6-E,Growth,Very Low,,
04BWL7-E,,Medium,,
04BWL8-E,,Low,,
04BWL9-E,,Low,,
04BWLC-E,,Low,,
04BWLG-E,,Low,,
04BWLH-E,,Very Low,,
04BWLJ-E,,High,,
04BWLK-E,,Low,,
04BWLL-E,,Very Low,,
04BWLM-E,,Medium,,
04BWLP-E,,Low,,
04BWLQ-E,,Low,,
04BWLR-E,,Medium,,
04BWLS-E,,Low,,
04BWLT-E,,Low,,
04BWLV-E,,Medium,,
04BWLW-E,,,,
04BWLY-E,,High,,
04BWLZ-E,,Medium,,
04BWM1-E,,Very Low,,
04BWM2-E,,,,
04BWM3-E,,Very Low,,
04BWM4-E,,Medium,,
04BWM5-E,,Medium,,
04BWM6-E,,High,,
04BWM7-E,,Very Low,,
04BWM8-E,Aggressive Growth,Very Low,,
04BWMC-E,,Low,,
04BWMD-E,,Medium,,
04BWMF-E,Growth,Very Low,,
04BWMG-E,,Low,,
04BWMH-E,,High,,
04BWMJ-E,,Medium,,
04BWMK-E,,Medium,,
04BWML-E,,Low,,
04BWMM-E,,Very Low,,
04BWMN-E,,Very Low,,
04BWMP-E,,Low,,
04BWMQ-E,,Low,,
04BWMR-E,,Very Low,,
04BWMT-E,,Low,,
04BWMV-E,,Medium,,
04BWMW-E,,Low,,
04BWMX-E,,Medium,,
04BWMY-E,,Low,,
04BWMZ-E,,High,,
04BWN1-E,GARP,Low,,
04BWN2-E,,,,
04BWN3-E,,Low,,
04BWN4-E,,Very Low,,
04BWN5-E,,Low,,
04BWN6-E,,Low,,
04BWN7-E,,Medium,,
04BWN8-E,,Very Low,,
04BWN9-E,,Low,,
04BWNB-E,,High,,
04BWNC-E,,High,,
04BWNF-E,,Very Low,,
04BWNG-E,,Very Low,,
04BWNJ-E,,Low,,
04BWNK-E,,High,,
04BWNL-E,,Medium,,
04BWNM-E,,,,
04BWNN-E,,Low,,
04BWNP-E,,High,,
04BWNQ-E,,,,
04BWNR-E,,Very Low,,
04BWNS-E,,High,,
04BWNT-E,,Low,,
04BWNV-E,,,,
04BWNW-E,,Low,,
04BWNX-E,,,,
04BWNY-E,,High,,
04BWNZ-E,,Medium,,
04BWP0-E,,,,
04BWP1-E,,Medium,,
04BWP2-E,,Low,,
04BWP3-E,,Low,,
04BWP4-E,,Very Low,,
04BWP5-E,,Very Low,,
04BWP7-E,,Low,,
04BWP8-E,,,,
04BWP9-E,,,,
04BWPB-E,,,,
04BWPC-E,,Low,,
04BWPF-E,,Medium,,
04BWPH-E,,,,
04BWPJ-E,,Medium,,
04BWPK-E,,,,
04BWPL-E,,,,
04BWPM-E,,,,
04BWPN-E,,Low,,
04BWPQ-E,,Medium,,
04BWPS-E,,High,,
04BWPT-E,,Very Low,,
04BWPV-E,,,,
04BWPW-E,,Medium,,
04BWPX-E,,Low,,
04BWPY-E,,,,
04BWPZ-E,,Low,,
04BWQ1-E,,,,
04BWQ2-E,,,,
04BWQ3-E,,,,
04BWQ4-E,Growth,Very Low,,
04BWQ5-E,,,,
04BWQ6-E,Aggressive Growth,Very Low,,
04BWQ7-E,,Medium,,
04BWQ8-E,GARP,Very Low,,
04BWQ9-E,Growth,Very Low,,
04BWQB-E,Growth,Very Low,,
04BWQC-E,Growth,Low,,
04BWQD-E,,Low,,
04BWQF-E,,Very Low,,
04BWQG-E,Value,Very Low,,
04BWQH-E,,Medium,,
04BWQJ-E,,Low,,
04BWQK-E,,Medium,,
04BWQL-E,,Very Low,,
04BWQM-E,,Low,,
04BWQN-E,GARP,Very Low,,
04BWQP-E,Growth,Very Low,,
04BWQQ-E,Growth,Medium,,
04BWQR-E,GARP,Medium,,
04BWQS-E,,Medium,,
04BWQT-E,GARP,Medium,,
04BWQV-E,Value,Low,,
04BWQW-E,Yield,Low,,
04BWQX-E,,Medium,,
04BWQY-E,,High,,
04BWQZ-E,Value,Very Low,,
04BWR0-E,,Medium,,
04BWR1-E,Yield,Very Low,,
04BWR2-E,Aggressive Growth,Very Low,,
04BWR3-E,Growth,Very Low,,
04BWR4-E,Growth,Very Low,,
04BWR5-E,Growth,Very Low,,
04BWR6-E,Growth,Very Low,,
04BWR7-E,GARP,Low,,
04BWR8-E,Growth,Very Low,,
04BWR9-E,,Very Low,,
04BWRB-E,,Medium,,
04BWRC-E,,Medium,,
04BWRD-E,,High,,
04BWRF-E,,Medium,,
04BWRG-E,,Low,,
04BWRH-E,,Very Low,,
04BWRJ-E,,Low,,
04BWRK-E,,Low,,
04BWRL-E,,Very Low,,
04BWRP-E,,Very Low,,
04BWRQ-E,,Low,,
04BWRR-E,,Medium,,
04BWRS-E,Growth,Very Low,,
04BWRT-E,,Medium,,
04BWRW-E,,Low,,
04BWRX-E,,Low,,
04BWRY-E,,Low,,
04BWS0-E,GARP,Low,,
04BWS1-E,Growth,Very Low,,
04BWS2-E,Yield,Very Low,,
04BWS3-E,Growth,Medium,,
04BWS4-E,,Low,,
04BWS5-E,,Medium,,
04BWS6-E,,,,
04BWS7-E,Yield,Very Low,,
04BWS8-E,Aggressive Growth,Low,,
04BWS9-E,Growth,Very Low,,
04BWSB-E,Aggressive Growth,Low,,
04BWSD-E,,,,
04BWSF-E,Yield,Very Low,,
04BWSG-E,,,,
04BWSH-E,,Low,,
04BWSJ-E,,Medium,,
04BWSK-E,Yield,Very Low,,
04BWSL-E,,Medium,,
04BWSM-E,,Very Low,,
04BWSN-E,Growth,Very Low,,
04BWSP-E,Value,Medium,,
04BWSR-E,,Low,,
04BWSS-E,,Medium,,
04BWST-E,Yield,Very Low,,
04BWSV-E,,Very Low,,
04BWSW-E,,Very Low,,
04BWSX-E,Aggressive Growth,Low,,
04BWSY-E,Value,Very Low,,
04BWSZ-E,,Very Low,,
04BWT0-E,,Low,,
04BWT1-E,Yield,Very Low,,
04BWT2-E,GARP,Low,,
04BWT3-E,Yield,Very Low,,
04BWT4-E,Growth,Very Low,,
04BWT5-E,Growth,Very Low,,
04BWT6-E,Growth,Very Low,,
04BWT7-E,,Low,,
04BWT8-E,,High,,
04BWT9-E,Aggressive Growth,Very High,,
04BWTB-E,,High,,
04BWTC-E,Growth,Very Low,,
04BWTD-E,Growth,Very Low,,
04BWTF-E,,Medium,,
04BWTG-E,,Low,,
04BWTH-E,,Medium,,
04BWTJ-E,Growth,Very Low,,
04BWTK-E,Index,Medium,,
04BWTL-E,,Very Low,,
04BWTM-E,,Very Low,,
04BWTN-E,,Low,,
04BWTP-E,,Medium,,
04BWTQ-E,,Low,,
04BWTR-E,Growth,Very Low,,
04BWTS-E,Growth,Very Low,,
04BWTT-E,Growth,Very Low,,
04BWTV-E,Value,Very Low,,
04BWTW-E,,Low,,
04BWTX-E,,Medium,,
04BWTY-E,Growth,Very Low,,
04BWTZ-E,Aggressive Growth,Low,,
04BWV0-E,Aggressive Growth,Very Low,,
04BWV1-E,,Medium,,
04BWV2-E,,High,,
04BWV3-E,Aggressive Growth,Low,,
04BWV4-E,,Very Low,,
04BWV5-E,,Medium,,
04BWV6-E,,Medium,,
04BWV7-E,Growth,Low,,
04BWV8-E,,,,
04BWV9-E,,,,
04BWVB-E,Aggressive Growth,Low,,
04BWVC-E,,Very Low,,
04BWVD-E,,,,
04BWVF-E,,Medium,,
04BWVG-E,,,,
04BWVH-E,Value,Very Low,,
04BWVJ-E,,Low,,
04BWVK-E,,,,
04BWVL-E,,Medium,,
04BWVM-E,,,,
04BWVN-E,,Medium,,
04BWVP-E,,Low,,
04BWVQ-E,,,,
04BWVR-E,,Low,,
04BWVT-E,,Low,,
04BWVV-E,,Very Low,,
04BWVW-E,,Low,,
04BWVX-E,,,,
04BWVY-E,,,,
04BWVZ-E,,Medium,,
04BWW0-E,,High,,
04BWW1-E,Growth,Medium,,
04BWW2-E,Growth,Very Low,,
04BWW3-E,,Very Low,,
04BWW4-E,,Medium,,
04BWW5-E,,Very Low,,
04BWW6-E,,Very Low,,
04BWW7-E,,Medium,,
04BWW8-E,,Very Low,,
04BWW9-E,,Medium,,
04BWWB-E,,Medium,,
04BWWC-E,,Low,,
04BWWD-E,,Very Low,,
04BWWF-E,,High,,
04BWWG-E,,Low,,
04BWWH-E,,Medium,,
04BWWJ-E,,High,,
04BWWK-E,,High,,
04BWWL-E,,Very Low,,
04BWWM-E,,Medium,,
04BWWN-E,,Very Low,,
04BWWP-E,,Very Low,,
04BWWQ-E,,,,
04BWWR-E,Aggressive Growth,Medium,,
04BWWS-E,Aggressive Growth,Low,,
04BWWT-E,,Low,,
04BWWV-E,Aggressive Growth,Very Low,,
04BWWX-E,,Low,,
04BWX0-E,,Medium,,
04BWX1-E,,Very Low,,
04BWX2-E,Growth,Very Low,,
04BWX3-E,Aggressive Growth,Very Low,,
04BWX4-E,Growth,Medium,,
04BWX5-E,,Medium,,
04BWX6-E,Growth,Very Low,,
04BWX7-E,,Medium,,
04BWX9-E,,Medium,,
04BWXC-E,,High,,
04BWXF-E,Yield,Low,,
04BWXG-E,,Medium,,
04BWXH-E,Aggressive Growth,Very Low,,
04BWXJ-E,,High,,
04BWXK-E,,Very High,,
04BWXL-E,,Very High,,
04BWXM-E,,High,,
04BWXN-E,,,,
04BWXP-E,,Medium,,
04BWXQ-E,GARP,Very Low,,
04BWXR-E,,Low,,
04BWXS-E,Value,Low,,
04BWXT-E,Aggressive Growth,Very Low,,
04BWXV-E,,Very Low,,
04BWXW-E,Value,Very Low,,
04BWXX-E,,Very Low,,
04BWXY-E,Yield,Very Low,,
04BWXZ-E,Growth,Very Low,,
04BWY0-E,Yield,High,,
04BWY1-E,,Low,,
04BWY2-E,,Low,,
04BWY3-E,,Low,,
04BWY4-E,,High,,
04BWY5-E,,Medium,,
04BWY6-E,Growth,Very Low,,
04BWY7-E,Aggressive Growth,Very Low,,
04BWY8-E,,Very Low,,
04BWY9-E,Growth,Very Low,,
04BWYB-E,GARP,Very Low,,
04BWYC-E,Growth,High,,
04BWYD-E,Growth,Low,,
04BWYF-E,,Very High,,
04BWYG-E,Yield,Low,,
04BWYH-E,,Low,,
04BWYJ-E,Aggressive Growth,Medium,,
04BWYK-E,GARP,Very Low,,
04BWYL-E,Growth,Medium,,
04BWYM-E,,Low,,
04BWYP-E,,Low,,
04BWYQ-E,Index,Very Low,,
04BWYR-E,,Low,,
04BWYS-E,,Very Low,,
04BWYT-E,,Low,,
04BWYW-E,,Very High,,
04BWYX-E,,Low,,
04BWYY-E,,Very High,,
04BWZ0-E,Growth,Very Low,,
04BWZ1-E,,Low,,
04BWZ2-E,,Medium,,
04BWZ3-E,,Medium,,
04BWZ4-E,,Low,,
04BWZ5-E,,Low,,
04BWZ6-E,,High,,
04BWZ7-E,,Low,,
04BWZ8-E,,Medium,,
04BWZ9-E,,Medium,,
04BWZB-E,,Medium,,
04BWZC-E,,Low,,
04BWZD-E,Aggressive Growth,Medium,,
04BWZH-E,,High,,
04BWZJ-E,,High,,
04BWZK-E,,,,
04BWZL-E,,High,,
04BWZM-E,,Very Low,,
04BWZN-E,,Low,,
04BWZP-E,,Very Low,,
04BWZQ-E,,Medium,,
04BWZR-E,,Low,,
04BWZS-E,,Very Low,,
04BWZT-E,,Medium,,
04BWZV-E,,Low,,
04BWZW-E,,Very Low,,
04BWZX-E,GARP,Very Low,,
04BWZY-E,,Low,,
04BWZZ-E,,Low,,
04BX00-E,,Low,,
04BX01-E,,,,
04BX02-E,,High,,
04BX03-E,,High,,
04BX04-E,,Medium,,
04BX05-E,,Low,,
04BX06-E,,Very Low,,
04BX07-E,,Very Low,,
04BX08-E,,Low,,
04BX09-E,,Medium,,
04BX0B-E,,Low,,
04BX0C-E,,,,
04BX0D-E,,Medium,,
04BX0F-E,,Medium,,
04BX0G-E,,Medium,,
04BX0H-E,,Low,,
04BX0J-E,,Medium,,
04BX0K-E,,Low,,
04BX0M-E,Growth,Very Low,,
04BX0N-E,Aggressive Growth,Low,,
04BX0Q-E,,Low,,
04BX0R-E,,Medium,,
04BX0S-E,Aggressive Growth,Low,,
04BX0V-E,,Low,,
04BX0W-E,,Low,,
04BX0X-E,Growth,Low,,
04BX0Y-E,,Low,,
04BX0Z-E,Value,Medium,,
04BX18-E,,Very Low,,
04BX19-E,,Low,,
04BX1C-E,,Very Low,,
04BX1D-E,Aggressive Growth,Low,,
04BX1G-E,,Low,,
04BX1H-E,,Medium,,
04BX1J-E,,Low,,
04BX1K-E,,Medium,,
04BX1N-E,,High,,
04BX1R-E,Growth,Very Low,,
04BX1T-E,,Low,,
04BX1V-E,Aggressive Growth,Medium,,
04BX1W-E,Growth,Very Low,,
04BX1X-E,Growth,Low,,
04BX1Y-E,Growth,Low,,
04BX21-E,,High,,
04BX22-E,,High,,
04BX23-E,,Medium,,
04BX24-E,Growth,Low,,
04BX27-E,,Medium,,
04BX28-E,,Very Low,,
04BX2C-E,,Medium,,
04BX2F-E,,Medium,,
04BX2H-E,Aggressive Growth,Medium,,
04BX2J-E,,Very Low,,
04BX2K-E,Growth,Very Low,,
04BX2L-E,,Very Low,,
04BX2M-E,Aggressive Growth,Very Low,,
04BX2N-E,GARP,Low,,
04BX2P-E,Value,Very Low,,
04BX2Q-E,Aggressive Growth,Very Low,,
04BX2R-E,Growth,Very Low,,
04BX2S-E,Growth,Very Low,,
04BX2T-E,Value,Very Low,,
04BX2W-E,,Medium,,
04BX30-E,,Medium,,
04BX31-E,,Medium,,
04BX32-E,,Medium,,
04BX34-E,Growth,Very Low,,
04BX35-E,Growth,Low,,
04BX37-E,Growth,Very Low,,
04BX38-E,,,,
04BX39-E,,Medium,,
04BX3B-E,,Low,,
04BX3C-E,Growth,Low,,
04BX3D-E,Growth,Low,,
04BX3F-E,Deep Value,Medium,,
04BX3G-E,Growth,Low,,
04BX3H-E,,High,,
04BX3J-E,,High,,
04BX3K-E,,High,,
04BX3L-E,Value,Low,,
04BX3M-E,,Medium,,
04BX3N-E,Value,Medium,,
04BX3P-E,,Low,,
04BX3Q-E,GARP,Low,,
04BX3R-E,,Low,,
04BX3S-E,GARP,Medium,,
04BX3W-E,Growth,Low,,
04BX3Y-E,GARP,Very Low,,
04BX41-E,Growth,Very Low,,
04BX42-E,Deep Value,Low,,
04BX44-E,GARP,Very Low,,
04BX45-E,Yield,Very Low,,
04BX46-E,Growth,Low,,
04BX47-E,Growth,Very High,,
04BX48-E,Yield,High,,
04BX49-E,Aggressive Growth,Very Low,,
04BX4C-E,Growth,Very Low,,
04BX4D-E,Yield,Very Low,,
04BX4F-E,,Very Low,,
04BX4G-E,GARP,Very Low,,
04BX4K-E,,High,,
04BX4L-E,Growth,Very Low,,
04BX4M-E,,Low,,
04BX4N-E,,Very Low,,
04BX4P-E,Value,Very Low,,
04BX4Q-E,Growth,High,,
04BX4T-E,Growth,Very Low,,
04BX4V-E,Growth,Very Low,,
04BX4X-E,,Low,,
04BX4Y-E,Yield,Very Low,,
04BX4Z-E,,Low,,
04BX50-E,Growth,Very Low,,
04BX51-E,,Very High,,
04BX54-E,,Very Low,,
04BX55-E,,Medium,,
04BX57-E,,Medium,,
04BX58-E,,Very High,,
04BX59-E,,Medium,,
04BX5B-E,,High,,
04BX5C-E,,High,,
04BX5D-E,Growth,Medium,,
04BX5F-E,GARP,Medium,,
04BX5G-E,,Medium,,
04BX5H-E,,Very High,,
04BX5J-E,,Medium,,
04BX5K-E,,Low,,
04BX5L-E,Growth,Very Low,,
04BX5M-E,Aggressive Growth,Very Low,,
04BX5P-E,,,,
